Time, x, y, z,,,
4.974871159,-0.526886,-9.54068,-0.38511658,,,
4.984241009,-0.507843,-9.552582,-0.24229431,,,
5.004858971,-0.4340515,-9.547821,-0.32798767,,,
5.030823946,-0.5197449,-9.60733,-0.31132507,,,
5.041021109,-0.59591675,-9.635895,-0.23991394,,,
5.053035021,-0.5935364,-9.631134,-0.22563171,,,
5.06180501,-0.68637085,-9.650177,-0.24943542,,,
5.068767071,-0.6506653,-9.633514,-0.25419617,,,
5.075551987,-0.66256714,-9.571625,-0.36369324,,,
5.08424902,-0.6340027,-9.566864,-0.31132507,,,
5.091210127,-0.591156,-9.547821,-0.3755951,,,
5.098281145,-0.56973267,-9.590668,-0.4160614,,,
5.105509996,-0.5364075,-9.566864,-0.2589569,,Lap1,Lap2
5.113757133,-0.5744934,-9.578766,-0.2684784,,20.33,04:30.7
5.120589018,-0.62924194,-9.638275,-0.31370544,,wait,494
5.128375053,-0.6482849,-9.60495,-0.3327484,,,
5.14566493,-0.62924194,-9.559723,-0.35179138,,Total,
5.154085159,-0.655426,-9.559723,-0.29704285,,494,
5.160124063,-0.58639526,-9.585907,-0.45414734,,,
5.169008017,-0.5744934,-9.566864,-0.38511658,,Step_count,
5.176841974,-0.610199,-9.60733,-0.33988953,,486,
5.183241129,-0.6006775,-9.650177,-0.3589325,,,
5.190328121,-0.49594116,-9.60733,-0.36369324,,,
5.199411154,-0.5316467,-9.595428,-0.3922577,,,
5.206105947,-0.65304565,-9.631134,-0.23991394,,,
5.212552071,-0.7292175,-9.631134,-0.3256073,,,
5.227528095,-0.7982483,-9.54068,-0.5565033,,,
5.234360933,-0.5744934,-9.574005,-0.48747253,,,
5.241403103,-0.55307007,-9.6716,-0.285141,,,
5.250519037,-0.53878784,-9.662079,-0.15898132,,,
5.257459164,-0.59591675,-9.564484,-0.23277283,,,
5.265331984,-0.7887268,-9.535919,-0.4398651,,,
5.273204088,-0.8791809,-9.566864,-0.46366882,,,
5.284322977,-0.96725464,-9.645416,-0.38035583,,,
5.293677092,-0.90060425,-9.6596985,-0.3422699,,,
5.301130056,-0.6839905,-9.528778,-0.3184662,,,
5.30915308,-0.61972046,-9.547821,-0.24943542,,,
5.323446035,-0.5578308,-9.547821,-0.37083435,,,
5.332472086,-0.5316467,-9.628754,-0.46366882,,,
5.343038082,-0.5840149,-9.633514,-0.3184662,,,
5.354140043,-0.5768738,-9.628754,-0.30418396,,,
5.36322403,-0.6839905,-9.585907,-0.2351532,,,
5.37275815,-0.85061646,-9.483551,-0.29942322,,,
5.382388115,-0.8887024,-9.509735,-0.30418396,,,
5.392773151,-0.9315491,-9.647797,-0.20420837,,,
5.408276081,-0.9196472,-9.578766,-0.29704285,,,
5.42039299,-0.8458557,-9.593048,-0.23753357,,,
5.431342125,-0.8244324,-9.581146,-0.201828,,,
5.442727089,-0.83395386,-9.626373,-0.33512878,,,
5.454183102,-0.7720642,-9.528778,-0.08042908,,,
5.465907097,-0.9529724,-9.516876,-0.28752136,,,
5.477642059,-1.0553284,-9.54306,-0.4398651,,,
5.48942399,-0.88394165,-9.838226,-0.5136566,,,
5.500829935,-0.3293152,-9.54306,-0.3755951,,,
5.510731936,-0.18411255,-9.495453,-0.1280365,,,
5.519181013,-0.6316223,-9.431183,-0.15422058,,,
5.53147912,-0.9791565,-9.550201,-0.45176697,,,
5.54311204,-1.033905,-9.552582,-0.4565277,,,
5.555297136,-0.84347534,-9.638275,-0.40177917,,,
5.564909935,-0.65304565,-9.673981,-0.45414734,,,
5.579246044,-0.6387634,-9.66922,-0.45176697,,,
5.669016123,-0.52926636,-9.593048,-0.33988953,,,
5.686063051,-0.57211304,-9.609711,-0.38511658,,,
5.699641943,-0.66018677,-9.631134,-0.285141,,,
5.71216011,-0.7339783,-9.550201,-0.47080994,,,
5.724578142,-0.66018677,-9.547821,-0.46128845,,,
5.7385571,-0.54592896,-9.643036,-0.31608582,,,
5.752172947,-0.57211304,-9.678741,-0.26609802,,,
5.764714956,-0.75302124,-9.545441,-0.24229431,,,
5.774595022,-0.8958435,-9.526398,-0.25657654,,,
5.781908989,-0.90774536,-9.559723,-0.27799988,,,
5.791671038,-0.95059204,-9.528778,-0.26371765,,,
5.798891068,-0.98391724,-9.590668,-0.28038025,,,
5.806219101,-0.98153687,-9.566864,-0.23753357,,,
5.813209057,-1.0101013,-9.566864,-0.21134949,,,
5.823956013,-0.9934387,-9.574005,-0.2589569,,,
5.831936121,-1.0267639,-9.562103,-0.22087097,,,
5.839319944,-0.988678,-9.47403,-0.3589325,,,
5.847517967,-0.91012573,-9.431183,-0.33036804,,,
5.858063936,-0.7149353,-9.4930725,-0.4565277,,,
5.868379116,-0.55545044,-9.60257,-0.38035583,,,
5.877074957,-0.50546265,-9.60733,-0.3922577,,,
5.884523153,-0.39596558,-9.643036,-0.40415955,,,
5.891474962,-0.38168335,-9.693024,-0.31132507,,,
5.899955034,-0.43167114,-9.676361,-0.5303192,,,
5.906896114,-0.49832153,-9.704926,-0.54460144,,,
5.914392948,-0.5673523,-9.635895,-0.5398407,,,
5.921887159,-0.57211304,-9.593048,-0.5374603,,,
5.929962158,-0.6506653,-9.564484,-0.5374603,,,
5.937350035,-0.62924194,-9.54306,-0.5398407,,,
5.945692062,-0.66018677,-9.569244,-0.48747253,,,
5.957775116,-0.5816345,-9.519257,-0.48747253,,,
5.966423988,-0.5578308,-9.581146,-0.34465027,,,
5.974543095,-0.55545044,-9.559723,-0.33750916,,,
5.982125044,-0.507843,-9.593048,-0.50413513,,,
5.989339113,-0.55307007,-9.60257,-0.41844177,,,
6.000209093,-0.49118042,-9.531158,-0.3827362,,,
6.010010004,-0.5197449,-9.545441,-0.41844177,,,
6.017236948,-0.5102234,-9.5383,-0.28752136,,,
6.025984049,-0.5197449,-9.569244,-0.3184662,,,
6.033895969,-0.5007019,-9.562103,-0.26371765,,,
6.051795959,-0.6839905,-9.693024,-0.285141,,,
6.061846972,-0.7792053,-9.66922,-0.28752136,,,
6.069869995,-0.8458557,-9.643036,-0.2756195,,,
6.078135014,-0.91012573,-9.609711,-0.23753357,,,
6.085277081,-0.92678833,-9.583527,-0.23753357,,,
6.093202114,-1.007721,-9.533539,-0.22801208,,,
6.10088706,-1.0124817,-9.514496,-0.24467468,,,
6.110981941,-0.98391724,-9.535919,-0.14707947,,,
6.121284008,-0.988678,-9.597809,-0.3018036,,,
6.137725115,-0.9125061,-9.633514,-0.2351532,,,
6.147282124,-0.90774536,-9.621613,-0.27799988,,,
6.155722141,-0.90774536,-9.590668,-0.24705505,,,
6.183782101,-0.886322,-9.585907,-0.22801208,,,
6.192691088,-0.8958435,-9.583527,-0.24705505,,,
6.199360132,-0.8958435,-9.600189,-0.33036804,,,
6.205974102,-0.87442017,-9.60733,-0.35655212,,,
6.214413166,-0.87680054,-9.597809,-0.2518158,,,
6.221308947,-0.86013794,-9.643036,-0.18278503,,,
6.228681087,-0.9934387,-9.564484,-0.28276062,,,
6.238065958,-1.0053406,-9.595428,-0.33750916,,,
6.245227098,-1.0934143,-9.595428,-0.35179138,,,
6.254440069,-1.0243835,-9.581146,-0.33988953,,,
6.262606144,-0.99105835,-9.60257,-0.2756195,,,
6.271435022,-0.886322,-9.557343,-0.28038025,,,
6.279417038,-0.83395386,-9.524017,-0.23277283,,,
6.292190075,-0.80300903,-9.519257,-0.24467468,,,
6.301378012,-0.75064087,-9.552582,-0.3089447,,,
6.308416128,-0.7887268,-9.614471,-0.23991394,,,
6.315091133,-0.841095,-9.643036,-0.3018036,,,
6.321855068,-0.8125305,-9.600189,-0.32322693,,,
