Time, x, y, z,,,,,,,,,,,,
6.036440134,1.1393738,-9.490692,-0.2756195,,,,,,,,,,,,
6.050289154,1.108429,-9.497833,-0.2184906,,,,,,,,,,,,
6.057007074,1.0870056,-9.495453,-0.24943542,,,,,,,,,,,,
6.063719034,1.0322571,-9.500214,-0.25657654,,,,,,,,,,,,
6.070103168,1.0679626,-9.519257,-0.2184906,,,,,,,,,,,,
6.077923059,1.0322571,-9.526398,-0.201828,,,,,,,,,,,,
6.088760138,1.0513,-9.535919,-0.20896912,,,,,,,,,,,,
6.095374107,1.0465393,-9.524017,-0.2589569,,,,,,,,,,,,
6.106195211,1.0465393,-9.566864,-0.24943542,,,,,,,,,,,,
6.159846344,1.0846252,-9.521637,-0.23753357,,,,,,,,,,,,
6.165905275,1.0727234,-9.502594,-0.21372986,,,,,,,,,,,,
6.171619215,1.0965271,-9.502594,-0.25657654,,,,,,,,,,,,
6.183505335,1.0774841,-9.528778,-0.21611023,,,,,,,,,,,,
6.189991274,1.0489197,-9.600189,-0.35417175,,,,,,,,,,,,
6.196479359,1.0393982,-9.578766,-0.33512878,,,,,,,,,,,,
6.204679289,1.0393982,-9.531158,-0.33512878,,,,,,,,,,,,
6.213779249,1.025116,-9.524017,-0.3327484,,,,,,,,,,,,
6.220296183,1.0584412,-9.5383,-0.29704285,,,,,,,,,,,,
6.232726374,1.0751038,-9.485931,-0.29942322,,,,,,,,,,,,
6.243225374,1.0441589,-9.464508,-0.19944763,,,,,,,,,,,,
6.255560198,1.0751038,-9.531158,-0.22801208,,,,,,,,,,,,
6.264993229,1.0798645,-9.524017,-0.27085876,,,,,,,,,,,,
6.274658241,1.0417786,-9.547821,-0.23277283,,,,,,,,,,,,
6.283916273,1.0632019,-9.569244,-0.30418396,,,,,,,,,,,,
6.293124237,1.0798645,-9.574005,-0.3089447,,,,,,,,,,,,
6.301554241,1.0679626,-9.581146,-0.2351532,,,,,,,,,,,,
6.317418375,1.0798645,-9.504974,-0.22801208,,,,,,,,,,,,
