Time, step_count, frequency, a_variance
10.4335861206,1,0.0958443231733,0.0324160931717
11.0802121162,2,1.54648901645,0.96351600748
11.7899410725,3,1.40898858815,2.45203225466
12.3815209866,4,1.69038869674,2.45249075339
12.8658680916,5,2.06463503059,2.86615834634
13.5624331093,6,1.43561616589,3.43653910094
14.176147089,7,1.62942353123,2.61076745864
14.6394649601,8,2.15834540904,2.39142014119
15.3443531132,9,1.41866478481,2.40403991339
15.9503549671,10,1.65015996815,2.38253081669
16.6139949894,11,1.50684100782,1.44450248894
17.2099920845,12,1.67786052685,0.915003455163
17.7756051159,13,1.7679932118,3.4850565439
18.3799881077,14,1.65457998253,2.36164138369
18.9880410767,15,1.64459356506,3.90790260212
19.479642067,16,2.03417002761,4.39135513839
20.1048690414,17,1.59941915625,3.73519081958
20.7278811073,18,1.60510534989,2.97040544121
21.2608570194,19,1.87625740171,2.24997278104
21.8737579918,20,1.63158494616,2.45138572053
22.5164420128,21,1.55597458056,4.65271971184
23.0148629665,22,2.00633619529,3.51292372557
23.6771308899,23,1.50996290887,4.83667259421
24.4123849392,24,1.36007411445,1.26303613101
24.7759530258,25,2.75051644187,1.52284130459
25.371255846,26,1.67981734011,2.22194552659
25.9425649357,27,1.75036598944,2.66691938836
26.6070120049,28,1.50501077723,2.31080944074
27.1704158497,29,1.77492576448,2.47401197969
27.8880169106,30,1.3935319421,1.09127536901
28.6877839279,31,1.25036414142,1.24009941796
29.3598379803,32,1.48797555271,1.10112762036
29.7715010357,33,2.42917110689,2.07427228843
30.3055131149,34,1.87261681688,2.85881732232
30.9286031437,35,1.60490451434,4.32625243869
31.4469361019,36,1.92926184635,2.71111728909
32.1378700447,37,1.44731636132,3.19458799735
32.6583301735,38,1.92137676778,5.49145098026
33.2424289894,39,1.71203908097,5.74397111961
33.8794450474,40,1.56981913955,3.116600148
34.5734860611,41,1.44083704023,4.70620870655
35.0198921871,42,2.24011262773,0.656367126309
35.7024371338,43,1.46510497935,4.50063499726
36.2789921474,44,1.73443986491,2.6739934474
37.0241341305,45,1.34202611418,5.21622464908
37.3645331573,46,2.93772872735,0.882225336743
37.983725996,47,1.61500575838,2.43319594383
38.6324190807,48,1.54156106109,1.58146868726
39.3099040699,49,1.47604746377,1.55623909374
39.8732690811,50,1.77504811284,2.07396691499
40.4192910194,51,1.83142824457,3.23217775599
41.1457359791,52,1.37656678146,2.21247283425
41.7816938782,53,1.5724311333,4.41246296449
42.3257848644,54,1.83792789307,2.07379174812
42.9538318539,55,1.59223755039,4.71585248832
43.6274849796,56,1.48444349437,3.00661184867
44.2836579704,57,1.52398835981,3.71389288348
44.8444389725,58,1.78322731397,3.90943351526
45.4397198582,59,1.67987923689,3.58421045748
46.0633080482,60,1.60362241606,3.91541828504
