Time, x, y, z,,,
4.813566923,None,None,None,,,
4.81876111,None,None,None,,,
4.824293137,None,None,None,,,
4.829587936,None,None,None,,,
4.834543943,None,None,None,,,
4.839195013,None,None,None,,,
4.843285084,None,None,None,,,
4.847346067,None,None,None,,,
4.851387978,None,None,None,,,
4.855745077,None,None,None,,,
4.860055923,None,None,None,,Lap1,Lap2
4.865051985,None,None,None,,10.48,01:39.2
4.869416952,None,None,None,,wait,160
4.874161959,None,None,None,,,
4.878629923,None,None,None,,Total,
4.883388996,None,None,None,,158,
4.887881041,None,None,None,,step_count,
4.892693043,None,None,None,,154,
4.897072077,None,None,None,,,
4.901924133,None,None,None,,,
4.906369925,None,None,None,,,
4.910951138,None,None,None,,,
4.915935993,None,None,None,,,
4.921260118,None,None,None,,,
4.92691493,None,None,None,,,
4.931453943,None,None,None,,,
4.937129021,None,None,None,,,
4.942682028,None,None,None,,,
4.946826935,None,None,None,,,
4.951864004,None,None,None,,,
4.956395149,None,None,None,,,
4.961493015,None,None,None,,,
4.96609807,None,None,None,,,
4.971040964,None,None,None,,,
4.976100922,None,None,None,,,
4.980351925,None,None,None,,,
4.984586,None,None,None,,,
4.989412069,None,None,None,,,
4.994418144,None,None,None,,,
4.999817133,None,None,None,,,
5.004714966,None,None,None,,,
5.009509087,None,None,None,,,
5.014117002,None,None,None,,,
5.018358946,None,None,None,,,
5.022071123,None,None,None,,,
5.026306152,None,None,None,,,
5.029921055,None,None,None,,,
5.034151077,None,None,None,,,
5.038064003,None,None,None,,,
5.042459965,None,None,None,,,
5.046172142,6.668976,-6.636627,0.8836212,,,
5.049669981,6.676117,-6.6628113,0.8955231,,,
5.053472042,6.649933,-6.6390076,0.8907623,,,
5.058104992,6.649933,-6.6390076,0.8907623,,,
5.062976122,6.6594543,-6.6009216,0.83125305,,,
5.06667304,6.6356506,-6.634247,0.8907623,,,
5.070230007,6.6665955,-6.6080627,0.8764801,,,
5.073863983,6.649933,-6.617584,0.7788849,,,
5.077782154,6.649933,-6.617584,0.7788849,,,
5.08139205,6.707062,-6.572357,0.8169708,,,
5.085215092,6.714203,-6.6271057,0.8526764,,,
5.089504957,6.688019,-6.558075,0.9002838,,,
5.093150139,6.657074,-6.5914,0.8455353,,,
5.096804142,6.657074,-6.5914,0.8455353,,,
5.100466967,6.7380066,-6.5985413,0.82411194,,,
5.104022026,6.728485,-6.5794983,0.88124084,,,
5.107850075,6.664215,-6.610443,0.81459045,,,
5.111482143,6.664215,-6.610443,0.81459045,,,
5.116197109,6.7189636,-6.58902,0.7717438,,,
5.12063694,6.652313,-6.629486,0.7717438,,,
5.125112057,6.6808777,-6.58902,0.7693634,,,
5.129441023,6.714203,-6.5818787,0.81459045,,,
5.133795023,6.7046814,-6.615204,0.80506897,,,
5.138302088,6.6808777,-6.5675964,0.8526764,,,
5.142671108,6.6808777,-6.5675964,0.8526764,,,
5.147199154,6.6665955,-6.610443,0.8788605,,,
5.152709007,6.668976,-6.5914,0.8526764,,,
5.160927057,6.6427917,-6.629486,0.80744934,,,
5.165809155,6.6784973,-6.6318665,0.8264923,,,
5.171437979,6.702301,-6.615204,0.8193512,,,
5.176612139,6.6975403,-6.5675964,0.77412415,,,
5.183300018,6.702301,-6.6580505,0.7622223,,,
5.188183069,6.69516,-6.5937805,0.77412415,,,
5.193125963,6.6999207,-6.610443,0.8764801,,,
5.198261976,6.645172,-6.5866394,0.8526764,,,
5.203160048,6.676117,-6.6271057,0.82411194,,,
5.208501101,6.733246,-6.584259,0.8098297,,,
5.213474035,6.702301,-6.5866394,0.7717438,,,
5.219135046,6.7165833,-6.615204,0.85743713,,,
5.224026918,6.6999207,-6.6056824,0.8669586,,,
5.228801966,6.664215,-6.622345,0.8122101,,,
5.233420134,6.688019,-6.5985413,0.7955475,,,
5.238286018,6.6737366,-6.546173,0.850296,,,
5.244085073,6.6618347,-6.5794983,0.88124084,,,
5.248742104,6.6808777,-6.622345,0.8360138,,,
5.253603935,6.671356,-6.6199646,0.7717438,,,
5.258016109,6.702301,-6.577118,0.80744934,,,
5.261753082,6.688019,-6.58902,0.73127747,,,
5.267852068,6.6856384,-6.596161,0.75746155,,,
5.272341967,6.671356,-6.6056824,0.79078674,,,
5.279272079,6.6856384,-6.6009216,0.77412415,,,
5.283772945,6.6665955,-6.6247253,0.82173157,,,
5.288824081,6.690399,-6.6247253,0.8193512,,,
5.294255018,6.6427917,-6.634247,0.850296,,,
5.300197124,6.6618347,-6.615204,0.7431793,,,
5.306113005,6.668976,-6.6056824,0.88124084,,,
5.311600924,6.618988,-6.6461487,0.77412415,,,
5.318861961,6.6618347,-6.58902,0.869339,,,
5.32476306,6.6784973,-6.6080627,0.82411194,,,
5.328511953,6.6594543,-6.6080627,0.7431793,,,
5.332257986,6.668976,-6.610443,0.73127747,,,
5.336678982,6.668976,-6.615204,0.75032043,,,
5.34122014,6.6618347,-6.6580505,0.76460266,,,
5.346395016,6.6737366,-6.6271057,0.78126526,,,
5.350722075,6.6999207,-6.622345,0.8336334,,,
5.355335951,6.6999207,-6.622345,0.8336334,,,
5.359648943,6.7165833,-6.603302,0.84077454,,,
5.364989996,6.7380066,-6.6509094,0.74079895,,,
5.369261026,6.6927795,-6.629486,0.6955719,,,
5.373489141,6.7118225,-6.6699524,0.73365784,,,
5.377743959,6.683258,-6.6390076,0.8360138,,,
5.382038116,6.657074,-6.5794983,0.6979523,,,
5.386600971,6.6594543,-6.615204,0.82411194,,,
5.39092803,6.6618347,-6.5914,0.77412415,,,
5.395229101,6.6594543,-6.610443,0.7384186,,,
5.399999142,6.6594543,-6.610443,0.7384186,,,
5.404669046,6.6594543,-6.610443,0.7384186,,,
5.40933013,6.645172,-6.6199646,0.80506897,,,
5.414001942,6.6665955,-6.6509094,0.84791565,,,
5.418646097,6.6285095,-6.629486,0.74079895,,,
5.423215151,6.688019,-6.660431,0.74794006,,,
5.427792072,6.721344,-6.6199646,0.7265167,,,
5.432379007,6.6927795,-6.641388,0.8264923,,,
5.439141989,6.6856384,-6.648529,0.74794006,,,
5.443562031,6.7189636,-6.596161,0.6884308,,,
5.448080063,6.728485,-6.641388,0.8264923,,,
5.452486992,6.6737366,-6.5937805,0.78126526,,,
5.457252979,6.7189636,-6.596161,0.8122101,,,
5.46164012,6.688019,-6.577118,0.8026886,,,
5.46744895,6.7118225,-6.5818787,0.7622223,,,
5.471878052,6.6784973,-6.5342712,0.74079895,,,
5.476490021,6.645172,-6.617584,0.79078674,,,
5.480872154,6.664215,-6.584259,0.8431549,,,
5.485213995,6.676117,-6.5818787,0.80506897,,,
5.489587069,6.668976,-6.5818787,0.8598175,,,
5.493889093,6.63089,-6.6271057,0.7598419,,,
5.498240948,6.63089,-6.6271057,0.7598419,,,
5.50338912,6.6285095,-6.6128235,0.76460266,,,
5.508420944,6.6665955,-6.65329,0.68367004,,,
5.513590097,6.652313,-6.6628113,0.82411194,,,
5.519060135,6.664215,-6.648529,0.7931671,,,
5.52421093,6.702301,-6.660431,0.82173157,,,
5.529860973,6.6975403,-6.660431,0.7931671,,,
5.535437107,6.7118225,-6.65329,0.8026886,,,
5.541083097,6.6784973,-6.6390076,0.83125305,,,
5.546936989,6.6856384,-6.6770935,0.8169708,,,
5.551396132,6.707062,-6.674713,0.78364563,,,
5.557060957,6.671356,-6.6271057,0.87409973,,,
5.561545134,6.6784973,-6.6628113,0.8431549,,,
5.566456079,6.664215,-6.6461487,0.82173157,,,
5.570716143,6.702301,-6.65567,0.80744934,,,
5.674015999,6.7689514,-6.577118,0.7360382,,,
