Time, step_count, frequency, a_variance
23.1908250999,1,0.0431205011331,0.0121619324344
23.8093031025,2,1.61687238006,0.014151827648
24.4695311165,3,1.51462824783,0.0214698271543
24.7969379997,4,3.05430353237,0.0733073923082
25.2063251114,5,2.44267582322,0.0763546446753
25.8778069591,6,1.48924353403,0.102602499054
26.4643250084,7,1.70497736821,0.108450137996
26.86615592,8,2.48860894232,0.127852104726
27.4455769634,9,1.72586068697,0.262618637851
28.0370209789,10,1.69077710449,0.311151057024
28.6184139824,11,1.72000693858,0.35673117973
29.1856690025,12,1.76287554009,0.41085736113
30.3277608872,13,0.875586293415,0.599618630385
31.5564417362,14,0.813881001525,0.67772944532
32.1375638962,15,1.72080858192,0.743435806579
32.8226668358,16,1.45963466538,0.78174835216
33.1514958859,17,3.04109384437,0.824427914461
33.7423328877,18,1.69251417388,0.893524208771
34.3425378323,19,1.66609757047,0.930355009364
35.4379877567,20,0.912866921311,1.01285972849
36.8523058415,21,0.707054523877,1.14755098884
37.1815306664,22,3.0374380191,1.15166355781
37.7223708153,23,1.84897515835,1.18726376786
38.2986588001,24,1.73524353499,1.21185677416
39.4553396893,25,0.864542683632,1.23688366463
40.0546996784,26,1.66844637292,1.2921649718
40.3260545922,27,3.68521058389,1.30052344528
40.6670227242,28,2.93282540535,1.30774066429
41.2538356972,29,1.70412047104,1.33163047003
42.0145175648,30,1.31461001319,1.33428462558
42.2901506615,31,3.62801133823,1.34671373172
42.8312986851,32,1.84792322318,1.35574392322
43.9252468109,33,0.914120127253,1.38290693555
44.6587837696,34,1.36325782654,1.38778319604
45.1758976937,35,1.93380985028,1.38592412348
46.0081606865,36,1.20154327248,1.41917096444
47.3618737221,37,0.73870899793,1.43268484106
48.2175587177,38,1.16865435888,1.46792522618
49.2771596527,39,0.943751526622,1.513494612
49.5963246441,40,3.13317571479,1.51078225773
50.1765606022,41,1.72343679505,1.50902951045
50.7583965874,42,1.71869740866,1.50824159367
52.455310545,43,0.589305070846,1.51310514506
53.2790364838,44,1.21399600632,1.50641519373
53.7213506317,45,2.26083656749,1.51463132927
54.106096468,46,2.5991184459,1.51085914375
54.6331345654,47,1.89739604209,1.52824092818
55.2736136532,48,1.56133122689,1.54890687102
56.2894994831,49,0.984362583415,1.56691349032
57.0403015232,50,1.33190900742,1.58773341813
57.6377824974,51,1.67369346172,1.58915516179
57.96637146,52,3.04331585646,1.61488245879
58.5679184628,53,1.66238048791,1.64441739464
59.0972344113,54,1.88923081358,1.65065973771
59.6305305195,55,1.87513087858,1.65479008446
60.8769454193,56,0.802301063747,1.65708084283
61.3451494408,57,2.13582103993,1.66990836695
61.876088543,58,1.88345517576,1.66904861874
63.7896605683,59,0.522582890413,1.7037439716
64.3821536255,60,1.68778349005,1.6989004416
64.6841226769,61,3.31159764715,1.72323869423
65.2963696671,62,1.63332775171,1.73514039479
65.8619695854,63,1.76803420144,1.74376743352
67.6863945675,64,0.548117905547,1.74341120359
68.0523005677,65,2.73294233936,1.76793483726
68.5990666199,66,1.82893578689,1.77036178038
69.1524685669,67,1.8070048459,1.78877623646
69.6863397408,68,1.87311105931,1.79664704439
71.8341726113,69,0.465585574065,1.80404330436
72.4861036587,70,1.53390455007,1.80741429026
73.04796875,71,1.77978667022,1.81287976196
73.607231741,72,1.78806753921,1.8131248878
74.2153705502,73,1.64436142682,1.81457157313
74.7297746086,74,1.94399710415,1.81350173661
75.4542206669,75,1.38036502315,1.80240397908
76.111218586,76,1.52207483609,1.79381962805
76.6537356949,77,1.84325984115,1.78407083672
97.9924997807,78,0.0468630702313,1.4459883816
