Time, x, y, z,,,
4.859035969,None,None,None,,,
4.865546942,None,None,None,,,
4.871687889,None,None,None,,,
4.877791882,None,None,None,,,
4.883821011,None,None,None,,,
4.889984846,None,None,None,,,
4.896093845,None,None,None,,,
4.901238918,None,None,None,,,
4.90534997,None,None,None,,,
4.909452915,None,None,None,,,
4.913993835,None,None,None,,,
4.91859293,None,None,None,,Lap1,Lap2
4.923081875,None,None,None,,10.46,01:49.6
4.928391933,None,None,None,,wait,200
4.932566881,None,None,None,,,
4.936715841,None,None,None,,Total,
4.940984011,None,None,None,,213,
4.94508791,None,None,None,,stepCount,
4.949538946,None,None,None,,231,
4.953633785,None,None,None,,,
4.957762003,None,None,None,,,
4.961859941,None,None,None,,,
4.965955973,None,None,None,,,
4.970094919,None,None,None,,,
4.974205971,None,None,None,,,
4.97861886,None,None,None,,,
4.982625961,None,None,None,,,
4.986624956,None,None,None,,,
4.990833998,None,None,None,,,
4.99493885,None,None,None,,,
4.999103785,None,None,None,,,
5.003269911,None,None,None,,,
5.007576942,None,None,None,,,
5.011707783,None,None,None,,,
5.015750885,None,None,None,,,
5.020541906,None,None,None,,,
5.026448965,None,None,None,,,
5.031827927,None,None,None,,,
5.037885904,None,None,None,,,
5.042813778,None,None,None,,,
5.048816919,None,None,None,,,
5.054862976,None,None,None,,,
5.060184002,None,None,None,,,
5.066006899,None,None,None,,,
5.071204901,None,None,None,,,
5.076896906,None,None,None,,,
5.083562851,None,None,None,,,
5.088591814,0.15866089,-9.5763855,0.24330139,,,
5.093812943,0.17294312,-9.557343,0.23854065,,,
5.100708961,0.17770386,-9.581146,0.25282288,,,
5.116458893,0.22293091,-9.564484,0.19807434,,,
5.123533964,0.28720093,-9.562103,0.1933136,,,
5.129763842,0.29196167,-9.557343,0.22187805,,,
5.134976864,0.313385,-9.578766,0.21473694,,,
5.140168905,0.34194946,-9.628754,0.14094543,,,
5.145339966,0.32528687,-9.593048,0.19807434,,,
5.150496006,0.30862427,-9.597809,0.20045471,,,
5.157351971,0.2895813,-9.583527,0.27186584,,,
5.16455698,0.2824402,-9.583527,0.1028595,,,
5.170364857,0.25863647,-9.578766,0.16474915,,,
5.175542831,0.24673462,-9.583527,0.23616028,,,
5.181643009,0.20388794,-9.597809,0.21235657,,,
5.188845873,0.21817017,-9.585907,0.1933136,,,
5.193565845,0.16342163,-9.578766,0.22187805,,,
5.198282003,0.15151978,-9.631134,0.16950989,,,
5.203101873,0.14675903,-9.588287,0.1933136,,,
5.208081007,0.1491394,-9.60733,0.20045471,,,
5.212920904,0.17294312,-9.574005,0.20521545,,,
5.218006849,0.13009644,-9.583527,0.19093323,,,
5.222698927,0.19198608,-9.581146,0.1933136,,,
5.227454901,0.15628052,-9.569244,0.20759583,,,
5.23227191,0.19198608,-9.60495,0.20759583,,,
5.237067938,0.18722534,-9.557343,0.1933136,,,
5.241890907,0.20388794,-9.571625,0.1433258,,,
5.246600866,0.18722534,-9.60257,0.20521545,,,
5.251669884,0.19436646,-9.626373,0.29804993,,,
5.256446838,0.12057495,-9.60495,0.22425842,,,
5.261230946,0.12771606,-9.593048,0.24806213,,,
5.265957832,0.1324768,-9.593048,0.259964,,,
5.270717859,0.16818237,-9.588287,0.25758362,,,
5.275144815,0.12057495,-9.583527,0.24330139,,,
5.280068874,0.17770386,-9.569244,0.26472473,,,
5.284813881,0.165802,-9.616852,0.21949768,,,
5.291157961,0.17056274,-9.590668,0.3337555,,,
5.296384811,0.16104126,-9.562103,0.259964,,,
5.301411867,0.17056274,-9.581146,0.2266388,,,
5.307790995,0.18960571,-9.566864,0.25282288,,,
5.312631845,0.23483276,-9.557343,0.22187805,,,
5.317330837,0.1991272,-9.574005,0.28852844,,,
5.322214842,0.25387573,-9.581146,0.34565735,,,
5.326990843,0.22531128,-9.531158,0.27186584,,,
5.33194685,0.18722534,-9.60257,0.30281067,,,
5.336653948,0.20388794,-9.590668,0.27900696,,,
5.341454983,0.19674683,-9.612091,0.176651,,,
5.346135855,0.19436646,-9.585907,0.22187805,,,
5.351001978,0.17056274,-9.619232,0.27424622,,,
5.355772972,0.17294312,-9.631134,0.22187805,,,
5.360569954,0.18008423,-9.531158,0.24330139,,,
5.365309954,0.16818237,-9.566864,0.27424622,,,
5.370174885,0.11581421,-9.54306,0.1599884,,,
5.37456584,0.16342163,-9.519257,0.2099762,,,
5.38003087,0.12295532,-9.54306,0.2671051,,,
5.384462833,0.1253357,-9.574005,0.17189026,,,
5.389172792,0.18008423,-9.574005,0.18855286,,,
5.393924952,0.20626831,-9.554962,0.21473694,,,
5.398563862,0.19674683,-9.578766,0.19807434,,,
5.403219938,0.18008423,-9.612091,0.20521545,,,
5.409240961,0.18008423,-9.612091,0.20521545,,,
5.414981842,0.1991272,-9.60733,0.21711731,,,
5.42104888,0.24435425,-9.612091,0.22425842,,,
5.427084923,0.26815796,-9.626373,0.18379211,,,
5.433316946,0.2395935,-9.60495,0.19093323,,,
5.440110922,0.19198608,-9.614471,0.23139954,,,
5.445836782,0.17294312,-9.566864,0.29566956,,,
5.451702833,0.1824646,-9.578766,0.2504425,,,
5.457718849,0.1491394,-9.559723,0.2504425,,,
5.463801861,0.11581421,-9.600189,0.23616028,,,
5.475478888,0.108673096,-9.562103,0.22425842,,,
5.480616808,0.106292725,-9.593048,0.2337799,,,
5.486751795,0.046783447,-9.566864,0.25758362,,,
5.491628885,0.046783447,-9.566864,0.25758362,,,
5.496505976,0.087249756,-9.535919,0.28852844,,,
