Time, step_count, frequency, a_variance
9.20169400215,1,0.108793874096,0.00641535825929
9.85915802956,2,1.52099576299,0.0627378513349
10.4981828594,3,1.56488441961,0.000775902735504
11.0393777752,4,1.84776310874,0.0238349808277
11.5826478863,5,1.84070498192,0.00118502938028
12.1791299248,6,1.67649641642,0.0858193532997
12.738914814,7,1.78640048929,0.00217551196575
13.2867208385,8,1.82546367725,0.140582332706
13.8284178638,9,1.84605038111,0.00167991972297
14.3662308311,10,1.85938246342,0.00850049943304
14.9267626858,11,1.78401992989,0.000132986116136
15.4288767433,12,1.99157937322,0.00323229271976
15.6979378319,13,3.71662809121,0.0188881724178
16.0073586559,14,3.23184453751,0.0980622452816
16.5166827297,15,1.96338647917,0.00952732423852
16.7696457958,16,3.95314626524,0.00415849806519
17.0688797283,17,3.34186698568,0.128122527635
17.5912658024,18,1.91429299065,0.0317534434535
18.0646337318,19,2.11252165127,0.0102780985012
18.6575788307,20,1.68649678005,0.0127266266741
19.1993137646,21,1.84592120151,0.0032829805289
19.7182568359,22,1.92699364377,0.00312187286253
20.26392663,23,1.83261014416,2.58497607516e-08
20.783627634,24,1.92418331358,0.120423750235
21.0339506912,25,3.994837756,0.0835787537704
21.3412498283,26,3.25415817756,0.262459002608
21.8290828514,27,2.04988172737,0.324567328693
22.3071566868,28,2.09172710575,0.00108215912431
22.8790818501,29,1.74848050798,0.0362634240622
23.4699038315,30,1.69255720239,0.00198838112318
23.9805046368,31,1.95847713058,0.387276775622
24.5237666416,32,1.84073244782,0.0115345774042
25.1142207432,33,1.69361174282,1.28580864105
25.6291598129,34,1.94197733042,0.00066882654605
26.1353358078,35,1.97559744067,0.0191545298361
26.6798037338,36,1.83665547997,0.0142864406321
27.2240136909,37,1.83752609983,0.0156438165243
27.7952858257,38,1.75047921843,0.0241255126408
