Time, x, y, z
4.98281216621,-0.9529724,-9.519257,-0.432724
4.99419498444,-0.92440796,-9.528778,-0.4731903
5.0042719841,-0.93392944,-9.545441,-0.4565277
5.01257395744,-0.9601135,-9.533539,-0.46842957
5.02267313004,-1.0124817,-9.550201,-0.48509216
5.03085017204,-0.9315491,-9.583527,-0.44700623
5.04032301903,-0.96725464,-9.600189,-0.4398651
5.04876303673,-0.96487427,-9.626373,-0.4565277
5.0581870079,-0.93392944,-9.631134,-0.4160614
5.06703996658,-0.9386902,-9.60495,-0.4089203
5.07393407822,-0.92440796,-9.562103,-0.432724
5.08074116707,-0.9148865,-9.616852,-0.4660492
5.08944201469,-0.9553528,-9.531158,-0.46366882
5.0983300209,-0.94821167,-9.550201,-0.33750916
5.10593795776,-0.96725464,-9.562103,-0.43748474
5.11272597313,-0.95773315,-9.569244,-0.46366882
5.12682104111,-0.98153687,-9.597809,-0.46842957
5.13685512543,-0.99105835,-9.562103,-0.4398651
5.15212202072,-0.9553528,-9.609711,-0.37321472
5.16123604774,-0.9458313,-9.533539,-0.32798767
5.17106699944,-0.9291687,-9.559723,-0.3922577
5.18206214905,-1.0410461,-9.581146,-0.47795105
5.19280409813,-1.0267639,-9.626373,-0.41130066
5.20785617828,-1.0410461,-9.609711,-0.41844177
5.21833109856,-0.988678,-9.60495,-0.38987732
5.22665214539,-0.9767761,-9.585907,-0.36369324
5.23491501808,-0.9458313,-9.550201,-0.3993988
5.24190998077,-0.9720154,-9.569244,-0.32322693
5.24897909164,-0.9434509,-9.581146,-0.39701843
5.25591015816,-0.9624939,-9.569244,-0.4160614
5.26484513283,-1.0053406,-9.564484,-0.35179138
5.27180314064,-0.98391724,-9.60495,-0.41844177
5.27889513969,-1.007721,-9.619232,-0.4160614
5.28728604317,-1.0101013,-9.631134,-0.36845398
5.29617810249,-0.95059204,-9.600189,-0.40177917
5.30293607712,-0.94107056,-9.60257,-0.43510437
5.3098590374,-0.9196472,-9.5763855,-0.41844177
5.31668496132,-0.9458313,-9.562103,-0.44700623
5.32454013824,-0.9553528,-9.559723,-0.3922577
5.33295798302,-0.9720154,-9.585907,-0.41844177
5.34088802338,-1.0172424,-9.583527,-0.432724
5.34951806068,-1.007721,-9.571625,-0.38987732
5.35744404793,-1.0172424,-9.60257,-0.4731903
5.36427903175,-0.988678,-9.609711,-0.3827362
5.37093997002,-0.9624939,-9.595428,-0.3993988
5.38046312332,-0.8982239,-9.581146,-0.3327484
5.38740110397,-0.9196472,-9.585907,-0.43748474
5.39418911934,-0.8982239,-9.54306,-0.40177917
5.40107107162,-0.93392944,-9.574005,-0.36845398
5.40780901909,-0.9529724,-9.552582,-0.47795105
5.41461896896,-0.91012573,-9.535919,-0.51841736
5.42129302025,-0.92678833,-9.554962,-0.3993988
5.42884612083,-0.98391724,-9.581146,-0.4089203
5.43566918373,-1.0362854,-9.616852,-0.3755951
5.44234800339,-0.9958191,-9.631134,-0.43034363
5.44897007942,-1.0148621,-9.593048,-0.43510437
5.45601511002,-0.988678,-9.597809,-0.36845398
5.46288108826,-1.0291443,-9.595428,-0.41844177
5.46950006485,-0.97439575,-9.550201,-0.40653992
5.47727417946,-0.94821167,-9.60257,-0.3993988
5.48400306702,-0.93392944,-9.609711,-0.4232025
5.49067997932,-0.95773315,-9.569244,-0.42796326
5.49812912941,-0.94821167,-9.562103,-0.35655212
5.50515007973,-0.9363098,-9.554962,-0.43748474
5.51200413704,-0.95059204,-9.559723,-0.42082214
5.52003598213,-1.007721,-9.569244,-0.41368103
5.52802395821,-0.9767761,-9.566864,-0.3755951
5.53617405891,-0.98153687,-9.578766,-0.41368103
5.55269098282,-0.9624939,-9.597809,-0.33750916
