time,ax,ay,az,gx,gy,gz,mx,my,mz
1.4666224739812634E18,0.80015564,1.6365509,10.032379,-0.73838806,-0.4517212,0.29586792,-0.011444092,-25.802612,-72.18552
1.4666224739963694E18,0.3434143,1.8215332,9.728256,-0.096450806,-0.1088562,-0.27770996,0.44809976,-25.916544,-71.62679
1.466622474016511E18,0.32484436,1.7845764,9.489944,-0.002456665,-0.06719971,-0.18051147,0.84991455,-25.631332,-71.51489
1.4666224740366528E18,0.3380127,1.679657,9.0499115,0.08299255,0.09408569,-0.058746338,0.8154297,-25.460205,-71.58203
1.4666224740567944E18,0.64094543,1.5515442,9.16246,0.054153442,0.16244507,-0.009613037,0.79243976,-25.34612,-71.51489
1.466622474076936E18,0.69007874,1.4826202,9.616226,0.07872009,0.0524292,-0.014953613,0.77601844,-25.166975,-71.37124
1.4666224740970775E18,0.7354889,1.5132294,9.291779,0.08192444,-0.004180908,-0.07904053,0.935936,-25.203705,-71.263504
1.466622474117219E18,0.4439392,1.7275848,9.1732025,0.071243286,0.0022277832,-0.0843811,1.0219574,-25.203705,-71.012115
1.4666224741423962E18,0.8038025,1.6334076,9.277863,0.02104187,0.016113281,-0.11642456,1.1081696,-25.289154,-70.92838
1.4666224741575022E18,0.6071167,1.7481995,9.317383,0.040267944,0.05456543,-0.11856079,1.0219574,-25.289154,-70.92838
1.466622474177644E18,0.36671448,1.9486542,9.277817,0.010360718,0.031066895,-0.07156372,0.8497238,-25.374794,-70.92838
1.4666224741977856E18,0.35112,1.8339844,9.244156,0.014633179,-0.049041748,-0.06088257,1.0219574,-25.460434,-70.84446
1.4666224742179272E18,0.2673645,1.9243622,9.235809,0.009292603,0.0043640137,-0.004272461,1.1081696,-25.289345,-70.676994
1.4666224742380687E18,0.48997498,1.8094025,9.397919,0.03492737,0.04067993,0.02670288,1.2804031,-25.374794,-70.676994
1.4666224742582103E18,0.5164337,1.7505951,9.5408325,0.09260559,0.03213501,0.034179688,1.1943817,-25.374794,-70.76073
1.4666224742833874E18,0.5262909,1.6566162,9.263947,0.09046936,-0.083221436,-0.009613037,1.4528275,-25.374794,-70.6768
1.4666224742984934E18,0.49919128,1.708664,9.034988,0.02104187,-0.12701416,-0.02243042,1.3666153,-25.460434,-70.59288
1.466622474318635E18,0.5784912,1.838913,8.946915,-0.018478394,-0.07467651,-0.017089844,1.3666153,-25.289345,-70.67661
1.4666224743387768E18,0.66311646,1.7365417,9.209122,-0.015274048,9.1552734E-5,-0.036315918,1.4528275,-25.460434,-70.59288
1.4666224743589184E18,0.5355835,1.7048035,9.283417,0.025314331,0.008636475,-0.027770996,1.1943817,-25.545883,-70.50915
1.46662247437906E18,0.4951172,1.7537689,9.2534485,0.04133606,0.0075683594,-0.0074768066,1.0219574,-25.888062,-70.50915
1.4666224743992015E18,0.4701233,1.7734375,9.085846,0.0039520264,-0.0052490234,0.017089844,1.1081696,-25.802612,-70.59288
1.466622474419343E18,0.5738983,1.8197632,9.103394,-0.06440735,0.0075683594,0.004272461,1.1081696,-25.888062,-70.76054
1.4666224744394847E18,0.6098175,1.8412933,9.35524,-0.06867981,0.0385437,-0.012817383,1.1081696,-25.802612,-70.92819
1.4666224744596262E18,0.5430603,1.835022,9.606094,-0.031295776,0.08554077,-0.004272461,1.1081696,-25.716972,-70.84446
1.4666224744797678E18,0.50379944,1.6595001,9.840836,-0.009933472,0.0075683594,-0.011749268,1.1081696,-25.802612,-70.92838
1.4666224744999096E18,0.5631561,1.5047913,9.77916,0.030654907,-0.062927246,-0.054473877,0.93574524,-25.802612,-70.92838
1.4666224745200512E18,0.63591003,1.5588379,9.655777,0.06376648,-0.06719971,-0.08224487,1.0219574,-25.802612,-71.012115
1.466622474545228E18,0.59306335,1.6864014,9.42363,0.13960266,0.046020508,-0.06942749,1.1943817,-25.631523,-71.263504
1.4666224745603343E18,0.49362183,1.7353668,9.20784,0.13105774,0.0524292,-0.072631836,1.1943817,-25.802612,-71.17977
1.466622474580476E18,0.38349915,1.9167175,9.003815,0.07872009,-0.004180908,-0.045928955,1.1943817,-25.973701,-70.92838
1.4666224746006175E18,0.45567322,1.9253387,8.834808,0.015701294,-0.05117798,-0.032043457,1.0221481,-26.14479,-70.76073
1.466622474620759E18,0.55607605,2.0053864,8.863022,-0.035568237,-0.023406982,-0.04272461,1.1083603,-26.14479,-70.59307
1.4666224746409009E18,0.42315674,2.0305023,9.135986,-0.0013885498,0.047088623,-0.005340576,1.2805939,-26.23024,-70.50915
1.4666224746610424E18,0.57691956,1.9331818,9.022049,-0.029159546,0.039611816,-0.0021362305,1.4530182,-25.97351,-70.50915
1.466622474681184E18,0.61221313,1.9072571,9.100189,-0.07081604,0.027862549,-0.02670288,1.366806,-25.888062,-70.425415
