Time, mag
9.75292110443,-0.112419748315
9.76253795624,-0.112419748315
9.77158308029,-0.112419748315
9.78014206886,-0.112419748315
9.7890920639,-0.112419748315
9.79865813255,-0.112870779064
9.80886697769,-0.112995419508
9.81636214256,-0.121873402675
9.82420396805,-0.123519909119
9.83208417892,-0.117910767713
9.84007811546,-0.152713654944
9.84760904312,-0.160243581673
9.8536670208,-0.133940601716
9.85959196091,-0.123810494062
9.86450099945,-0.132155578572
9.8693151474,-0.132155578572
9.87459015846,-0.120182541975
9.87959599495,-0.138365167448
9.88619399071,-0.146176344975
9.89192605019,-0.149915667843
9.89750814438,-0.14924040611
9.90358400345,-0.143150766205
9.91028404236,-0.116725823307
9.91634511948,-0.14831248356
9.92194104195,-0.135558877915
9.92761516571,-0.133187771176
9.93340301514,-0.124320796816
9.93910813332,-0.140903583739
9.94483709335,-0.121061446749
9.95098018646,-0.097736606741
9.95618605614,-0.128071004906
9.96224713326,-0.111063375866
9.96695017815,-0.140584198158
9.97130203247,-0.144829418306
9.9759349823,-0.118278431821
9.98071217537,-0.102139573386
9.98575997353,-0.107009778666
9.99009418488,-0.121840549349
9.99501800537,-0.121840549349
9.99963307381,-0.111906983701
10.0044031143,-0.122672636691
10.0092811584,-0.122672636691
10.0145311356,-0.117911177039
10.0191500187,-0.113952779963
10.0238351822,-0.127537259635
10.0284581184,-0.127537259635
10.0336310863,-0.12899112737
10.0394771099,-0.116703049819
10.0449211597,-0.126304232235
10.0516271591,-0.130414966001
10.0582790375,-0.166458440084
10.0651409626,-0.125343366919
10.072065115,-0.156213885003
10.0787780285,-0.160824470275
10.0851800442,-0.133792475272
10.0912289619,-0.137545856571
10.0970110893,-0.159170537459
10.1028931141,-0.150649711365
10.1086850166,-0.146997200689
10.1145501137,-0.163179864985
10.1202840805,-0.163179864985
10.1263120174,-0.139788031563
10.1320199966,-0.116060768176
10.1366610527,-0.134321241926
10.1414780617,-0.120642610233
10.1461009979,-0.112503137546
10.1506869793,-0.109023177436
10.1552941799,-0.109023177436
10.1599020958,-0.13696468515
10.1645271778,-0.154287654416
10.1690590382,-0.154287654416
10.1750581264,-0.126251514731
10.1817071438,-0.143024722748
10.1879751682,-0.154899351241
10.1943211555,-0.128249807282
10.2005391121,-0.120010872852
10.2068970203,-0.120010872852
10.3082091808,-0.105288041478
10.315967083,-0.149062953048
10.323264122,-0.15761056607
10.3301100731,-0.159385454621
10.3371181488,-0.159822229581
10.3432221413,-0.125738882443
10.3489880562,-0.100097718623
10.3553869724,-0.157667971507
10.3627669811,-0.127620145287
10.3701601028,-0.132719285627
10.378895998,-0.111767510369
10.3904850483,-0.132820693985
10.3973600864,-0.136386889949
10.4042019844,-0.136386889949
10.411231041,-0.138081435632
10.4179151058,-0.134027054121
10.4247829914,-0.118215757322
10.4317820072,-0.117582390088
10.4384801388,-0.124536114343
10.445964098,-0.124467588719
10.4529161453,-0.144862256492
10.4600980282,-0.165395139855
10.4668221474,-0.182439968553
10.4792671204,-0.024299136058
10.485640049,0.00710892524096
10.4921300411,0.0126875985301
10.4985890388,0.0204416184808
10.5048751831,-8.17632088257e-06
10.511480093,0.0179532495672
10.51821208,0.0293871946433
10.5324170589,0.0293871946433
10.5527300835,-0.0211645945755
10.5732350349,0.00966449211556
10.5845429897,0.0225187733805
10.5913431644,-0.0339392290591
10.598484993,-0.0126277055643
10.6052520275,-0.0264933034859
10.6136951447,-0.00973489551137
10.6199450493,0.00621826290464
10.62550807,-0.0132777933171
10.6340200901,0.0292125957264
10.6432051659,0.0501495024011
10.6521971226,-0.0178492191517
10.660089016,0.016239624744
10.6683130264,0.016239624744
10.677200079,0.0142183883558
10.6851651669,-0.0190226405492
10.692907095,-0.0129479301787
10.700371027,0.00229627162173
10.7199809551,-0.0172189053934
10.7289271355,0.0298965831373
10.7401790619,0.0234975487642
10.7536649704,0.00930915760334
10.76040411,-0.00723384179319
10.7663769722,-0.0381952873911
10.7732851505,-0.00618412581101
10.7815690041,-0.0191507160491
10.7861430645,-0.0017118173775
10.7921249866,0.0208206179693
10.7979860306,0.0345694394256
10.8034410477,0.0386393169143
10.8911881447,0.0445396730684
10.9015271664,-0.034287622451
10.9098351002,-0.00873364326543
10.9266581535,-0.000537306913332
10.9409680367,-0.00437258893914
10.9488401413,-0.0118567595989
10.9576599598,-0.0195685921162
10.9654040337,-0.0262163558481
10.973731041,-0.0282081465998
10.9814381599,0.000321705570444
10.9919090271,-9.20313133221e-05
10.9997520447,-0.0123740111736
11.0078060627,-0.00525032852913
11.0196490288,-0.0232224710641
11.0266811848,-0.0243549227435
11.0317871571,-0.0274223376755
11.0370001793,-0.0274223376755
11.0431380272,0.00466147026938
11.0481321812,0.0227670158013
11.054295063,0.0227670158013
11.0598051548,0.0125975123518
11.0665721893,-0.00193243081081
11.0728280544,-0.00193243081081
11.078482151,0.00542917195311
11.0841281414,0.00292229779625
11.0910410881,0.0279050772888
11.0977730751,0.0180597223974
11.104393959,0.00640115946842
11.111011982,0.00307391260812
11.1175711155,-0.0167409710869
11.1243419647,-0.0167409710869
11.1312291622,-0.0263991404996
11.1370790005,-0.0645948288602
11.1546051502,-0.0645948288602
11.1649360657,-0.0249248743431
11.1727721691,0.010970850967
11.1814160347,-0.000651910787958
11.1887691021,-0.00610154789194
11.1943891048,-0.00610154789194
11.1992521286,-0.02768704606
11.2047171593,-0.0120816384033
11.2094790936,-0.0135891631884
11.2185690403,-0.0123847451815
11.2241020203,-0.00654606650003
11.2290141582,-0.00654606650003
11.2339000702,0.000454573941358
11.2391331196,0.000226389019755
11.2439291477,0.00364537975483
11.2488400936,0.00364537975483
11.253868103,0.0107920908757
11.2585551739,-0.00259301230024
11.2638120651,-0.00259301230024
11.268666029,0.0104124365671
11.2741451263,-0.0137471069759
11.2788381577,-0.0229478557715
11.2833790779,-0.0229478557715
11.2873790264,-0.0178260482653
11.2914350033,-0.0031601481697
11.2951490879,0.00572384925725
11.2997500896,0.00572384925725
11.305008173,0.0669687667927
11.3097851276,0.00593163091839
11.3143131733,0.0140612281447
11.3189151287,0.0140612281447
11.3249640465,-0.00768258087672
11.3329331875,0.0505906236791
11.3386051655,0.0306188818881
11.3431451321,0.0283236292268
11.347643137,-0.0100248303493
11.3524010181,-0.0100248303493
11.3570690155,-0.0250572398644
11.3616890907,0.0321623980888
11.3660521507,-0.00764543683529
11.370565176,-0.00764543683529
11.3756439686,-0.0210228737182
11.3802921772,-0.0307273684536
11.384729147,-0.000606068572203
11.3896770477,-0.000606068572203
11.4938549995,0.0483605152796
11.5020430088,-0.0112182282392
11.5096931458,0.0263958403788
11.5255601406,-0.0132781543335
11.5444500446,-0.0155220548856
11.5566489697,0.00753936449599
11.5619549751,-0.00589534052154
11.567658186,0.00935997782357
11.5736801624,0.00489362113694
11.5793800354,-0.00133843452006
11.585999012,0.0315116733919
11.5922281742,-0.0115496203372
11.5977451801,0.0135379156991
11.6061780453,0.00124285090442
11.6116271019,0.00809104732658
11.6175870895,0.00809104732658
11.6233980656,0.00600747567618
11.6293530464,-0.0050197577558
11.6357970238,-0.00834693704615
11.6418349743,-0.0116496276606
11.6474180222,0.0270245172392
11.6531920433,-0.00244971932829
11.6586651802,-0.00319347705909
11.6650011539,-0.00840898429667
11.6702671051,-0.00840898429667
11.6768081188,0.0102364238355
11.6825580597,0.00408963361769
11.6877219677,0.0276924004053
11.6939120293,0.000608992176437
11.700083971,0.0294406133616
11.7089221478,0.0294406133616
11.7155599594,0.000874828607005
11.7211470604,-0.0135707644855
11.7272331715,-0.0135707644855
11.7331361771,-0.0135206948664
11.7384381294,-0.0228409297433
11.7534921169,-0.0178193082743
11.7581760883,0.000711809710612
11.7641730309,0.000711809710612
11.7691640854,0.00707943203059
11.7739510536,0.015255539061
11.7788481712,-0.0113052251385
11.7841341496,-0.0104614920876
11.7898690701,-0.0042502590238
11.7964279652,0.0186049401734
11.8031060696,0.0220831429442
11.8114190102,-0.0102869901413
11.8162879944,-0.0136145445118
11.8215801716,-0.0297912764124
11.8258161545,-0.00805327258705
11.8291990757,-0.00805327258705
11.8346610069,-0.0229804665486
11.8396220207,-0.0271095915793
11.8453021049,-0.0238496317482
11.8509380817,-0.0166038440685
11.8558299541,-0.0265472619446
11.8614830971,-0.00209364513571
11.8669881821,-0.00209364513571
11.8719730377,0.00361777593269
11.8776400089,-0.0080605452671
11.8832371235,-0.0080605452671
11.8880081177,0.00318224914062
11.8926680088,0.0226339026377
11.8974881172,0.0226339026377
11.9025080204,-0.00958367903689
11.9074130058,0.0236659849783
11.9128801823,0.0112903151924
11.9176180363,-0.0300509950596
11.9224960804,-0.0185230759167
11.9272069931,-0.0112952536795
11.9321830273,0.0161258832421
11.9367201328,0.0161258832421
11.9411821365,-0.00808469637717
11.9456520081,-0.00768379549192
11.9500901699,-0.0258010647058
11.9545359612,-0.0258010647058
11.9590001106,-0.023764490296
11.9653041363,-0.0106307770774
11.9714081287,-0.0161040382713
11.9775571823,-0.0139035345232
11.9835560322,-0.0127456313577
12.138049984,-0.0127456313577
12.1461459637,-0.0175495917546
12.1532589436,-0.000663483896728
12.1602329254,-0.0284009205478
12.1671170235,-0.0259562694019
12.1750580311,0.00971054024615
12.1833390236,-0.0118376647183
12.1911279202,-0.0178417506968
12.1997620106,-0.0184456737376
12.2077750206,-0.0281988328974
12.2156118393,-0.00467569538597
12.2241648674,-0.0255064205324
12.2340969086,-0.0173140890794
12.2423919678,-0.000421965811165
12.2516159058,-0.0163052637942
12.2597009182,-0.0258064842349
12.2679158688,-0.011648850109
12.2754889965,-0.0117979296136
12.2821659088,0.0107084187116
12.2890748024,0.0111392873086
12.296627903,-0.0106252871406
12.3041948318,-0.00185315695846
12.3114649296,0.0160469088206
12.3220278263,-0.00398201584967
12.3307818413,-0.0229808966962
12.3397158623,-0.0353088771719
12.3473268986,0.0172019027915
12.3536159039,-0.00467007599898
12.358920002,-0.00242124561331
12.3636189938,-0.0195223865419
12.3680700302,0.0181550340988
12.3730110168,0.00295927146159
12.3778809547,0.0034892664333
12.3832239151,-0.00818595224142
12.3884319305,-0.00520290880551
12.3934408665,0.0106364094462
12.3986429214,-0.0181014937372
12.4036699772,0.0154117516889
12.4088918209,-0.00683689189848
12.4135760307,-0.00564893427744
12.4189278126,-0.0208857505082
12.424381876,-0.00659844070316
12.4294728279,0.00446035402935
12.4356860161,-0.00483739567744
12.4413079262,0.00870036507617
12.4462529659,-0.0220206825604
12.4513169765,-0.0220206825604
12.456401968,-0.0344456019287
12.4624978542,-0.000799031994555
12.4675189495,0.0171621616475
12.4726168156,0.0171621616475
12.4783298016,0.0117047778597
12.483220005,0.0306274887791
12.4884678364,0.0306274887791
12.4937600136,0.0163858089889
12.4988337994,0.0336653032753
12.503304863,0.00248064297664
12.5087198257,-0.00270844188252
12.5136817932,-0.00552784982552
12.5182279587,0.0151680752646
12.5232309341,0.0151680752646
12.5284918785,0.0130184064458
12.5333208084,-0.0100584248667
12.5384768486,0.0170623297441
12.5434099674,0.0170623297441
12.5488368511,-0.0209504736212
12.5534178257,-0.0280865036881
12.558094883,-0.0280865036881
12.562981987,-0.00673792380686
12.5686108112,0.0134930299398
12.5730279922,0.0156734183883
12.5779308319,0.0156734183883
12.5828808784,0.0154378840339
12.5872940063,0.00606655672552
12.5921679974,0.00606655672552
12.5969659328,0.0314474776869
12.6015068531,0.0226501746751
12.6060248852,-0.00926250968171
12.6105979919,-0.00926250968171
12.6154037952,0.0131892047129
12.6205238342,0.00668158614447
12.6251629829,-0.012135006072
12.6304677963,-0.00928212389078
12.6353508472,-0.0279961052807
12.7077800274,0.00502707324421
12.7156929016,-0.0105899055623
12.7252449036,-0.00764023592691
12.733742857,0.0126030524608
12.7424618244,-0.000704197252237
12.7496699333,-0.00700913525824
12.757519865,0.0158090582738
12.7645608425,0.00580847043307
12.7725209236,0.00364168856562
12.7802750111,0.0063351446791
12.7875808716,-0.00104251290034
12.793914938,0.0176779794675
12.8084229469,-7.98324484901e-05
12.8161658287,-0.0113929924767
12.8226768017,-0.0122421339136
12.8292149544,0.0220143751783
12.8355809689,0.00623615041838
12.8416379929,0.0305806386857
12.8468398094,0.0125434407057
12.8520800114,0.00123403712306
12.8577028751,0.00252810499728
12.8630868435,-0.0106636865053
12.8683618546,-0.0112145586554
12.8735608101,-0.0142196777475
12.8789149761,-0.002057857826
12.8846849442,0.00133260567523
12.8892649651,0.0107376208719
12.893885994,0.0107376208719
12.8988639355,6.12088611334e-05
12.9036358833,-0.0145188115439
12.9083868504,-0.0236684966627
12.9130558014,0.0227971567437
12.9177409649,-0.0133288574939
12.9225319862,-0.0207476846359
12.927160883,0.000785251771331
12.932255888,-0.0138572428507
12.9370028019,-0.0219119830269
12.9413618088,-0.0066697835377
12.9461819172,-0.0066697835377
12.9511889458,0.0176739533795
12.9562338829,-0.00142781740805
12.9605778694,0.0128787152597
12.9652048588,0.0128787152597
12.9699667931,-0.00610329607773
12.9746350288,0.00929600077724
12.9793778896,0.00929600077724
12.9841178894,-0.00172397535982
12.9929498672,-0.0189599955133
12.9983669758,-0.0127048289572
13.0046288013,-0.00355190947726
13.0104588509,0.0117113991406
13.0150848866,0.0117113991406
13.0227419376,0.0177638947039
13.033220911,-0.0124920861455
13.0383719444,0.00221708042174
13.0439368725,0.0147867035687
13.0496319771,-0.0162513448575
13.0545698643,-0.00309053918883
13.0599979401,-0.0281789905151
13.0655538082,-0.0374271328776
13.0709268093,-0.0374271328776
13.076388979,-0.0169377937672
13.0819479465,-0.00882595351535
13.0878039837,-0.00882595351535
13.0915278435,-0.00363482029581
13.097868824,-0.00800127592953
13.1034590244,0.00961889945515
13.1094290257,0.0043286354563
13.1150499821,0.0126434264756
13.1214670181,0.000231636713176
13.1262859344,-0.0188663580274
13.1306208611,-0.00172994966425
13.1349889278,0.00499335876921
13.1403049469,0.00499335876921
