Time, step_count, frequency, a_variance
18.3892648411,1,0.0543795528882,0.00154109267783
18.6853857231,2,3.37699926169,0.00191555696025
19.3320288849,3,1.54644796252,0.0430916426998
19.5951359463,4,3.8007341754,0.110255025272
19.9581029606,5,2.75507128904,0.11642333293
20.5803837967,6,1.60699147713,0.215071718664
21.1065838528,7,1.90041788946,0.356734957588
21.7459268761,8,1.56410559521,0.488499563156
22.2746799183,9,1.89124207361,0.601415827932
22.9265608978,10,1.53402236204,0.652092165955
23.5213267994,11,1.68133377749,0.679829585737
24.1676619244,12,1.54718498402,0.694055299735
24.6611728859,13,2.02629744412,0.70384408805
24.9519050598,14,3.43959179515,0.703293842787
25.3524981022,15,2.49629897233,0.716510448155
25.871310997,16,1.92747715021,0.718483710536
26.5298591137,17,1.51849192894,0.741318972601
27.0545650005,18,1.90582958011,0.756013320112
27.7974388886,19,1.34612350243,0.78212995819
28.3841169167,20,1.7045124448,0.800800511882
28.9771108055,21,1.68635801953,0.808125824991
29.4861530972,22,1.96447331866,0.843395271835
30.1293370438,23,1.55476517297,0.898327552259
30.6919501686,24,1.77742031928,0.957890364615
31.3041491032,25,1.63345596269,1.04179392647
31.8502342224,26,1.83121635209,1.11429770095
32.458972168,27,1.64274300181,1.14707723601
32.9787261391,28,1.92398722396,1.14994941734
33.6015040779,29,1.60570877295,1.16606714395
34.2425780201,30,1.55988246316,1.16242605337
34.821838131,31,1.72634017302,1.1865868076
35.408954134,32,1.70324091803,1.18036220841
35.9078049564,33,2.00460729942,1.18217454099
36.5874459648,34,1.47136501134,1.21336944345
37.2982239628,35,1.40690905297,1.20428504857
37.7094130421,36,2.43197120347,1.20357720645
38.3175799751,37,1.64428538554,1.21550938914
38.9507820511,38,1.57927467071,1.21710350192
39.5710301781,39,1.6122579924,1.23179362492
40.1063900375,40,1.86790246283,1.23419278501
40.7268971634,41,1.611585038,1.23553176922
41.2755922508,42,1.82250583777,1.2378690659
41.5825652313,43,3.25761569756,1.23055734475
42.5008012486,44,1.08904462604,1.21332593424
43.1787902546,45,1.47495017041,1.207764409
43.6855141354,46,1.9734613622,1.21037115529
44.3384341431,47,1.53158118636,1.22133146602
44.8586451244,48,1.92229698298,1.2252295857
45.4806610775,49,1.60767580811,1.23550618275
46.1256221962,50,1.55048106158,1.24207243287
46.6601601124,51,1.87077468169,1.24820714288
47.2219632149,52,1.77998305022,1.24667882105
47.877750206,53,1.52488538739,1.25023849772
48.4877980232,54,1.63921576597,1.25359549168
