Time, step_count, frequency, a_variance
9.48752593994,1,0.105401556352,0.0178927561118
10.1354307461,2,1.54343661372,4.36769707868
10.7819108295,3,1.54683806288,7.82968716499
11.3376967239,4,1.79925401146,8.69901973972
11.9374437618,5,1.66736963558,13.9324631644
12.4861626911,6,1.82242664982,13.359743552
13.1049928951,7,1.61595215217,21.2348678594
13.5804627323,8,2.10318283471,18.8433839863
14.1558127785,9,1.73807233818,10.324401592
14.72785882,10,1.7481110391,13.3080495523
15.2751427078,11,1.82720526253,13.2278527399
15.8342647934,12,1.78851815338,16.3132444944
16.4385757828,13,1.65477712233,8.30167495059
16.9754827404,14,1.86252009924,13.0241514039
17.5369387054,15,1.78108357959,10.3200431549
18.0826557064,16,1.83245161547,8.13241699739
18.6065898323,17,1.90863688881,18.1723563419
19.1712978268,18,1.7708267101,14.8653172006
19.718650856,19,1.82697445078,15.9291658965
20.2475707912,20,1.89064531964,14.8047393689
20.8664417648,21,1.61584569754,19.980131732
21.3242566967,22,2.1842887385,18.5009286971
21.9034998798,23,1.72639062334,3.59795985024
22.4695148849,24,1.76673761467,8.92816076381
23.0306098843,25,1.78222939293,15.9787506338
23.5767689133,26,1.83096854009,4.69765120522
24.2683697128,27,1.44592082692,18.9007910826
24.661134758,28,2.54605141753,18.2030777105
25.2027328396,29,1.84638763318,14.0825902004
25.7353308582,30,1.87758865972,12.669510281
26.2789098835,31,1.83965891529,19.3970839792
27.0192229366,32,1.35077991097,13.5102679971
27.3336159801,33,3.18073195517,2.69453938266
27.8685049629,34,1.86954682599,9.76777869125
28.4187030411,35,1.8175272501,16.4294250551
28.9614738083,36,1.84239841275,9.01445733794
29.6599649048,37,1.43165747569,17.1202601387
30.0738938904,38,2.4158733377,15.6630587156
30.6544688797,39,1.72243038091,8.53692780574
31.2313538647,40,1.73344778605,5.12382516919
44.2205836391,41,0.0769868589102,0.552868757376
44.5246016598,42,3.28927870107,1.77687078884
45.0114397621,43,2.05407094308,2.57517993013
45.4056906319,44,2.53645604037,1.77374618331
45.9878916359,45,1.71761984792,11.434762456
46.5414656258,46,1.80644325475,7.77393342659
47.0871524239,47,1.83255303865,17.0844411723
47.6206304455,48,1.8744914682,15.1760247999
48.1861194992,49,1.76838082614,9.45790980445
48.7504394627,50,1.77204434498,11.7579173342
49.307736454,51,1.79437537888,6.6964539517
49.9826765633,52,1.4816129406,17.7820224366
50.4035995579,53,2.37573145871,14.919442477
50.994173584,54,1.69326783061,8.471902996
51.5398076153,55,1.83273025992,8.20723886744
51.9742634869,56,2.30172973922,25.6497194135
52.2941644764,57,3.12596719836,2.39049480017
52.6605256176,58,2.72954712585,6.90518457696
53.3531854725,59,1.44371005905,15.5257996754
53.7746375179,60,2.37274919132,11.2582330552
54.3186845303,61,1.83807644806,11.8658165879
54.8606404781,62,1.8451684199,11.8890798195
55.4062664032,63,1.83275748835,21.7111023081
55.9621582508,64,1.7989110729,12.5706067639
56.5240691185,65,1.77964167895,14.7288171114
57.1328602314,66,1.64259953671,14.6361861701
57.6125863075,67,2.0845229179,6.07258794992
58.1678021526,68,1.80110133529,12.3262288426
58.7137122726,69,1.83180337448,6.42904141358
59.2733262157,70,1.78694618376,14.8103755919
59.8473021698,71,1.74223326419,17.1326993005
60.3909880829,72,1.83929724117,9.63018118806
60.9665631962,73,1.73739269975,16.0780889171
61.6183571529,74,1.53422717353,12.4588080809
62.2096913624,75,1.69109106835,12.7774600714
62.6325622368,76,2.3647880725,11.6964981218
63.527255373,77,1.11770165605,6.93150623785
71.4295163918,78,0.126546060378,0.203761909783
77.4376153755,79,0.16644199816,0.0714092947528
77.9276983547,80,2.04047078237,3.40700436723
78.552917223,81,1.59943989341,5.12371374933
79.2812013435,82,1.37309049006,9.01243020963
79.6698322105,83,2.57313580804,3.22906527468
80.2278513718,84,1.79205315783,10.79107515
80.7720053005,85,1.83771529921,19.4133455248
81.3607454109,86,1.6985423319,3.55302214608
81.9228215504,87,1.77911839663,12.0984920443
82.4961466122,88,1.74421121041,8.51081165741
83.1271335411,89,1.58481888314,12.4453002531
83.8542866039,90,1.37522627784,10.5876227301
84.2201136875,91,2.73353189215,1.43377651519
84.7427315044,92,1.91344414143,6.87359640656
85.3297146225,93,1.70362650856,16.4309803462
85.8543675804,94,1.90602184723,8.97283163438
86.4390276337,95,1.7103956298,21.1975000214
86.9845076466,96,1.83324773844,9.1029397338
87.566578474,97,1.71800398299,15.8726376681
88.1099046898,98,1.84051490803,10.0123199361
88.7092706394,99,1.66842978086,12.9951088256
89.3992646408,100,1.44928796191,11.5253899419
89.8187707138,101,2.38375571742,5.06041727232
90.35819561,102,1.85382618965,14.1708858274
90.910161562,103,1.81170595129,13.9487976933
91.449576683,104,1.85385978428,9.63874144031
92.0272865963,105,1.73097254705,14.2402640188
92.677329607,106,1.5383597447,13.6140209271
93.1101866436,107,2.31023159026,4.00615387132
93.6499195766,108,1.85276817251,12.5972407268
94.2194244575,109,1.75591120204,21.805611158
94.752661438,110,1.87533880186,14.2457612478
95.3448674393,111,1.68860159782,17.755322224
95.8776664448,112,1.87688038015,8.08227720899
96.4714195442,113,1.68420173459,17.077047818
97.12782547,114,1.52344755093,12.9197689094
97.5704834175,115,2.25908064129,6.4955723661
98.1315083218,116,1.78245206661,13.7317728933
98.7976164532,117,1.50125775808,7.38629970374
99.3085133743,118,1.95734199716,5.61635267927
