time,ax,ay,az,gx,gy,gz,mx,my,mz
1.466619596350637E18,0.5601196,4.169632,8.820007,-0.05479431,0.057769775,0.0074768066,-18.933105,-6.9900513,-37.963867
1.4666195963607078E18,0.40507507,4.06308,9.092987,-0.45961,0.53201294,0.02243042,-19.277954,-5.278778,-37.628937
1.466619596385885E18,0.16687012,3.7930603,9.507233,-0.2086029,0.27886963,0.034179688,-18.933615,-4.2521157,-37.2935
1.4666195964060265E18,0.14152527,3.7547455,9.266983,-0.10713196,0.14215088,0.02029419,-18.761444,-4.080963,-37.293625
1.4666195964312033E18,0.121032715,3.9056854,8.800598,-0.08683777,0.11758423,0.010681152,-18.658142,-3.8415527,-37.561646
1.4666195964463096E18,0.080596924,3.86969,8.873474,-0.11140442,0.11972046,0.019226074,-18.589273,-3.7958782,-37.51704
1.4666195964664512E18,0.035003662,3.7630768,8.913528,-0.05052185,0.07699585,0.04486084,-18.638393,-3.5677228,-37.676567
1.4666195964865928E18,0.21003723,3.8315125,8.88945,-0.036636353,0.07165527,0.052337646,-18.502998,-3.3966064,-37.544823
1.4666195965067343E18,0.22340393,3.8341827,8.736176,-0.013137817,0.07272339,0.04272461,-18.330765,-3.1398773,-37.712288
1.4666195965268762E18,0.10331726,3.7984467,8.722412,-0.02381897,0.075927734,0.04272461,-18.330765,-3.1398773,-37.712288
1.4666195965470177E18,0.075790405,3.7547455,8.727219,-0.014205933,0.06845093,0.03845215,-18.244553,-3.1398773,-37.79621
1.4666195965671593E18,0.24693298,3.736847,8.9086,0.010360718,0.06738281,0.037384033,-18.244553,-3.1398773,-37.879944
1.4666195965873009E18,0.2271576,3.8035889,8.789886,0.02104187,0.09088135,0.025634766,-18.244553,-3.0542374,-37.879944
1.4666195966074424E18,0.06800842,3.8199768,8.73204,0.007156372,0.1015625,0.027770996,-18.072319,-3.1398773,-37.963676
1.4666195966326195E18,0.08053589,3.7642365,8.855896,0.024246216,0.07913208,0.025634766,-17.900085,-3.1398773,-37.879944
1.4666195966477256E18,0.20780945,3.7738953,8.8853,0.04133606,0.078063965,0.004272461,-17.814064,-3.2255173,-38.215065
1.4666195966678671E18,0.21983337,3.8214264,8.759949,0.06163025,0.07699585,-0.0064086914,-17.900276,-3.140068,-38.215065
1.466619596688009E18,0.036636353,3.843872,8.614578,0.06376648,0.062042236,0.0032043457,-17.814064,-2.968979,-38.466263
1.4666195967081505E18,-0.03916931,3.8122253,8.638565,0.0370636,0.05029297,0.019226074,-17.728043,-3.225708,-38.801384
1.466619596728292E18,0.04034424,3.7820282,8.656677,0.031723022,0.03640747,0.013885498,-17.64183,-3.225708,-38.96885
1.4666195967484337E18,0.06477356,3.7877655,8.591064,0.01676941,0.0075683594,-0.005340576,-17.297173,-3.3967972,-38.633728
1.4666195967685752E18,-8.392334E-4,3.8011322,8.487122,0.007156372,0.001159668,0.0021362305,-17.469406,-3.225708,-38.466072
1.4666195967887168E18,0.03538513,3.8122253,8.581879,-0.027023315,0.021453857,0.0074768066,-17.297173,-3.311348,-38.38234
1.4666195968088584E18,0.018310547,3.8313751,8.610458,-0.022750854,0.03213501,0.011749268,-17.383194,-3.3967972,-38.13114
1.466619596829E18,0.012512207,3.799286,8.691635,-0.035568237,0.037475586,0.02670288,-17.296982,-3.140068,-37.963676
1.4666195968491418E18,-0.0692749,3.8081055,8.851135,-0.045181274,0.028930664,0.041656494,-17.124748,-3.3111572,-37.71248
1.4666195968692833E18,0.04800415,3.765274,8.972794,-0.008865356,0.027862549,0.034179688,-17.21077,-3.054428,-37.293434
1.466619596889425E18,0.08381653,3.7738953,8.859177,0.008224487,0.03640747,0.008544922,-16.952324,-2.968979,-37.12597
1.466619596914602E18,-0.0033569336,3.7630615,8.821152,0.033859253,0.021453857,0.005340576,-17.383003,-2.968979,-37.377357
1.466619596929708E18,-0.039474487,3.7930603,8.755051,0.029586792,0.01184082,-0.0064086914,-17.383003,-3.054428,-37.377357
1.4666195969498496E18,-0.09663391,3.7738953,8.585617,0.03492737,-0.009521484,-0.008544922,-17.813683,-3.1398773,-37.377357
1.4666195969699912E18,-0.052978516,3.7738953,8.619019,0.010360718,9.1552734E-5,0.0021362305,-17.727661,-2.9687881,-37.544823
1.466619596990133E18,0.037475586,3.7573395,8.640396,-0.014205933,0.024658203,0.004272461,-17.64164,-3.1398773,-37.628555
1.4666195970102746E18,-0.010559082,3.7833405,8.698151,-0.019546509,-9.765625E-4,0.0,-17.555618,-2.9687881,-37.544632
1.466619597030416E18,-0.011199951,3.7650757,8.755341,-0.008865356,-0.019134521,-0.005340576,-17.555618,-3.1398773,-37.712288
1.4666195970505577E18,0.03479004,3.8231354,8.697861,-0.009933472,-0.008453369,-0.0021362305,-17.814064,-3.2253265,-37.712288
1.4666195970757348E18,-0.024658203,3.797699,8.659546,-0.0259552,0.03640747,0.008544922,-17.555809,-3.2253265,-37.712288
1.4666195970908408E18,-0.03916931,3.7912598,8.682312,-0.045181274,0.057769775,0.0064086914,-17.555809,-3.1398773,-37.879944
1.4666195971109824E18,-0.06858826,3.7502747,8.845337,-0.045181274,0.057769775,0.010681152,-17.383575,-3.1398773,-37.79602
1.466619597131124E18,-8.392334E-4,3.761856,8.927765,-0.006729126,0.023590088,0.004272461,-17.383575,-3.2255173,-37.879753
1.4666195971512658E18,0.009414673,3.763626,8.802567,0.01890564,0.010772705,-0.0032043457,-17.469597,-3.3966064,-37.879753
1.4666195971714074E18,-0.032440186,3.7949524,8.806091,0.010360718,0.010772705,-0.011749268,-17.383385,-3.3111572,-38.04741
1.466619597191549E18,-0.10479736,3.746582,8.886581,0.030654907,0.026794434,-0.0010681152,-17.383385,-3.3111572,-38.298798
1.4666195972116905E18,-0.05088806,3.7813416,8.708496,0.03919983,0.043884277,0.0010681152,-17.124939,-3.3111572,-38.38253
1.466619597231832E18,-0.094558716,3.813263,8.602066,0.0231781,0.047088623,-0.0010681152,-17.038727,-3.3111572,-38.63392
1.4666195972519736E18,-0.20082092,3.8505402,8.63681,-0.007797241,0.04067993,0.011749268,-16.866493,-3.3966064,-38.71765
1.4666195972721152E18,-0.09663391,3.7676544,8.704102,-0.016342163,0.047088623,0.02243042,-16.780281,-3.3111572,-38.885307
1.466619597292257E18,0.018310547,3.7628021,8.730164,-0.009933472,0.03640747,0.0032043457,-16.607857,-3.140068,-38.885307
1.4666195973123986E18,-0.03916931,3.7843628,8.793655,0.012496948,0.008636475,-0.0064086914,-16.607857,-3.225708,-38.96904
1.4666195973325402E18,-0.05987549,3.7826996,8.6875305,0.019973755,0.016113281,-0.0074768066,-16.694069,-3.3111572,-39.052773
1.4666195973526817E18,-0.04736328,3.7657013,8.651367,0.0039520264,0.026794434,0.0,-16.608047,-3.225708,-38.71765
1.4666195973728233E18,0.018310547,3.7357178,8.717178,-0.006729126,0.008636475,-0.012817383,-16.608047,-3.3967972,-38.63392
1.4666195973929649E18,-0.02268982,3.7493896,8.719711,-0.011001587,0.005432129,-0.02029419,-16.69426,-3.225708,-38.38253
1.4666195974131064E18,-0.1071167,3.7494965,8.77449,-0.015274048,0.015045166,-0.023498535,-16.69426,-3.3967972,-38.38253
1.466619597433248E18,-0.16955566,3.7472992,8.859146,0.007156372,-0.020202637,0.004272461,-16.522026,-3.4822464,-38.549995
1.4666195974533898E18,-0.08099365,3.7599487,8.807602,0.025314331,-0.029815674,0.010681152,-16.522026,-3.5676956,-38.298798
1.4666195974735314E18,-0.07748413,3.8261719,8.694962,0.022109985,-0.01272583,0.005340576,-16.436005,-3.2255173,-38.0476
1.466619597493673E18,-0.10038757,3.8619843,8.63269,0.0050201416,0.006500244,0.0074768066,-16.608238,-3.2255173,-38.0476
1.4666195975188498E18,-0.12605286,3.822464,8.6831665,-0.008865356,0.00970459,-0.0032043457,-16.608238,-3.054428,-38.0476
1.466619597533956E18,-0.07585144,3.8105774,8.701141,0.006088257,0.0075683594,0.0032043457,-16.780663,-2.968979,-37.963867
1.4666195975540977E18,0.01411438,3.803833,8.766113,0.010360718,-0.007385254,-0.008544922,-16.866684,-3.140068,-37.963867
1.4666195975742392E18,-0.07066345,3.7738953,8.723862,-0.008865356,0.00970459,-0.008544922,-16.780472,-2.7978897,-37.963867
1.4666195975943808E18,-0.11251831,3.7580109,8.78244,-0.009933472,0.0043640137,-0.014953613,-16.69426,-2.7978897,-37.796402
1.4666195976145226E18,-0.12594604,3.7265625,8.7948,0.007156372,0.015045166,-0.0064086914,-16.780472,-2.968979,-37.880135
1.4666195976346642E18,-0.09663391,3.7965088,8.751877,0.008224487,0.006500244,-0.013885498,-16.780472,-3.054428,-38.0476
1.4666195976548058E18,-0.18136597,3.8505402,8.692734,0.007156372,0.01184082,-0.0032043457,-16.69426,-3.140068,-38.131332
