x_x,x_y,x_z,y_x,y_y,y_z,z_x,z_y,z_z
1.0,8.91886342907e-13,4.07851493049e-07,8.91886342907e-13,0.99999999999,-4.37358380735e-06,-4.07851493049e-07,4.37358380735e-06,0.99999999999
0.999999643597,-0.000245247356354,-0.000807874033569,0.000246179583858,0.999999303805,0.00115402954652,0.000807590448436,-0.00115422801731,0.999999007777
0.999998971217,-0.00110131644335,-0.000919057830524,0.00110353486703,0.999996470648,0.0024167960274,0.00091639292964,-0.0024178077534,0.999996657209
0.999998772668,-0.00148527048579,0.000498631741845,0.0014842795128,0.999996934476,0.00198190662992,-0.0005015738807,-0.00198116408859,0.999997911704
0.99999760558,-0.00182591655708,0.00120617736171,0.00182379038783,0.99999678547,0.00176148780127,-0.00120938981416,-0.00175928376885,0.999997721146
0.999997197765,-0.0023393771622,0.000363010806878,0.00233849190936,0.999994337033,0.00242019799242,-0.000368670507071,-0.00241934231262,0.999997005428
0.999996744409,-0.00242185265765,-0.000803617390492,0.00242450374498,0.999991567793,0.00331453218325,0.000795583305648,-0.00331646976586,0.999994184021
0.999995457092,-0.00235260939384,-0.00188441595092,0.00236068565884,0.999987989472,0.00429512215722,0.00187428857336,-0.00429955115858,0.999989000391
0.99999361261,-0.00208943653088,-0.00289982648718,0.00210384562795,0.999985412352,0.00497482832576,0.00288938959749,-0.00498089733687,0.999983420907
0.999988057523,-0.00206764043139,-0.00442828110482,0.00208591500393,0.999989311857,0.00412615196511,0.00441970237609,-0.00413533970663,0.99998168243
0.999977181466,-0.00226313755968,-0.00636512028965,0.00228320589114,0.999992440512,0.00314736238999,0.00635794925856,-0.00316182345193,0.999974789359
0.999966755635,-0.00234478704981,-0.00780958373045,0.00237052560831,0.999991784333,0.00328814143776,0.00780180957805,-0.00330654494381,0.999964098619
0.999944430719,-0.00256665746962,-0.0102248590708,0.00261323899363,0.999986257063,0.00454496059955,0.0102130531942,-0.00457142803979,0.999937395835
0.999916622456,-0.00301823714326,-0.0125554123874,0.00309558121032,0.999976325737,0.00614535128445,0.0125365670198,-0.00618370519883,0.999902293365
0.999894331222,-0.00357769607547,-0.014089942557,0.00368348060669,0.999965172646,0.00748902301011,0.0140626583933,-0.00754013168436,0.999872685922
0.999859637688,-0.00457276456545,-0.0161181496025,0.0047072080389,0.999954366424,0.00831307772598,0.0160794003265,-0.00838778236655,0.999835535472
0.999822985462,-0.00570183889024,-0.0179300522655,0.00585942684158,0.999944561071,0.0087488228767,0.0178791738641,-0.00885233403738,0.999800965855
0.999788986212,-0.0064385203558,-0.0195071398638,0.00662326660779,0.999933686908,0.00942094078824,0.0194451893661,-0.00954815382791,0.99976533115
0.999708839664,-0.00787643741132,-0.0228078414469,0.00811534531644,0.999912973599,0.0104012690987,0.0227239316175,-0.010583334171,0.999685758611
0.999656180489,-0.0089608787654,-0.0246419046049,0.00922844907219,0.999899457864,0.0107661455593,0.0245429529301,-0.0109898505101,0.999638367935
0.999607912972,-0.00986290095603,-0.0262057915131,0.0101232167914,0.999900544077,0.0098194926561,0.0261063365084,-0.0100809294691,0.999608340329
0.999559869149,-0.0108203718107,-0.0276222291053,0.0110799068922,0.999895736989,0.00926017361368,0.027519150607,-0.00956214965223,0.999575540739
0.999522347263,-0.0114501658738,-0.0287048954716,0.0117320696067,0.999884402254,0.00967164264466,0.0285908353379,-0.0100037907898,0.999541138875
0.999513991855,-0.0116909458681,-0.0288981292076,0.0119671867653,0.999884162071,0.00940472651415,0.0287848315596,-0.00974598504986,0.999538117956
0.999472378301,-0.0121773971556,-0.0301110612782,0.0124262918357,0.999890042363,0.00809261734499,0.0300092033216,-0.00846251633941,0.999513798571
0.999375741009,-0.0133589324231,-0.0327057671917,0.0136045641106,0.999880810488,0.00729935975191,0.0326043573536,-0.0077397507675,0.999438368355
0.999234895021,-0.0143298474163,-0.036390658771,0.0146182379775,0.999863720848,0.00767117011605,0.0362757727856,-0.00819726817567,0.999308197256
0.999218207476,-0.0146502048681,-0.0367198222419,0.0148969467473,0.999868198286,0.00645500073985,0.0366204154231,-0.00699696750504,0.999304752125
0.999274684697,-0.0144839316843,-0.0352181806319,0.0146699504556,0.999879742483,0.00502922724214,0.0351411023971,-0.00554222843167,0.999366992964
0.999358847113,-0.0146142450573,-0.0326851424743,0.0147416884762,0.999884631239,0.00366153429536,0.0326278610704,-0.00414102088024,0.999458990969
0.999356839108,-0.0158375278089,-0.0321726722553,0.0159199535446,0.999870607072,0.00230742126892,0.0321319654905,-0.00281812467351,0.999479662108
0.999320842648,-0.017194484211,-0.0325914584104,0.0172510399905,0.999850131247,0.00145487582145,0.0325615581299,-0.00201612428423,0.999467698415
0.999308399593,-0.0176318332373,-0.0327389822767,0.0176780618199,0.99984310009,0.00112309113837,0.0327140433777,-0.00170107616069,0.999463304832
0.999327242125,-0.017912375742,-0.0320032801803,0.0179649924833,0.999837695225,0.00135729572043,0.0319737735042,-0.00193132127693,0.999486842238
0.999407472691,-0.0177359874098,-0.0294981063835,0.0177697555662,0.999841715534,0.000882986246701,0.0294777766585,-0.00140663719334,0.999564446174
0.999462310676,-0.0171787002568,-0.0279281541705,0.0172058437709,0.999851700659,0.000731867395808,0.027911439913,-0.00121200133599,0.999609665107
0.999479150437,-0.0172100711598,-0.0272991079146,0.0172236649706,0.999851627122,0.000262879662652,0.0272905332897,-0.000732933430614,0.999627275339
0.999437214697,-0.0175036885619,-0.0286159879166,0.0175218540362,0.999846406734,0.000384151720589,0.0286048686214,-0.000885340689022,0.999590404947
0.999413077412,-0.0174795168901,-0.0294612828399,0.0175408907836,0.99984447929,0.00182602962844,0.0294247828845,-0.00234173503504,0.999564254277
0.999337747229,-0.0177731292254,-0.0317518950817,0.0179320306119,0.99982803543,0.00472671623707,0.0316624263423,-0.00529296191074,0.99948460484
0.999294922244,-0.0182531713295,-0.032809756393,0.0185374192332,0.999793046031,0.00838028617955,0.0326499994843,-0.00898258563537,0.999426480882
0.999279828451,-0.0191081468302,-0.0327826657669,0.0194155493307,0.999770228766,0.00908438864796,0.0326015474211,-0.0097143397941,0.99942121786
0.999212729046,-0.0206263264746,-0.0338891836555,0.0208840886191,0.999755473213,0.00726970587271,0.0337309495156,-0.00797172735912,0.999399156798
0.9990394485,-0.0226613400755,-0.03750525305,0.0229502837988,0.999710017081,0.00729151713798,0.0373291416177,-0.0081452694617,0.99926982831
0.99878660521,-0.0246393172799,-0.0426406062041,0.0250763109848,0.999638052341,0.00974386670373,0.0423850903133,-0.0108013126484,0.999042959919
0.998492398157,-0.0263002394937,-0.0481791264387,0.0269406762086,0.999556459066,0.0126919307145,0.0478239562066,-0.0139707745818,0.998758072143
0.998389142977,-0.0271002324515,-0.0498467309601,0.0278625589123,0.999504220996,0.0146625380298,0.0494246598085,-0.0160277762554,0.998649244425
0.998155024935,-0.0277700665699,-0.0539941626377,0.0287192816249,0.999444910728,0.0168841133563,0.0534953181054,-0.018403636151,0.998398496151
0.997914748217,-0.0288196845419,-0.0577544896427,0.0299209679762,0.999384824644,0.0182950251775,0.0571917036497,-0.0199849456787,0.998163168515
0.997315362586,-0.0307661215527,-0.0664493289309,0.0321237579819,0.999294437593,0.0194599889297,0.0658037363976,-0.021542348076,0.9976000178
0.996611262281,-0.031849585803,-0.0758392759704,0.0335807657661,0.999201227737,0.0216619172619,0.0750887745679,-0.024135251668,0.996884730328
0.995997497087,-0.0321635307249,-0.0833936034007,0.0344647932133,0.999059704637,0.0263036993548,0.0824691689397,-0.029072562018,0.996169474694
0.99540382436,-0.0331375244922,-0.089850603334,0.0360392378556,0.998873573582,0.0308667674608,0.0887265449781,-0.0339630456411,0.995476826323
0.994986665813,-0.0340584526109,-0.0940295520584,0.0373932062333,0.998724324698,0.0339333373414,0.0927538839195,-0.0372792846133,0.99499094064
0.994291600981,-0.0353708523817,-0.100663374777,0.0392986483814,0.998530829837,0.0373068103773,0.0991959094671,-0.0410497827877,0.994220844118
0.993362496715,-0.0364989045216,-0.109081529547,0.0412995236273,0.998260360974,0.0420785106311,0.107355947519,-0.0463042295854,0.993141791918
0.992210463439,-0.0360812295638,-0.119233137658,0.0417370020796,0.99810196931,0.0452822428326,0.117372990505,-0.0499059488609,0.991833139882
0.990875972014,-0.0353453733097,-0.130059650435,0.0419823042364,0.997933373301,0.0486463624876,0.128071441847,-0.0536627155283,0.99031208149
0.989332159863,-0.0346625231981,-0.141493416615,0.0423369515941,0.99777038732,0.0515929909697,0.139389597853,-0.05703300512,0.988593837902
0.987405089159,-0.0344876314277,-0.154407879274,0.0432308783912,0.997624712057,0.0536285842318,0.152191593253,-0.0596283252464,0.986550648356
0.985318510308,-0.0345845179111,-0.167186555577,0.0440261037916,0.99761821476,0.0530999036082,0.164951918539,-0.0596808905692,0.984494314799
0.983538676489,-0.0347823782836,-0.177318521343,0.04425678389,0.997780255029,0.0497584139081,0.175194203471,-0.0567868720381,0.982894827657
0.981833366869,-0.0347150105547,-0.186542509219,0.0437595095219,0.998046650398,0.0445868697626,0.184630292828,-0.0519398851655,0.981434614887
0.97950598003,-0.0338784267412,-0.198545428775,0.0425600368565,0.998307950474,0.0396217021686,0.196867159142,-0.0472597949795,0.979290474491
0.976628193432,-0.0332741191814,-0.212344542635,0.0420469803328,0.998432813923,0.0369319309987,0.210782881751,-0.0449972118591,0.976496711559
0.973697857688,-0.0336857979777,-0.225339186446,0.042851698964,0.998435947984,0.0359080724916,0.223777152161,-0.0446197802411,0.973618437265
0.970603215316,-0.0340260226801,-0.238267975606,0.0433799229371,0.998475723119,0.034123490838,0.236743702566,-0.0434564163453,0.970599793516
0.966846721095,-0.0335786941234,-0.253140058482,0.0428714210318,0.998590746821,0.0312819695896,0.251732912362,-0.0410973437543,0.966923755614
0.962868852103,-0.0333554387132,-0.267901079427,0.0424226869415,0.998703750631,0.0281271062726,0.266615620853,-0.0384477981535,0.963035761296
0.957442355846,-0.0316753051067,-0.286881177979,0.04003014551,0.99892669822,0.0233031979433,0.285835131995,-0.0337953640361,0.957682698333
0.949459460934,-0.0283941624299,-0.312602788826,0.0351436712874,0.999254549003,0.015977129447,0.311916101557,-0.026155646366,0.949749560544
0.941271168536,-0.026126122879,-0.3366392921,0.0314566295901,0.999451121153,0.0103892675982,0.336183086631,-0.0203686555695,0.941576364473
0.932408742994,-0.0255124649919,-0.360503883638,0.029218158773,0.999561378793,0.00483210331282,0.360222480123,-0.0150387550863,0.932745195999
0.921682460186,-0.0257558460692,-0.387089239038,0.0272612602143,0.999627059522,-0.00160173734377,0.386986131893,-0.00907624725601,0.92204086431
0.91129139062,-0.0268902049084,-0.410883095615,0.0256190337239,0.999634777813,-0.00860093583332,0.410964312919,-0.00268846910695,0.911647467852
0.901052279768,-0.0273243199938,-0.432848900498,0.0229799962035,0.999619366647,-0.015265700041,0.433101268643,0.00380832773406,0.901337221987
0.891238905162,-0.0279552935731,-0.452671752474,0.0219345254738,0.999587392249,-0.0185451300813,0.453003411156,0.00659900134387,0.89148435918
0.88278144269,-0.0297309695086,-0.468842184422,0.0229757491362,0.999533480096,-0.0201230494264,0.46922173798,0.0069922541902,0.883052698874
0.874790029144,-0.0315098378604,-0.483476509283,0.02463333695,0.999484925586,-0.0205689629378,0.483875607591,0.00608388392725,0.875115639636
0.866749694442,-0.0327599462063,-0.497666306986,0.0261689622966,0.999453129553,-0.0202145303874,0.498056374918,0.00449752721277,0.867132988447
0.860273645186,-0.0341554657216,-0.50868719225,0.0278879571018,0.999412121461,-0.0199417482848,0.509069265667,0.00296911389266,0.860720434936
0.85606609308,-0.0360372528238,-0.515608534343,0.0295256608393,0.99934705379,-0.0208254995809,0.516022363499,0.00260432135175,0.856571151674
0.852217545505,-0.0374028003639,-0.521848910757,0.0308085546594,0.999298097554,-0.0213106824317,0.52227970293,0.00208392678399,0.852771698144
0.846536573025,-0.0381628170873,-0.530960855358,0.031629771451,0.999270667289,-0.0213937152844,0.531390052682,0.00131639191674,0.847126247394
0.838102613724,-0.0379777322912,-0.544189030318,0.0322484438895,0.999278321197,-0.0200717376609,0.54455857971,-0.000727073613923,0.838722495602
0.828212511693,-0.0372743367325,-0.559173192576,0.032262342228,0.999302075794,-0.0188282391228,0.559484742195,-0.00244645368895,0.828837039541
0.817612771876,-0.0361016033746,-0.574635562334,0.0315715420967,0.999341864115,-0.017862708542,0.574902246469,-0.00353735220229,0.818214454862
0.804378721997,-0.0351688276484,-0.593075058622,0.0302551142138,0.999375997343,-0.0182275614934,0.593346020179,-0.00328169101679,0.804940824435
0.790175073362,-0.0348662359438,-0.611888632864,0.0293168104648,0.999387906864,-0.0190875938415,0.612179612583,-0.00285608221125,0.790713579454
