x_x,x_y,x_z,y_x,y_y,y_z,z_x,z_y,z_z
1.0,8.91886342907e-13,4.07851493049e-07,8.91886342907e-13,0.99999999999,-4.37358380735e-06,-4.07851493049e-07,4.37358380735e-06,0.99999999999
0.999999660054,2.24760825171e-06,-0.000824552372943,-2.82728373889e-06,0.999999752879,-0.000703017904633,0.00082455058907,0.000703019996889,0.999999412939
0.999999480382,0.000564109975906,-0.000849126155586,-0.000565588597201,0.999998322575,-0.00174211293357,0.000848141987955,0.00174259228441,0.999998122012
0.999999328069,0.0011482862848,0.000159060058808,-0.00114796812796,0.999997368814,-0.0019860853128,-0.000161340234816,0.00198590138241,0.999998015081
0.999998528119,0.00123872334467,0.00118714951283,-0.00123458761326,0.999993189029,-0.00347817323323,-0.00119144992157,0.00347670247369,0.999993246471
0.999997062964,0.000878165437928,0.00225895729161,-0.000867951830423,0.999989415327,-0.00451839512592,-0.00226290127972,0.00451642118912,0.999987240527
0.99999658542,0.000256730881775,0.00260062253743,-0.000245968660938,0.99999140902,-0.00413779969692,-0.0026016624965,0.00413714589642,0.999988057617
0.999996214466,0.000131738654274,0.00274839919405,-0.000119638165549,0.999990302055,-0.00440244053756,-0.00274895251181,0.00440209505854,0.999986532319
0.999997011163,4.98084749581e-05,0.00244441901152,-3.83472776067e-05,0.999989007985,-0.00468854333715,-0.00244462567162,0.00468843558704,0.999986021091
0.999997840528,-9.73418513633e-05,0.00207592483259,0.000107132147218,0.999988871404,-0.00471652327187,-0.00207544261535,0.00471673548496,0.999986722384
0.999997488344,-0.000416101159232,0.00220230914877,0.000427066967204,0.99998750302,-0.00498110600875,-0.00220020898258,0.00498203403141,0.999985169099
0.999997334601,-0.000325445210439,0.00228579878657,0.000338070982856,0.999984677943,-0.00552535852526,-0.00228396556196,0.00552611656022,0.999982122609
0.999996825371,-2.08089823143e-05,0.00251968559737,3.4801296746e-05,0.999984579805,-0.00555328206175,-0.00251953118518,0.00555335212047,0.999981405949
0.999995719154,4.53137728657e-05,0.00292568296307,-3.09985073263e-05,0.999988029578,-0.00489282536592,-0.00292586965379,0.00489271372868,0.999983750188
0.99999579078,-1.63284592409e-05,0.0029014059285,3.00438516213e-05,0.999988826403,-0.00472717320666,-0.0029012963219,0.00472724047836,0.99998461772
0.999996898698,-5.45654218681e-05,0.0024899031191,6.76367843248e-05,0.99998621655,-0.00524996522717,-0.00248958233308,0.00525011735449,0.999983118981
0.999997916058,-0.00015883478762,0.00203535053586,0.000169444171269,0.999986395539,-0.0052134466333,-0.00203449476933,0.00521378064706,0.999984338539
0.999998179363,-0.000133631327786,0.00190352664147,0.000143852577161,0.99998556834,-0.00537051374579,-0.00190278150154,0.00537077779525,0.999983766952
0.999998068567,-0.000408764630799,0.00192243945366,0.000420253016054,0.999982035286,-0.00597933884632,-0.00191996077535,0.00598013520861,0.999980275672
0.999997930446,-0.000340999863907,0.0020056974889,0.000352827667939,0.999982534326,-0.00589970805367,-0.0020036506584,0.00590040350948,0.999980585123
0.999997540147,-1.59030650106e-05,0.00221798283355,2.79528268504e-05,0.999985241669,-0.00543283185081,-0.00221786370115,0.00543288048573,0.999982782297
0.999997910096,7.4645290803e-05,0.00204309372333,-6.24762509309e-05,0.999982263313,-0.00595559877768,-0.00204350204302,0.00595545868621,0.999980178109
0.999998252355,-7.10410983266e-05,0.00186821849298,8.3624933774e-05,0.999977305858,-0.00673652549994,-0.0018676975252,0.00673666995653,0.999975564193
0.999997771141,-0.000627248887049,0.00201600397386,0.000640570010266,0.999977923101,-0.00661384767075,-0.00201181093815,0.0066151243211,0.999976096088
0.999996904379,-0.000797184797629,0.00235705952848,0.000811457868689,0.999981304468,-0.00606071366266,-0.0023521839532,0.00606260755549,0.999978855787
0.999996366529,-0.000664064229231,0.00261265142597,0.000680578644153,0.999979764519,-0.00632513758021,-0.0026083982601,0.00632689271277,0.999976583069
0.999996684976,-0.000509188815812,0.00252403736076,0.000526029247403,0.999977577882,-0.00667585398909,-0.00252058149631,0.00667715957595,0.99997453078
0.999996081496,-0.000236096386733,0.00278948944947,0.000254661572042,0.999977809992,-0.00665692655727,-0.00278785587437,0.00665761084785,0.999973951699
0.999994372265,-0.000137874413058,0.00335207833177,0.000158958984782,0.999980201678,-0.00629054715913,-0.00335114466074,0.00629104460057,0.999974595971
0.999990443343,0.000315237553295,0.00436048713924,-0.000290121996651,0.999983373359,-0.00575923907051,-0.00436223016742,0.00575791895821,0.999973908318
