Time, x, y, z,,
63.1698587,-0.17996216,2.946228,9.99588,,
63.17947675,-0.17996216,2.946228,9.99588,,
63.18801976,-0.17996216,2.946228,9.99588,,
63.19618774,0.8819275,3.6965027,7.1039886,,
63.20411087,0.8819275,3.6965027,7.1039886,,
63.2131858,0.8819275,3.6965027,7.1039886,,
63.22212983,0.8819275,3.6965027,7.1039886,,
63.23202373,0.5355835,3.9454193,7.9635773,,
63.25214578,0.5355835,3.9454193,7.9635773,,
63.25807382,0.5355835,3.9454193,7.9635773,,
63.27573467,0.5355835,3.9454193,7.9635773,,
63.2853768,0.5355835,3.9454193,7.9635773,,
63.29077769,0.5355835,3.9454193,7.9635773,,
63.29533173,0.38839722,4.188843,8.703506,,
63.30071879,0.2098999,4.4228973,9.99231,,
63.30622078,0.2098999,4.4228973,9.99231,,
63.31297565,0.2098999,4.4228973,9.99231,,
63.31803967,0.2098999,4.4228973,9.99231,,
63.32247187,0.2098999,4.4228973,9.99231,,
63.32698966,0.2098999,4.4228973,9.99231,,
63.33229567,-0.037979126,4.5761566,9.926392,,
63.33810879,-0.037979126,4.5761566,9.926392,,
63.34325076,-0.037979126,4.5761566,9.926392,,
63.34897185,-0.25289917,4.6470947,9.802017,,
63.35694481,-0.34706116,4.674347,9.834991,,
63.36515475,-0.39649963,4.674347,10.018906,,
63.37022472,-0.34809875,4.5767365,10.24968,,
63.37550879,-0.34809875,4.5767365,10.24968,,
63.38068987,-0.20135498,4.453644,10.220734,,
63.38633467,0.034194946,4.3461304,10.087219,,
63.39311887,0.44187927,4.1503296,9.800232,,
63.40527988,0.55474854,4.154068,9.602798,,
63.41092468,0.55474854,4.154068,9.602798,,
63.41629983,0.36940002,4.3271027,9.547073,,
63.42163373,0.36940002,4.3271027,9.547073,,
63.42741586,0.36553955,4.470764,9.641418,,
63.43302465,0.36553955,4.470764,9.641418,,
63.43824674,-0.022842407,4.548401,9.454849,,
63.44754673,-0.27355957,4.4671783,9.414215,,
63.45844174,-0.8831787,4.367813,9.485153,,
63.47257782,-1.2723389,4.3032837,9.833298,,
