Time, x, y, z,,,,,,
16.46353071,-3.2547913,-10.576141,-1.503891,,,,,,
16.46774881,-0.822052,-10.37381,-2.813095,,,,,,
16.47210472,-0.822052,-10.37381,-2.813095,,,,,,
16.47631591,0.5609436,-10.0191345,-3.570053,,,,,,
16.48024076,0.9584656,-10.035797,-3.9009247,,,,,,
16.48379081,1.3797913,-10.228607,-3.0463715,,,,,,
16.48754781,2.0177307,-10.233368,-1.3515472,,,,,,
16.49270075,3.0555725,-10.002472,0.29328918,,,,,,
16.49732583,3.0555725,-10.002472,0.29328918,,,,,,
16.50236576,3.6030579,-9.823944,0.6051178,,,,,,
16.50714772,3.2412415,-9.912018,-0.9087982,,,,,,
16.51204675,3.0151062,-9.785858,-2.2322845,,,,,,
16.51673286,2.3700256,-9.488312,-2.7845306,,,,,,
16.52212685,1.3250427,-9.3454895,-2.8107147,,,,,,
16.5284478,0.86087036,-9.128876,-2.6488495,,,,,,
16.53399675,0.25387573,-7.9077454,-1.7300262,,,,,,
16.53965085,0.011077881,-7.262665,-1.4253387,,,,,,
16.54404586,-0.03414917,-6.6961365,-1.1825409,,,,,,
16.54987185,-0.2293396,-6.1010437,-0.6564789,,,,,,
16.55540483,-0.42453003,-5.56546,-0.21134949,,,,,,
16.56013077,-0.7554016,-5.1584167,0.09095764,,,,,,
16.56521981,-1.2433777,-5.120331,1.0431061,,,,,,
16.57069891,-1.5861511,-4.653778,1.164505,,,,,,
16.57719772,-1.7742004,-4.4633484,0.702713,,,,,,
16.58196085,-2.0265198,-4.2586365,0.76698303,,,,,,
16.58669775,-2.1598206,-4.1372375,0.7884064,,,,,,
16.59133285,-2.2812195,-4.006317,0.8907623,,,,,,
16.59581774,-2.3573914,-3.9015808,1.2121124,,,,,,
16.60095089,-2.445465,-3.8920593,1.5834503,,,,,,
16.60575979,-2.8144226,-4.0420227,1.8619537,,,,,,
16.61051672,-2.9810486,-4.1491394,1.8833771,,,,,,
16.61529773,-3.169098,-4.249115,2.1761627,,,,,,
16.6201257,-3.4690247,-4.294342,2.338028,,,,,,
16.62489789,-3.868927,-4.460968,2.2261505,,,,,,
16.62970489,-4.261688,-4.789459,1.7334137,,,,,,
16.63435882,-4.01651,-4.5847473,2.0809479,,,,,,
16.63896769,-4.299774,-4.7513733,2.3047028,,,,,,
16.64410179,-4.575897,-4.937042,1.9904938,,,,,,
16.64956086,-4.7782288,-5.0036926,1.626297,,,,,,
16.65443581,-4.909149,-5.0798645,1.0478668,,,,,,
16.65951388,-4.7758484,-5.198883,0.40278625,,,,,,
16.66495173,-4.683014,-5.3893127,-0.075668335,,,,,,
16.66979568,-4.46402,-5.4321594,-0.66362,,,,,,
16.67361467,-4.2902527,-5.6178284,-1.3896332,,,,,,
16.67723578,-4.1236267,-5.710663,-2.094223,,,,,,
16.68106978,-4.042694,-5.7844543,-2.7154999,,,,,,
16.68489187,-4.042694,-5.7844543,-2.7154999,,,,,,
16.68850487,-3.8784485,-5.75589,-3.1058807,,,,,,
16.69580071,-3.407135,-5.539276,-3.5319672,,,,,,
16.69958179,-3.407135,-5.539276,-3.5319672,,,,,,
16.70398682,-3.2714539,-5.453583,-3.600998,,,,,,
16.70832389,-3.2500305,-5.475006,-3.8247528,,,,,,
16.71528571,-3.2190857,-5.486908,-4.2389374,,,,,,
16.71974581,-3.2928772,-5.50119,-4.5936127,,,,,,
16.72415989,-3.2643127,-5.6630554,-4.853073,,,,,,
16.72933572,-3.323822,-5.9129944,-5.276779,,,,,,
16.73393577,-3.131012,-6.2724304,-5.8742523,,,,,,
16.73839682,-2.8834534,-6.8127747,-6.4860077,,,,,,
16.74349683,-2.5049744,-7.353119,-7.123947,,,,,,
16.74867671,-2.0431824,-8.06723,-8.068954,,,,,,
16.7535209,-1.4052429,-8.809906,-9.013962,,,,,,
16.75837677,-0.96487427,-9.60257,-9.968491,,,,,,
16.76332372,-0.44119263,-10.407135,-11.144394,,,,,,
16.76779883,-0.11984253,-11.371185,-12.203659,,,,,,
16.7734248,0.27053833,-12.506622,-13.3676605,,,,,,
16.77809685,0.6823425,-13.7586975,-14.607834,,,,,,
16.78246682,0.8656311,-15.091705,-15.638535,,,,,,
16.7872669,1.3417053,-16.108124,-16.371689,,,,,,
16.79197376,1.7249451,-16.929352,-16.352646,,,,,,
16.79588788,2.1510315,-17.031708,-15.357651,,,,,,
16.80037277,2.1510315,-17.031708,-15.357651,,,,,,
16.80424374,1.8034973,-16.310455,-13.643784,,,,,,
16.80800288,0.62997437,-15.010773,-12.094162,,,,,,
16.81288975,-0.13650513,-13.320709,-10.751633,,,,,,
16.81739967,-0.99105835,-11.633026,-10.056564,,,,,,
16.82202189,-1.4671326,-9.935822,-9.666183,,,,,,
16.82704084,-2.1264954,-8.498077,-9.713791,,,,,,
16.83174675,-2.4597473,-7.117462,-9.7947235,,,,,,
16.8356499,-2.707306,-5.7654114,-9.854233,,,,,,
16.84002584,-2.707306,-5.7654114,-9.854233,,,,,,
16.84381073,-2.99057,-4.5085754,-9.380539,,,,,,
16.84788578,-3.2547913,-3.3683777,-8.480759,,,,,,
16.85162585,-3.426178,-2.6114197,-6.8454437,,,,,,
16.85617488,-3.9760437,-2.8661194,-4.3365326,,,,,,
16.86076587,-5.29953,-4.2586365,-2.0013885,,,,,,
16.8659448,-5.29953,-4.2586365,-2.0013885,,,,,,
16.87157577,-9.3414,-10.047699,4.461319,,,,,,
16.87647884,-9.976959,-13.270721,7.989029,,,,,,
16.88149183,-9.015289,-15.108368,10.064713,,,,,,
16.88661283,-8.972443,-16.617523,9.883804,,,,,,
16.89138668,-8.386871,-16.829376,9.155411,,,,,,
16.89627879,-8.048859,-16.59372,7.7819366,,,,,,
16.9012708,-7.256195,-15.924835,5.584854,,,,,,
16.90596288,-6.3421326,-14.758453,2.7069855,,,,,,
16.91108768,-5.3019104,-13.565887,0.095718384,,,,,,
16.91607874,-3.868927,-12.406647,-3.370102,,,,,,
17.04912179,-1.6051941,-10.742767,-8.16655,,,,,,
17.05483168,-2.0836487,-8.595673,0.71699524,,,,,,
17.05969875,-2.881073,-8.098175,1.3025665,,,,,,
17.06485479,-3.1072083,-7.8815613,1.0573883,,,,,,
17.07095378,-3.3595276,-7.841095,0.43373108,,,,,,
17.07685273,-3.7070618,-7.7173157,0.17427063,,,,,,
17.08186977,-4.2569275,-7.80777,-0.09233093,,,,,,
17.08773582,-4.497345,-7.6982727,-0.32084656,,,,,,
17.09258883,-4.444977,-7.629242,-0.432724,,,,,,
17.09792774,-4.042694,-7.6387634,-0.37321472,,,,,,
17.10251372,-3.490448,-7.6982727,-0.38511658,,,,,,
17.10789888,-3.0381775,-8.029144,-0.5398407,,,,,,
17.1122598,-2.7810974,-8.267181,-0.5660248,,,,,,
17.11755674,-2.445465,-8.424286,-0.5469818,,,,,,
17.12351482,-1.9479675,-8.683746,-0.6398163,,,,,,
17.12905782,-1.893219,-9.083649,-0.9611664,,,,,,
17.13482683,-1.533783,-8.938446,-0.7778778,,,,,,
17.14094275,-1.302887,-8.96225,-0.9349823,,,,,,
17.14699071,-1.0053406,-8.9670105,-1.170639,,,,,,
17.15170973,-0.8553772,-8.938446,-1.3039398,,,,,,
17.15662878,-0.6387634,-8.931305,-1.3039398,,,,,,
17.16161983,-0.5364075,-8.907501,-1.3467865,,,,,,
17.1665787,-0.3864441,-8.90036,-1.1801605,,,,,,
17.17155283,-0.2698059,-8.952728,-1.0468597,,,,,,
17.17646974,-0.1055603,-9.074127,-0.9754486,,,,,,
17.18234985,0.11105347,-9.162201,-0.86595154,,,,,,
17.18801682,0.37765503,-9.302643,-0.6731415,,,,,,
17.19315689,0.71328735,-9.355011,-0.51841736,,,,,,
17.19832581,0.91799927,-9.288361,-0.6279144,,,,,,
17.20335882,1.1703186,-9.143158,-0.8849945,,,,,,
17.20830482,1.2512512,-8.881317,-1.2848969,,,,,,
17.21344369,1.1250916,-8.464752,-2.0775604,,,,,,
17.2184109,1.1250916,-8.464752,-2.0775604,,,,,,
17.22350281,0.6109314,-8.312408,-1.8395233,,,,,,
17.2290098,0.26815796,-8.381439,-1.5705414,,,,,,
17.23395985,0.28720093,-8.410004,-1.1135101,,,,,,
17.23906582,0.24435425,-8.457611,-0.8921356,,,,,,
17.24418586,0.1253357,-8.498077,-0.69932556,,,,,,
17.24937575,-0.088897705,-8.5885315,-0.6874237,,,,,,
17.25425785,-0.29122925,-8.590912,-0.8421478,,,,,,
17.25989478,-0.51498413,-8.712311,-1.2468109,,,,,,
17.26483768,-0.81015015,-8.826569,-1.4896088,,,,,,
17.26906889,-1.1005554,-9.074127,-1.7324066,,,,,,
17.27376287,-1.238617,-9.388336,-1.5967255,,,,,,
17.27911776,-1.5052185,-9.757294,-1.5205536,,,,,,
17.2850477,-1.6980286,-10.145294,-1.3206024,,,,,,
17.29103988,-2.1098328,-10.426178,-1.1396942,,,,,,
17.29675787,-2.3216858,-10.652313,-1.0587616,,,,,,
17.30239575,-2.5525818,-10.718964,-0.8040619,,,,,,
17.30760687,-2.752533,-10.699921,-0.66362,,,,,,
17.31270378,-2.7263489,-10.595184,-0.5731659,,,,,,
17.31763881,-2.3335876,-10.407135,-0.6564789,,,,,,
17.32456367,-1.9884338,-10.490448,-0.7302704,,,,,,
17.32826083,-1.5266418,-10.673737,-0.95640564,,,,,,
17.3323447,-1.0124817,-10.935577,-1.061142,,,,,,
17.33636182,-1.0124817,-10.935577,-1.061142,,,,,,
17.34073585,-0.6316223,-11.314056,-1.1420746,,,,,,
17.34485977,-0.21743774,-11.471161,-0.9278412,,,,,,
17.35512584,0.14199829,-11.968658,-1.2848969,,,,,,
17.36460488,0.2800598,-12.035309,-1.4134369,,,,,,
17.37297791,-0.01272583,-12.142426,-2.1180267,,,,,,
17.37788575,-0.1055603,-11.935333,-2.684555,,,,,,
17.38383883,0.05154419,-11.763947,-2.824997,,,,,,
17.39071482,0.17770386,-11.604462,-3.0225677,,,,,,
17.39627569,0.36099243,-11.525909,-3.1106415,,,,,,
17.40135878,0.55856323,-11.490204,-3.4296112,,,,,,
17.40619176,0.8346863,-11.573517,-3.8176117,,,,,,
17.41146677,1.0941467,-11.78775,-4.2317963,,,,,,
17.41673582,1.4107361,-12.1091,-4.800705,,,,,,
17.42322271,1.7249451,-12.497101,-5.3315277,,,,,,
17.43138688,2.308136,-13.249298,-5.2196503,,,,,,
17.43909686,2.7485046,-14.013397,-3.710495,,,,,,
17.44663375,2.777069,-14.241913,-3.4129486,,,,,,
17.45449274,2.20578,-13.911041,-3.8271332,,,,,,
17.4624738,1.808258,-13.273102,-4.267502,,,,,,
17.46977776,1.108429,-11.951996,-4.6816864,,,,,,
17.47431987,0.8156433,-11.328339,-4.748337,,,,,,
17.47866385,0.47763062,-11.009369,-4.6197968,,,,,,
17.4830839,0.1991272,-10.359528,-4.44841,,,,,,
17.48763483,-0.2793274,-9.623993,-4.0151825,,,,,,
17.49233788,-0.8315735,-9.147919,-3.5652924,,,,,,
17.49672478,-1.5028381,-8.790863,-3.2439423,,,,,,
17.50121086,-2.2835999,-8.786102,-2.7845306,,,,,,
17.50730389,-2.2835999,-8.786102,-2.7845306,,,,,,
17.51193779,-3.7689514,-10.519012,-1.3253632,,,,,,
17.51657074,-3.971283,-11.630646,-0.17326355,,,,,,
17.52132576,-4.7901306,-12.946991,1.2335358,,,,,,
17.52652472,-4.7901306,-12.946991,1.2335358,,,,,,
17.53201168,-6.19693,-14.839386,3.4829865,,,,,,
17.53733271,-6.38974,-15.160736,3.9566803,,,,,,
17.54219382,-6.189789,-15.177399,4.366104,,,,,,
17.54808181,-6.2207336,-15.415436,4.0733185,,,,,,
17.63985779,-0.86013794,-10.307159,-3.793808,,,,,,
17.64076473,-0.19839478,-10.095306,-3.4272308,,,,,,
17.64600374,0.3562317,-9.978668,-2.3655853,,,,,,
17.6509669,1.1369934,-9.959625,-1.1515961,,,,,,
17.65590884,2.448578,-9.626373,-0.5660248,,,,,,
17.66154077,3.386444,-9.488312,-0.3089447,,,,,,
17.66674973,3.5863953,-9.471649,-1.2420502,,,,,,
17.67174174,3.6506653,-9.121735,-1.837143,,,,,,
17.67616989,2.20578,-8.495697,-2.0894623,,,,,,
17.68202879,2.20578,-8.495697,-2.0894623,,,,,,
17.68673994,1.2226868,-7.8506165,-1.9894867,,,,,,
17.69278194,1.0203552,-7.4221497,-2.2632294,,,,,,
17.69852688,0.9060974,-6.97464,-1.965683,,,,,,
17.70318796,0.87039185,-6.519989,-1.3158417,,,,,,
17.7078469,0.70376587,-5.9772644,-0.60887146,,,,,,
17.71263887,0.56570435,-5.4773865,0.024307251,,,,,,
17.71756389,0.3062439,-5.056061,0.38136292,,,,,,
17.72241284,0.3633728,-4.351471,-0.25657654,,,,,,
17.72720077,-0.1055603,-4.2514954,1.0716705,,,,,,
17.73195483,-0.4269104,-3.972992,1.4763336,,,,,,
17.73684384,-0.7292175,-3.7373352,1.7119904,,,,,,
17.74167873,-1.1434021,-3.658783,2.0261993,,,,,,
17.74640181,-1.5075989,-3.518341,2.2785187,,,,,,
17.75149776,-1.9789124,-3.5778503,2.3118439,,,,,,
17.75663688,-2.3026428,-3.5897522,2.4141998,,,,,,
17.76383283,-2.6335144,-3.684967,2.3856354,,,,,,
17.76952292,-2.9310608,-3.8016052,2.2856598,,,,,,
17.77414276,-3.176239,-4.0586853,2.2570953,,,,,,
17.77864291,-3.5951843,-4.222931,2.152359,,,,,,
17.78342773,-3.9236755,-4.4086,2.3308868,,,,,,
17.78816177,-4.280731,-4.53714,2.3951569,,,,,,
17.79361679,-4.471161,-4.66568,2.3784943,,,,,,
17.79834487,-4.471161,-4.6228333,2.3356476,,,,,,
17.8029318,-4.5211487,-4.6252136,1.9976349,,,,,,
17.80740287,-4.671112,-4.613312,1.6120148,,,,,,
17.81217696,-4.7306213,-4.7013855,0.98835754,,,,,,
17.81688096,-4.8734436,-4.9894104,0.06239319,,,,,,
17.82148292,-4.028412,-5.1250916,-0.98020935,,,,,,
17.82616474,-4.20932,-5.2845764,-1.1682587,,,,,,
17.83114888,-4.0522156,-5.4702454,-1.9680634,,,,,,
17.83566095,-3.683258,-5.532135,-2.6179047,,,,,,
17.84015276,-3.2928772,-5.5678406,-3.0606537,,,,,,
17.8449259,-3.1524353,-5.6701965,-3.5129242,,,,,,
17.84952595,-2.9501038,-5.724945,-3.896164,,,,,,
17.85424473,-2.8049011,-5.8058777,-4.4960175,,,,,,
17.85904791,-2.8049011,-5.8058777,-4.4960175,,,,,,
17.86344888,-2.8858337,-5.9320374,-4.83165,,,,,,
17.86864473,-2.9143982,-6.0177307,-5.288681,,,,,,
17.8730829,-3.0262756,-6.2224426,-5.814743,,,,,,
17.87757375,-3.1024475,-6.2986145,-6.512192,,,,,,
17.88313796,-3.1286316,-6.5223694,-7.0120697,,,,,,
17.8886769,-3.028656,-6.7413635,-7.4786224,,,,,,
17.8941219,-2.6144714,-7.5935364,-8.449814,,,,,,
17.89912583,-2.4359436,-8.233856,-9.1853485,,,,,,
17.90464379,-2.2431335,-8.938446,-9.854233,,,,,,
17.91046979,-2.0503235,-9.719208,-10.73259,,,,,,
17.91451694,-1.7337341,-10.533295,-11.577621,,,,,,
17.91903688,-1.5552063,-11.440216,-12.2512665,,,,,,
17.92360689,-1.4576111,-12.444733,-13.146286,,,,,,
17.92894675,-1.4576111,-12.444733,-13.146286,,,,,,
17.93394281,-1.2743225,-13.434967,-13.981796,,,,,,
17.93903496,-0.31027222,-14.9964905,-14.529282,,,,,,
17.9440768,0.15151978,-15.37973,-14.481674,,,,,,
17.9496658,0.6585388,-15.041718,-13.955612,,,,,,
17.9545839,0.9798889,-14.206207,-13.091537,,,,,,
17.96000387,0.6252136,-13.111237,-11.663315,,,,,,
17.96435978,-0.5173645,-11.887726,-10.370773,,,,,,
17.97025492,-1.4338074,-10.545197,-9.3519745,,,,,,
17.9755099,-1.9241638,-9.21933,-8.825912,,,,,,
17.98089983,-2.3478699,-7.8887024,-8.725937,,,,,,
17.98550775,-2.4811707,-6.6437683,-8.711655,,,,,,
17.99058177,-2.3907166,-5.482147,-8.849716,,,,,,
17.99523785,-2.2621765,-4.3157654,-9.218674,,,,,,
18.00030376,-2.0884094,-3.7468567,-8.930649,,,,,,
18.00520184,-2.9572449,-4.639496,-6.893051,,,,,,
18.01062896,-4.9948425,-6.9341736,-5.8885345,,,,,,
18.01545074,-7.7132263,-10.649933,-4.1056366,,,,,,
18.02043988,-9.331879,-14.646576,0.70033264,,,,,,
18.02507379,-9.462799,-18.157623,5.8704987,,,,,,
18.02982785,-8.739166,-19.35971,8.886429,,,,,,
18.03478887,-7.7584534,-19.35971,9.748123,,,,,,
18.03993179,-5.958893,-19.069305,9.036392,,,,,,
18.0445409,-3.811798,-17.129303,7.084488,,,,,,
18.04945685,-2.7215881,-15.075043,5.332535,,,,,,
18.05448486,-2.8096619,-13.38736,4.1494904,,,,,,
18.05891873,-2.5502014,-11.266449,3.806717,,,,,,
18.06356194,-1.8122864,-9.212189,1.8524323,,,,,,
18.06835987,-0.674469,-7.1460266,-2.2132416,,,,,,
18.07313778,0.82754517,-5.24411,-10.273178,,,,,,
18.07855989,0.66329956,-4.113434,-10.594528,,,,,,
18.08317878,-1.1957703,-4.063446,-4.550766,,,,,,
18.08769991,-2.8144226,-4.134857,1.1049957,,,,,,
18.09254481,-4.3211975,-4.4514465,3.9662018,,,,,,
18.09712674,-4.3211975,-4.4514465,3.9662018,,,,,,
18.10218074,-4.9757996,-4.8108826,4.4827423,,,,,,
18.10863878,-5.2257385,-6.3700256,4.6755524,,,,,,
18.11464192,-5.480438,-7.557831,5.8252716,,,,,,
18.12143995,-4.8544006,-8.724213,8.027115,,,,,,
18.12648394,-2.8215637,-10.083405,9.119705,,,,,,
18.2301109,-0.9958191,-11.521149,9.648148,,,,,,
18.23546388,-4.1878967,-7.6506653,-1.6419525,,,,,,
18.24087693,-4.6020813,-7.7101746,-1.632431,,,,,,
18.2461188,-4.5854187,-7.8006287,-1.5110321,,,,,,
18.25100281,-4.387848,-7.8625183,-1.0159149,,,,,,
18.25694491,-3.5332947,-8.086273,-0.04234314,,,,,,
18.26288082,-3.035797,-8.307648,0.18617249,,,,,,
18.26862385,-2.7001648,-8.555206,0.2766266,,,,,,
18.27446296,-2.3264465,-8.750397,0.3670807,,,,,,
18.27947785,-1.7837219,-8.881317,0.83125305,,,,,,
18.28459885,-1.533783,-9.195526,0.4146881,,,,,,
18.28967788,-1.3457336,-9.352631,-0.23277283,,,,,,
18.29503085,-1.0767517,-9.376434,-0.7778778,,,,,,
18.30043675,-0.72683716,-9.381195,-1.189682,,,,,,
18.3051789,-0.5435486,-9.181244,-1.522934,,,,,,
18.30957486,-0.46499634,-9.126495,-1.6276703,,,,,,
18.31508996,-0.29599,-9.107452,-1.780014,,,,,,
18.32154085,-0.08413696,-9.045563,-1.6300507,,,,,,
18.32768275,0.22055054,-9.002716,-1.1801605,,,,,,
18.33655192,0.42764282,-9.036041,-1.1587372,,,,,,
18.34513189,0.90133667,-9.040802,-1.1087494,,,,,,
18.35108473,1.070343,-9.064606,-1.3610687,,,,,,
18.35827186,1.0441589,-9.164581,-2.1465912,,,,,,
18.36475684,0.8061218,-9.278839,-2.325119,,,,,,
18.37088277,0.5776062,-9.233612,-2.26799,,,,,,
18.38380696,0.063446045,-9.181244,-1.2301483,,,,,,
18.38863995,-0.5316467,-9.178864,-0.4398651,,,,,,
18.39537789,-0.64590454,-9.21933,-0.4255829,,,,,,
18.40053083,-0.7149353,-9.264557,-0.9921112,,,,,,
18.40550091,-0.7815857,-9.388336,-1.4919891,,,,,,
18.41255691,-0.9862976,-9.60733,-1.9990082,,,,,,
18.42035081,-1.1481628,-9.821564,-2.2775116,,,,,,
18.42846682,-1.5956726,-10.014374,-2.2180023,,,,,,
18.4361129,-1.8717957,-10.05722,-1.8585663,,,,,,
18.44186475,-2.3478699,-10.266693,-0.90641785,,,,,,
18.4494138,-2.445465,-10.519012,-0.580307,,,,,,
18.45821192,-1.8955994,-10.916534,-0.10185242,,,,,,
18.46679189,-1.0124817,-11.187897,-0.5874481,,,,,,
18.47144677,-0.38406372,-11.240265,-1.1301727,,,,,,
18.4750159,0.24911499,-11.318817,-1.5348358,,,,,,
18.47940685,0.8489685,-11.368805,-2.0537567,,,,,,
18.48368194,1.3464661,-11.266449,-2.3155975,,,,,,
18.48784091,1.3464661,-11.266449,-2.3155975,,,,,,
18.49248483,1.6535339,-11.245026,-2.3965302,,,,,,
18.49719574,1.7868347,-11.218842,-2.351303,,,,,,
18.50181677,1.7344666,-11.216461,-2.3870087,,,,,,
18.5062299,1.6249695,-11.247406,-2.5012665,,,,,,
18.51297285,1.5987854,-11.230743,-2.805954,,,,,,
18.51803376,1.5154724,-11.27121,-3.017807,,,,,,
18.52470686,1.5821228,-11.295013,-3.2010956,,,,,,
18.53199985,1.6249695,-11.3211975,-3.7271576,,,,,,
18.53749778,1.5749817,-11.428314,-3.9318695,,,,,,
18.54441287,1.4607239,-11.506866,-4.2270355,,,,,,
18.54897978,1.1155701,-11.702057,-5.0077972,,,,,,
18.55409076,1.1155701,-11.702057,-5.0077972,,,,,,
18.55898096,0.93704224,-11.8472595,-5.3862762,,,,,,
18.56429793,0.63235474,-12.294769,-5.0149384,,,,,,
18.56966378,0.73709106,-12.49472,-4.3746185,,,,,,
18.57465579,1.0655823,-12.727997,-3.717636,,,,,,
18.58000376,1.4940491,-12.93985,-3.2177582,,,,,,
18.58499791,1.6582947,-13.018402,-3.0701752,,,,,,
18.59074285,1.3964539,-12.87558,-3.4081879,,,,,,
18.59578492,1.0632019,-12.573273,-3.7604828,,,,,,
18.60085394,0.6871033,-12.023407,-4.262741,,,,,,
18.60578181,0.544281,-11.297394,-4.4460297,,,,,,
18.61136486,0.46096802,-10.621368,-4.2722626,,,,,,
18.6162739,0.3229065,-9.707306,-3.5986176,,,,,,
18.62084081,-0.26504517,-9.052704,-2.8297577,,,,,,
18.62574389,-0.8291931,-8.821808,-2.4750824,,,,,,
18.63079884,-1.5647278,-8.669464,-2.279892,,,,,,
18.63735296,-2.3478699,-9.585907,-2.215622,,,,,,
18.64277389,-2.7572937,-10.699921,-1.9418793,,,,,,
18.64768292,-2.8501282,-11.804413,-1.522934,,,,,,
18.65268089,-3.2762146,-12.927948,-0.6898041,,,,,,
18.65775587,-3.8189392,-14.122894,0.34803772,,,,,,
18.66288282,-4.08078,-15.056,2.011917,,,,,,
18.6678219,-4.14505,-15.582062,3.3592072,,,,,,
18.67253496,-4.356903,-15.946259,3.9685822,,,,,,
18.67715075,-4.8472595,-16.167633,4.3375397,,,,,,
18.68218686,-5.6875305,-16.688934,4.185196,,,,,,
18.68627479,-6.294525,-16.910309,3.7900543,,,,,,
18.68995382,-6.863434,-17.195953,3.0521393,,,,,,
18.69345786,-7.3109436,-16.998383,2.197586,,,,,,
18.69788792,-7.6441956,-16.205719,1.4715729,,,,,,
18.70254685,-7.6441956,-16.205719,1.4715729,,,,,,
18.70678594,-7.725128,-15.294037,1.2144928,,,,,,
18.71264293,-8.225006,-14.860809,0.702713,,,,,,
18.71748974,-8.0607605,-14.239532,-0.12565613,,,,,,
18.72219088,-7.7013245,-13.501617,-1.1825409,,,,,,
18.72715785,-7.263336,-13.046967,-2.2061005,,,,,,
18.8110099,-6.8491516,-12.580414,-3.1368256,,,,,,
18.81591274,0.9632263,-8.424286,-2.222763,,,,,,
18.82113792,0.12771606,-7.969635,-2.0656586,,,,,,
18.82675673,-0.29360962,-7.284088,-1.9990082,,,,,,
18.8315499,-0.46261597,-6.008209,-0.9183197,,,,,,
18.83656075,-0.46261597,-6.008209,-0.9183197,,,,,,
18.84184076,-0.5768738,-5.410736,-0.29704285,,,,,,
18.84641387,-0.83395386,-4.870392,0.3337555,,,,,,
18.85165693,-0.8077698,-4.306244,-0.36369324,,,,,,
18.85653092,-1.1148376,-3.9872742,0.70033264,,,,,,
18.8615029,-1.5171204,-3.7849426,1.1668854,,,,,,
18.86677291,-1.8456116,-3.5469055,1.2716217,,,,,,
18.87187387,-2.0693665,-3.1755676,1.2621002,,,,,,
18.87730386,-2.0693665,-3.1755676,1.2621002,,,,,,
18.88282992,-2.362152,-2.6923523,1.8238678,,,,,,
18.88777496,-2.4169006,-2.6495056,2.050003,,,,,,
18.89519979,-2.4430847,-2.6923523,2.0285797,,,,,,
18.90024378,-2.4906921,-2.8470764,1.9762115,,,,,,
18.90465381,-2.4169006,-3.049408,1.83815,,,,,,
18.91084291,-2.5430603,-3.2469788,1.8310089,,,,,,
18.91600873,-2.7192078,-3.5421448,1.857193,,,,,,
18.9217148,-2.873932,-3.8039856,2.1690216,,,,,,
18.92660691,-3.304779,-4.1896057,2.2404327,,,,,,
18.93256189,-3.5570984,-4.4823914,2.0476227,,,,,,
18.9375539,-3.7641907,-4.7061462,1.2644806,,,,,,
18.94385387,-3.7927551,-4.813263,1.4334869,,,,,,
18.94918181,-4.0831604,-4.972748,1.0002594,,,,,,
18.9544089,-4.233124,-5.0513,0.42182922,,,,,,
18.95942785,-4.068878,-5.058441,-0.0209198,,,,,,
18.96486785,-3.9046326,-5.0536804,-0.32084656,,,,,,
18.97002985,-3.7927551,-5.139374,-0.8849945,,,,,,
18.97520592,-3.6285095,-5.263153,-1.439621,,,,,,
18.98069574,-3.4856873,-5.384552,-2.094223,,,,,,
18.98589875,-3.2904968,-5.4702454,-2.6274261,,,,,,
18.99090483,-2.964386,-5.570221,-3.2582245,,,,,,
18.99629189,-2.9239197,-5.7416077,-3.8152313,,,,,,
19.00176479,-2.8001404,-5.941559,-4.5555267,,,,,,
19.0066488,-2.4883118,-6.615204,-6.643112,,,,,,
19.01113679,-2.3764343,-7.0817566,-7.790451,,,,,,
19.01571991,-2.4359436,-7.693512,-8.702133,,,,,,
19.02039673,-2.4359436,-7.693512,-8.702133,,,,,,
19.02518274,-2.2597961,-8.298126,-9.720932,,,,,,
19.03138687,-2.2597961,-8.986053,-10.515976,,,,,,
19.03618385,-2.0812683,-10.6285095,-12.9249115,,,,,,
19.04036691,-1.6694641,-11.397369,-14.148422,,,,,,
19.0452018,-1.6694641,-11.397369,-14.148422,,,,,,
19.05007293,-1.6266174,-12.230499,-15.431442,,,,,,
19.05498483,-1.3885803,-13.13028,-16.628769,,,,,,
19.0603049,-1.2124329,-14.177643,-17.60234,,,,,,
19.06592776,-0.988678,-15.263092,-17.990341,,,,,,
19.07085373,-0.40786743,-16.627045,-16.543076,,,,,,
19.07545974,-0.2531433,-16.65799,-15.026779,,,,,,
19.07998778,-0.2531433,-16.65799,-15.026779,,,,,,
19.08655288,-0.6340027,-15.260712,-10.908737,,,,,,
19.09280684,-1.0291443,-13.930084,-9.028244,,,,,,
19.09841277,-1.4147644,-12.394745,-7.5571747,,,,,,
19.10429694,-1.9170227,-10.678497,-6.4217377,,,,,,
19.11026074,-2.3383484,-8.9027405,-5.852829,,,,,,
19.11596395,-3.2286072,-5.770172,-5.98851,,,,,,
19.12145378,-3.5142517,-4.4395447,-6.3360443,,,,,,
19.1275778,-3.554718,-3.261261,-6.507431,,,,,,
19.13438489,-3.580902,-2.3257751,-6.7478485,,,,,,
19.14131786,-3.9046326,-2.0115662,-6.904953,,,,,,
19.14828684,-5.670868,-4.230072,-4.6316986,,,,,,
19.15486576,-7.2585754,-6.7984924,-3.6890717,,,,,,
19.16138889,-9.465179,-13.803925,0.010025024,,,,,,
19.16896178,-9.753204,-16.429474,2.7188873,,,,,,
19.17376973,-9.246185,-17.781525,4.3684845,,,,,,
19.17864277,-8.305939,-17.983856,5.789566,,,,,,
19.18367388,-6.5849304,-16.97934,6.108536,,,,,,
19.18882491,-4.618744,-15.360687,4.968338,,,,,,
