x,y,z,s
2.18679190368e-06,2.03925746525e-07,-0.0,0.999999999998
0.00183406110477,-0.000828986408569,-0.000645407175217,0.999997766223
0.00343984921411,-0.00185178671336,-0.00121605697558,0.999991629729
0.00430317878809,-0.00287412329809,-0.00165899781618,0.999985234788
0.0046283429211,-0.00398189320082,-0.00203931235454,0.999979281872
0.00510315843563,-0.00531639783103,-0.00230174724796,0.99997019738
0.00576977273747,-0.00718972584521,-0.00245832807456,0.999954486058
0.00685244847549,-0.0109667869801,-0.00280570780655,0.999912446936
0.00775045062523,-0.0166337835389,-0.00350142458992,0.999825478664
0.00829514938524,-0.0233445400785,-0.00389892500568,0.999685461197
0.00867057763185,-0.0289220928351,-0.00331178139735,0.999538576411
0.00981236862656,-0.0317788912816,-0.00173200703761,0.999445255951
0.0114027647767,-0.0313234710791,0.000841510084503,0.999443899864
0.0142120865885,-0.0303420317041,0.00365294762902,0.999431855446
0.0187673030988,-0.0305144505348,0.00648994473458,0.999337048878
0.0244042067334,-0.030164947909,0.0100690799058,0.999196239105
0.0280602287764,-0.0288827023614,0.013374810452,0.999099358177
0.0283823284166,-0.0277237642306,0.0159465972588,0.999085352894
0.0281764791576,-0.0279507578097,0.0181409834285,0.999047419235
0.0304798792505,-0.029385180392,0.0205954712995,0.998891042455
0.0348635910389,-0.0310980872465,0.0227239980441,0.998649617685
0.0393550795876,-0.0321233710491,0.0243521789707,0.998411857964
0.0422359119359,-0.0322904142662,0.025275092644,0.998265809582
0.0425994595348,-0.032532326586,0.0256098497489,0.998233975263
0.0414666166972,-0.0331255425143,0.0259145133865,0.998254304338
0.0399165897417,-0.0336075561784,0.0263827374193,0.998289111028
0.0381152088994,-0.0334074334204,0.0273981541596,0.998338878033
0.0358385519452,-0.0325602436621,0.0285955594535,0.998417609373
0.0335097457699,-0.0311038566899,0.0298780893396,0.998507359419
0.0318395514622,-0.0290805839335,0.0312427928112,0.998581218779
0.0300956882648,-0.0270791175053,0.0318511375034,0.998672356673
0.0274325424788,-0.0259223010385,0.0312469561496,0.998798837431
0.0240020035371,-0.0260704186593,0.0298331792403,0.998926533091
0.0205802386586,-0.0273498855306,0.0285094983,0.999007330326
0.0167918786471,-0.0284941256091,0.0274474051046,0.999075951853
0.0118818945656,-0.0290323011163,0.026256347971,0.999162924785
0.00590392650802,-0.0290884042585,0.0247063654183,0.999254023708
-0.000508073389206,-0.0275780714616,0.0215178159184,0.999387900384
-0.0028037455257,-0.0260576832451,0.0190660846928,0.9994746723
-0.00340773674647,-0.0236955105024,0.0150209858603,0.999600560272
-0.00417872036696,-0.0224248304374,0.0100926846268,0.99968885309
-0.00593098683298,-0.0239725985193,0.00462598057518,0.999684319282
-0.00788059812762,-0.0271976209733,-0.000792832308324,0.99959869798
-0.00981648421701,-0.0303116334964,-0.0059108119197,0.999474813997
-0.0139987014437,-0.0318344783658,-0.0115214420205,0.99932870404
-0.0214963316641,-0.0331722116128,-0.0176800955814,0.999062023261
-0.0310218018081,-0.0344004959173,-0.0226142084882,0.998670541904
-0.0389610652207,-0.0351840812651,-0.0248693816971,0.998311389135
-0.0433890911853,-0.0341748996903,-0.0254271469801,0.998149749884
-0.0441891741132,-0.0323469695191,-0.0267192330058,0.998141810086
-0.0429513391128,-0.0306577986834,-0.0288997240778,0.998188402956
-0.0408292722773,-0.0298482079593,-0.0308861119861,0.998242507156
-0.0390386705216,-0.0295174829078,-0.0316560598673,0.998299851888
-0.037913337673,-0.0285896091487,-0.0325870088527,0.998340272617
-0.0375203989309,-0.0259952078171,-0.0342483615562,0.998370431536
-0.0377249616934,-0.0228102892504,-0.0365386349272,0.998359377242
-0.0393033344942,-0.0208947737285,-0.038152593661,0.998280038829
-0.0427756240538,-0.0204750066281,-0.0388605962399,0.998118667369
-0.0470003214414,-0.0199179884442,-0.0393298748598,0.997921542239
-0.0496141044212,-0.0181272351548,-0.0397450509314,0.997812695306
-0.0518158339567,-0.0139651435098,-0.039640014358,0.997771899474
-0.0537530966582,-0.0116447873776,-0.0383636619437,0.997749083171
-0.0569962944552,-0.0100501936321,-0.0362955999978,0.997663793794
-0.0602955036044,-0.00876232084852,-0.033972842324,0.997563792428
-0.0630304863758,-0.00738876215916,-0.0307999868022,0.997508859507
-0.0650642934243,-0.00615663610868,-0.0271289527821,0.997493234801
-0.0651035983637,-0.00386913173273,-0.0234637250634,0.997595110707
-0.0631282099481,-0.000603435701543,-0.0206007360026,0.99779260102
-0.0613697499096,0.00186652763854,-0.0189692737025,0.997933082188
-0.0611119816029,0.00223719201937,-0.0182816642992,0.997960971896
-0.0627381963918,0.00117470526368,-0.0176185284593,0.997873802761
-0.0675554960337,0.00176692615916,-0.0174182121718,0.997561897234
-0.0722749376175,0.00356670328422,-0.0173533661384,0.997227392676
-0.0735149515168,0.00359468959106,-0.0169503943992,0.997143577545
-0.0678110525147,-0.000928021002203,-0.0152425873222,0.997581306694
-0.0585333764942,-0.00651492708912,-0.0129979086061,0.998179569984
-0.0479947587161,-0.0111085972639,-0.010080714109,0.998734940515
-0.0391169537326,-0.0113775062225,-0.00630059253044,0.999149998157
-0.0342422120626,-0.00750481295629,-0.00165045753254,0.999384022629
-0.0303263434801,-0.00412062856968,0.00343990495523,0.999525637673
-0.0248009262105,-0.00239817184544,0.00855498087138,0.999652927337
-0.01859142385,-0.00239291891112,0.0131759155551,0.999737479615
-0.0139821489247,-0.00227336368604,0.0163914301008,0.999765298632
-0.0113114314521,-0.00247423450615,0.0181971661906,0.999767369354
-0.0103834368171,-0.0048930721523,0.0188614222926,0.999756214701
-0.00987404817981,-0.00972566774293,0.0199137706442,0.999705634824
-0.00946577192987,-0.0145974317867,0.021524276198,0.999616936472
-0.00967761908344,-0.0167059109506,0.0231967619694,0.999544479482
-0.0115906504181,-0.0145575022012,0.0241230956548,0.999535798363
-0.0140208605663,-0.0131551781982,0.0248670864091,0.999505870302
-0.0154787612621,-0.0144310391191,0.025510151252,0.999450541669
-0.0159859733151,-0.0162639962533,0.0261433471314,0.999398047068
-0.0157794312718,-0.0185125855625,0.0258913028359,0.999368767854
-0.0158412802698,-0.0219811229643,0.0238132386154,0.999349195096
-0.0162167076035,-0.0273333302438,0.0194541452614,0.999305480664
-0.0155466682447,-0.0331946196535,0.0142485733772,0.999226399015
-0.0131985281336,-0.0370350374005,0.0101441852526,0.999175310126
-0.0125101788069,-0.0361568720699,0.00707981735882,0.999242739385
-0.0146895532655,-0.0345025084339,0.00309442758307,0.999291858495
-0.0190231514387,-0.0364017512511,-0.00169940995059,0.999154714857
-0.0224970508508,-0.0418861539224,-0.00446632218131,0.998859091553
-0.021459857072,-0.0477396516131,-0.0044514543342,0.998619339264
-0.0153908827864,-0.0505130385604,-0.00292754187368,0.998600512298
-0.0072278032409,-0.0452432909956,-0.000711825620669,0.998949596719
-0.00287289469938,-0.0368581676038,0.00170727619171,0.999314918914
-0.00312915832878,-0.0303590173815,0.00404762096745,0.999525965244
-0.00585385474467,-0.0279890235214,0.00566877279762,0.999575015675
-0.00964280933557,-0.0273153502574,0.00683922583261,0.999556958286
-0.0135858018596,-0.0261475426064,0.00801142771837,0.999533665781
-0.0168070707126,-0.0243524452295,0.00978591089637,0.999514240385
-0.0194599631084,-0.0222863571195,0.0119785970195,0.999490440843
-0.0217865688251,-0.0203489016432,0.0150740283428,0.999441864888
-0.0241805581597,-0.0194778942534,0.0186211062542,0.999344368396
-0.0269607176228,-0.0197606414436,0.0210256180909,0.999219975851
-0.0312220283982,-0.0197990553779,0.0224462221164,0.999064236904
-0.0363665140367,-0.0185362170911,0.0240878658709,0.99887619855
-0.0392803225436,-0.0169196308265,0.0274707300976,0.99870723505
-0.0383276873975,-0.0158154272255,0.0321371234415,0.998623085021
-0.0329329476468,-0.0160731663274,0.037757954237,0.998614746124
-0.025558871691,-0.0165558070899,0.0434282756375,0.99859232633
-0.0193554594379,-0.0165144146008,0.0475566423348,0.998544443713
-0.013425096092,-0.0169598094072,0.0500425718883,0.998512830493
-0.00366949133589,-0.0177030080199,0.0514140695186,0.998513761445
0.00835145367753,-0.0186117042736,0.0518855149873,0.998444665978
0.0183385998864,-0.0206434288078,0.0518518459684,0.998272974026
0.0227699268391,-0.0257078992059,0.0504103218593,0.998137983347
0.0246749827814,-0.0355698882722,0.0488091147707,0.997869529843
0.0279914366431,-0.0475443937751,0.0486998255091,0.997288492409
0.0335285954995,-0.0569356693009,0.051056552706,0.996507597197
0.0386555726326,-0.0588015253588,0.0562335490532,0.995934694285
0.0400780249098,-0.0531949366607,0.0626089901002,0.995813318344
0.0398391870918,-0.0464046162868,0.0676559378561,0.995832377879
0.0389442567605,-0.0415644470871,0.0715114816044,0.995812155782
0.036615528894,-0.0413218278043,0.074085414658,0.995722431667
0.033679891102,-0.043658183384,0.0763176864929,0.995557752563
0.0294756644624,-0.0465322355795,0.0788305417156,0.995365099825
0.0244084078518,-0.0481303950274,0.0819247522343,0.995176381187
0.0200887677456,-0.0472318004226,0.0852285948448,0.99503853446
