Time, mag
5.37788295746,-0.267218584993
5.38300085068,-0.288731414675
5.38775086403,-0.285075836877
5.39243793488,-0.292827974355
5.39716792107,-0.294084266203
5.40202784538,-0.299714025941
5.40681791306,-0.303735282897
5.41167902946,-0.305939187436
5.4164249897,-0.304567547019
5.42167901993,-0.30438427496
5.42751502991,-0.298701111264
5.43262696266,-0.300521339987
5.43851089478,-0.301829762298
5.44491291046,-0.300314483969
5.45237588882,-0.298878437633
5.45835590363,-0.297572328865
5.4639749527,-0.296154822074
5.46874189377,-0.297296852033
5.47371602058,-0.296322305439
5.48003101349,-0.297101367237
5.48530197144,-0.297883686077
5.49031090736,-0.297166584991
5.49537205696,-0.297919914432
5.49935984612,-0.297347674832
5.50332903862,-0.297212962871
5.5068628788,-0.297337943258
5.51069498062,-0.296796343471
5.51458692551,-0.296293429383
5.51843690872,-0.296584218855
5.52230596542,-0.297204979873
5.52622890472,-0.296949199036
5.53001499176,-0.296709404501
5.53384995461,-0.296599260125
5.54555106163,-0.296161124208
5.55051398277,-0.295748024629
5.55619692802,-0.294950510278
5.56116604805,-0.295404007207
5.56594085693,-0.295649564371
5.5707359314,-0.295882528861
5.57565402985,-0.296155655395
5.58086585999,-0.299633569248
5.58622002602,-0.295036588241
5.59070491791,-0.303026043353
5.59604501724,-0.290238064377
5.69058879852,-0.29131805088
5.69744190216,-0.292910002008
5.7041679287,-0.286991571216
5.71184691429,-0.288515942671
5.71858891487,-0.281154592297
5.72623476028,-0.271999087609
5.73146280289,-0.274616002542
5.7353807354,-0.276257178002
5.74028977394,-0.276921072741
5.74549683571,-0.289539422016
5.75086792946,-0.293338717307
5.75593980789,-0.289739620131
5.76197680473,-0.294340753313
5.766653862,-0.296374792219
5.77153786659,-0.299245869102
5.77646883965,-0.30526113367
5.78166088104,-0.294951951125
5.78642186165,-0.284547259924
5.79119190216,-0.27680148708
5.79590591431,-0.276289736142
5.80090292931,-0.279059651703
5.8057998085,-0.281925839466
5.81061681747,-0.289625246253
5.81532892227,-0.293230676651
5.82016881943,-0.302147886157
5.82495674133,-0.301820023864
5.83011683464,-0.295094103714
5.8349119091,-0.293918636526
5.83969887733,-0.292016976347
5.8443258667,-0.288756709109
5.8492458725,-0.293097357823
5.85366376877,-0.294010394191
5.85836085319,-0.289705212231
5.86467679977,-0.283983722315
5.87044080734,-0.286112575677
5.87584384918,-0.2802197924
5.88073286056,-0.277890543396
5.88629993439,-0.281119335013
5.89043172836,-0.277122691703
5.89526781082,-0.282982703498
5.8993547821,-0.294220248548
5.90319975853,-0.308628774304
5.90800794601,-0.305268256069
5.91294487953,-0.316440004944
5.9179209137,-0.325551761387
5.92309984207,-0.332826188135
5.92823895454,-0.339774507048
5.93338378906,-0.325464638369
5.93920191765,-0.303107114319
5.94397982597,-0.288099501708
5.94881090164,-0.287757323281
5.95333990097,-0.287439058207
5.95815476418,-0.303504327658
5.96282085419,-0.301928170284
5.9682787323,-0.293912375786
5.97338875771,-0.301097314242
5.97803291321,-0.294016178664
5.98304685593,-0.295693044315
5.98782977104,-0.3057474436
5.99258383751,-0.304893102828
5.9973278904,-0.302964966808
6.00139483452,-0.310008987066
6.00539692879,-0.308478357588
6.00955375671,-0.302936478387
6.01343592644,-0.311335222398
6.01711281776,-0.303386171428
6.02095779419,-0.293591648783
6.0247448349,-0.292105135212
6.02858575821,-0.293072522425
6.03224786758,-0.297648089918
6.03826173782,-0.310698258892
6.04226979256,-0.314670906301
6.04899891853,-0.309540249641
6.05262288094,-0.31168936691
6.05645092964,-0.303161040248
6.06044587135,-0.304122949107
6.06426390648,-0.304797628171
6.06885990143,-0.30475166565
6.0724988842,-0.303842123336
6.07631691933,-0.302323540783
6.08910092354,-0.30080495823
6.09407195091,-0.298361731482
6.09900578499,-0.308441930725
6.10374578476,-0.312701365328
6.1083699131,-0.32266591104
6.11323079109,-0.318634824395
6.11789974213,-0.312984776871
6.12244972229,-0.31004283339
6.12713679314,-0.307770644464
6.13227280617,-0.314076284536
6.13696393013,-0.318935388447
6.14171275139,-0.323998190881
6.14639386177,-0.322181475679
6.15141877174,-0.332482499677
6.15609988213,-0.33626595382
6.16081675529,-0.342037979651
6.16552695274,-0.348314657453
6.170950737,-0.340866035958
6.17575391769,-0.333562881108
6.18066081047,-0.327376442927
6.1864949131,-0.310244676638
6.33572992325,-0.305686966901
6.34107884407,-0.304418054138
6.34609374046,-0.299350874646
6.35073884964,-0.296565028442
6.35561594009,-0.302809846878
6.36057480812,-0.300652351775
6.36528572082,-0.296494960492
6.36980780601,-0.301001564029
6.37459787369,-0.2916965862
6.37937292099,-0.295809488662
6.38419493675,-0.310584438575
6.38914784431,-0.325359388489
6.39400085449,-0.333054127904
6.39887174606,-0.323646686101
6.40362891197,-0.317501317278
