Time, x, y, z
5.604779959,0,-9.96,-2.758
5.628724098,0,-9.96,-2.758
5.656654119,0,-9.96,-2.758
5.686069965,0,-9.96,-2.758
5.721940041,0,-9.96,-2.758
5.765154123,0,-9.96,-2.758
5.787804127,0,-9.96,-2.758
5.812368155,0,-9.96,-2.758
5.840598106,0,-9.96,-2.758
5.86926508,0,-9.96,-2.758
5.888822079,0,-9.96,-2.758
5.925776005,0,-9.96,-2.758
5.965635061,0,-9.96,-2.758
5.992007971,0,-9.96,-2.758
6.018376112,0,-9.96,-2.758
6.052474976,0,-9.96,-2.758
6.074100971,0,-9.96,-2.758
6.099215984,-1.379,-9.194,-1.379
6.282676935,-1.379,-9.194,-1.379
6.30813098,-1.379,-9.194,-1.379
6.327837944,-1.379,-9.194,-1.379
6.357028008,-1.379,-9.194,-1.379
6.379219055,-1.379,-9.194,-1.379
6.40341115,-1.379,-9.194,-1.379
6.423705101,-1.379,-9.194,-1.379
6.456097126,-1.379,-9.194,-1.379
6.480644941,-1.379,-9.194,-1.379
6.509223938,-1.379,-9.194,-1.379
6.54105401,-1.379,-9.194,-1.379
6.569060087,-1.379,-9.194,-1.379
6.598372936,-0.612,-9.96,0.306
6.622298956,-0.612,-9.96,0.306
6.659280062,-0.612,-9.96,0.306
6.687422037,-0.612,-9.96,0.306
6.709584951,-0.612,-9.96,0.306
6.734559059,-0.612,-9.96,0.306
6.760926962,-0.612,-9.96,0.306
7.042694092,-0.612,-9.96,0.306
7.069956064,-0.612,-9.96,0.306
7.095932007,-1.072,-10.266,0.612
7.116796017,-1.072,-10.266,0.612
7.138056993,-1.072,-10.266,0.612
7.163269997,-1.072,-10.266,0.612
7.190143108,-1.072,-10.266,0.612
7.214163065,-1.072,-10.266,0.612
7.234190941,-1.072,-10.266,0.612
7.260718107,-1.072,-10.266,0.612
7.295520067,-1.072,-10.266,0.612
7.319354057,-1.072,-10.266,0.612
7.344661951,-1.072,-10.266,0.612
7.372386932,-1.072,-10.266,0.612
7.396121025,-1.072,-10.266,0.612
7.42001605,-1.072,-10.266,0.612
7.445549965,-1.072,-10.266,0.612
7.470880032,-1.072,-10.266,0.612
7.500317097,-1.072,-10.266,0.612
7.527276039,-1.072,-10.266,0.612
7.80293108,-1.072,-10.266,0.612
7.828324089,-0.612,-8.887,-2.145
7.848677168,-0.612,-8.887,-2.145
7.873083124,-0.612,-8.887,-2.145
7.902334223,-0.612,-8.887,-2.145
7.929449091,-0.612,-8.887,-2.145
7.948176155,-0.612,-8.887,-2.145
7.973884115,-0.612,-8.887,-2.145
7.997734079,-0.612,-8.887,-2.145
8.007050285,-0.612,-8.887,-2.145
8.032500277,-0.612,-8.887,-2.145
8.059684286,-0.612,-8.887,-2.145
8.092681179,-0.612,-8.887,-2.145
8.120706091,-1.225,-9.653,-1.225
8.14056016,-1.225,-9.653,-1.225
8.190020094,-1.225,-9.653,-1.225
8.204659233,-1.225,-9.653,-1.225
8.237044106,-1.225,-9.653,-1.225
8.249899158,-1.225,-9.653,-1.225
8.259335289,-1.225,-9.653,-1.225
8.271312246,-1.225,-9.653,-1.225
8.280795107,-1.225,-9.653,-1.225
8.531980286,-1.225,-9.653,-1.225
