time,ax,ay,az,gx,gy,gz,mx,my,mz
1.4666205193344975E18,1.6467743,-9.454605,0.622345,0.042404175,-0.28723145,0.08117676,-13.080406,34.327507,-16.05072
1.466620519354639E18,1.6218109,-9.298752,0.40901184,0.048812866,-0.2765503,0.07476807,-13.338852,34.327507,-16.134644
1.4666205193747807E18,1.5479736,-9.280975,0.33273315,0.026382446,-0.23382568,0.052337646,-13.5110855,33.98533,-16.3023
1.4666205193949222E18,1.5276184,-9.345352,0.48136902,-0.008865356,-0.21994019,0.030975342,-13.424873,34.156418,-16.134644
1.4666205194150638E18,1.5497894,-9.333939,0.6118927,-0.018478394,-0.24343872,0.016021729,-13.252449,34.156418,-16.05072
1.4666205194352054E18,1.5701294,-9.426163,0.65138245,0.0028839111,-0.255188,0.004272461,-13.080025,34.241867,-16.05072
1.466620519455347E18,1.6020508,-9.470871,0.63861084,0.04347229,-0.2690735,0.005340576,-13.080025,34.241867,-15.631866
1.4666205194754888E18,1.607544,-9.417038,0.47073364,0.08299255,-0.28082275,-0.0021362305,-12.994003,34.241867,-15.548134
1.4666205194956303E18,1.6044312,-9.207413,0.3332672,0.13105774,-0.29684448,-0.028839111,-13.080025,34.070778,-15.548134
1.466620519515772E18,1.6152191,-8.94278,0.18037415,0.19300842,-0.30111694,-0.050201416,-12.993813,34.241867,-15.4642105
1.4666205195359135E18,1.5039063,-8.666779,-0.008743286,0.25175476,-0.27548218,-0.050201416,-12.9076,34.412956,-15.212822
1.466620519556055E18,1.1474609,-8.467957,0.039505005,0.35108948,-0.21994019,-0.027770996,-12.821388,34.412956,-15.045357
1.4666205195761966E18,0.6795654,-8.2539215,0.7422333,0.4568329,-0.17828369,0.011749268,-12.735367,34.327316,-14.961624
1.4666205195963382E18,0.37712097,-7.7210693,1.3988495,0.5337372,-0.01272583,0.070495605,-12.907791,34.412956,-14.961624
1.4666205196164797E18,2.269104,-8.144653,3.652649,0.75590515,-0.23168945,-0.014953613,-12.821579,34.327507,-15.548134
1.4666205196366216E18,3.8722382,-9.58255,5.0658264,1.4875641,-0.459198,-0.24246216,-12.9076,34.242058,-15.799522
1.4666205196567631E18,4.870102,-10.903183,2.6192474,2.0782318,0.56726074,-0.35354614,-12.993813,33.81424,-16.218567
1.4666205196769047E18,4.4784393,-11.82785,-1.2728271,2.0098724,1.3352356,-0.30975342,-12.821579,33.38642,-16.889
1.4666205196920108E18,3.6192932,-12.092239,-2.753418,1.0314789,0.9432373,-0.3012085,-12.649345,33.044243,-17.559242
1.4666205197171878E18,2.4809723,-9.908096,-0.9576111,-0.31007385,-0.20605469,-0.25100708,-12.563324,32.787514,-18.39714
1.4666205197373294E18,3.6531525,-8.652344,2.6971436,-0.4467926,-0.40472412,-0.26062012,-12.649345,32.958603,-19.318771
1.466620519757471E18,3.6001587,-8.003845,3.3155823,-0.1381073,-0.5852356,-0.315094,-12.563133,32.958603,-19.737816
1.4666205197776125E18,3.159668,-7.2496185,4.2270966,0.3105011,-0.107788086,-0.34820557,-12.735558,33.129692,-19.905472
1.4666205197977544E18,2.1373749,-7.3227844,2.9689941,0.47605896,-0.20285034,-0.25527954,-12.82177,33.21514,-20.240593
1.466620519817896E18,2.1186829,-7.789627,2.5904083,0.37886047,-0.14089966,-0.27770996,-12.82177,33.38623,-20.240593
1.4666205198380375E18,2.0416718,-8.085648,2.753479,0.3660431,-0.22421265,-0.15060425,-12.994003,33.55732,-20.072937
1.466620519858179E18,2.6477509,-8.548447,2.7313232,0.3254547,-0.31500244,-0.08972168,-13.424683,34.156227,-19.82174
1.4666205198783206E18,3.106079,-8.625717,2.1878052,0.15242004,-0.31713867,-0.064086914,-13.941383,34.412956,-19.654083
1.4666205198984622E18,3.4667969,-8.314987,2.5352936,-0.014205933,-0.24450684,-0.045928955,-14.544296,34.669685,-19.067574
1.4666205199186038E18,3.5639343,-7.9523163,3.0639954,-0.049453735,-0.17828369,-0.030975342,-14.888763,34.840775,-18.816185
1.4666205199387456E18,3.4744415,-7.878235,3.1687622,-0.03236389,-0.13555908,-0.010681152,-14.974785,35.011864,-18.64853
1.4666205199588872E18,3.3970184,-8.102829,3.0078583,-0.006729126,-0.12808228,0.011749268,-15.233231,35.61077,-18.313408
1.4666205199790287E18,3.213028,-8.44548,2.9001312,0.029586792,-0.08001709,0.02243042,-15.491676,36.466408,-17.978287
1.4666205199991703E18,3.2565002,-8.4487915,2.8155365,0.06163025,-0.07147217,0.021362305,-15.66391,37.236404,-17.47551
1.466620520019312E18,3.420105,-8.34523,2.4905853,0.031723022,-0.058654785,0.005340576,-15.8361435,37.578583,-17.307854
1.4666205200394534E18,3.6637268,-8.205383,2.457611,-0.0056610107,-0.040496826,-0.0074768066,-15.66391,38.43403,-16.721344
