Time, x, y, z,,,,,,,,,,,,,,,,,,,,,
92.96127033,0.459,10.419,-0.306,,,,,,,,,,,,,,,,,,,,,
92.98783731,0.459,10.419,-0.306,,,,,,,,,,,,,,,,,,,,,
93.32807517,0.459,10.419,-0.306,,,,,,,,,,,,,,,,,,,,,
93.33846331,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.3533771,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.37726617,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.39169931,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.42354727,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.44209623,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.4681983,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.50432825,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.54903913,0.766,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
93.56890631,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.60345125,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.62475634,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.63482928,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.64774418,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.66682816,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.69097018,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.72000933,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.74354219,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.76617312,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.79852533,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
93.82375813,0.766,10.266,-0.306,,,,,,,,,,,,,,,,,,,,,
94.09985113,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.12561011,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.14616728,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.17130017,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.19142222,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.20160532,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.2193861,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.24262524,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.26651526,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.2937963,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.31707025,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.34136534,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.36178327,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.38635826,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.41351914,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.44241834,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.46403432,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.49299431,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.51630926,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.54183817,-0.153,10.266,0.153,,,,,,,,,,,,,,,,,,,,,
94.56745029,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.90945816,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.91992331,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.9302361,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.94043326,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.95055413,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.96062613,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.97111917,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.98160028,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
94.99517727,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
95.00556016,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
95.01620722,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
95.02781129,0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,,,,
95.03788328,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.0504272,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.0608561,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.07136512,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.08623815,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.09873533,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.10914922,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.11920118,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.1292541,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.13946319,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.14990616,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.16050029,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.1708653,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.18134713,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.19181228,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.20501232,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.2154243,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.22605324,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.23622227,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.24680924,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.2572372,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.26757121,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.27793717,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.28870511,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.30129218,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.31208825,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.32192516,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.3322742,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.34251618,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.35311413,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.36344624,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.37381029,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.38436913,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
95.4034822,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
96.17678523,1.072,10.113,0.306,,,,,,,,,,,,,,,,,,,,,
96.18690515,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.19724512,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.20791721,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.23894525,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.25867724,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.26879215,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.29444814,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.3048563,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.32801533,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.34869123,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.36871123,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.38872123,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.42157722,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.43165709,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.45534111,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.46508027,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.48552109,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.52548624,-0.919,10.113,-0.153,,,,,,,,,,,,,,,,,,,,,
96.55190826,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
96.57585813,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
96.59912325,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
96.62415529,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
96.64897419,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
96.92754413,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
96.93811728,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
96.99161912,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
97.04502822,-0.459,10.113,-0.459,,,,,,,,,,,,,,,,,,,,,
97.10269929,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.15069223,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.18551422,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.22778321,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.26845408,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.30044509,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.3515761,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.37185026,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.4116912,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.46340014,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.49007226,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.51516224,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.53849817,0.766,10.726,0.459,,,,,,,,,,,,,,,,,,,,,
97.56496216,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.59066416,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.61532212,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.65005208,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.69628025,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.72923018,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.77759124,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.79359628,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.80469514,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.81511308,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.82532431,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.85372711,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.88659931,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
97.91138221,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
98.1295612,0.919,9.807,-1.532,,,,,,,,,,,,,,,,,,,,,
98.13959719,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.16101123,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.18532825,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.20250727,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.23294807,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.25549818,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.27247025,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.30360724,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.32095624,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.3451543,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.37487627,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.40875722,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.43255425,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.46064926,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.48485209,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.50374127,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.53321911,0.306,9.653,-2.604,,,,,,,,,,,,,,,,,,,,,
98.56312228,0.919,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
98.58516122,0.919,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
98.61367417,0.919,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
98.62600614,0.919,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
98.98818327,0.919,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
99.01254726,0.919,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
99.03893114,0.919,10.113,-2.145,,,,,,,,,,,,,,,,,,,,,
99.06338311,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.10365726,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.15192724,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.19131113,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.20916415,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.2208562,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.25038315,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.27718426,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.30164124,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.3257053,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.35104228,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.38121415,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.40272523,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.42911125,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.45850826,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.67829824,0.612,9.807,0.306,,,,,,,,,,,,,,,,,,,,,
99.69456125,0.306,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
100.0292933,0.306,10.113,-1.225,,,,,,,,,,,,,,,,,,,,,
100.0407901,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.0646472,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.1222742,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.1494382,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.1753333,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.2037552,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.2339683,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.2605372,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.2848752,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.3120382,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.3410943,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.3522611,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.3759141,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.4001882,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.4293971,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.4566243,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.4802191,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.5074873,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.5339933,0.153,10.266,0,,,,,,,,,,,,,,,,,,,,,
100.5848641,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
100.6119993,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
100.6406362,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
100.6663003,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
100.9074361,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
100.9286652,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
100.9588852,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
100.9833701,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
101.0095301,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
101.0372121,0.459,9.653,0.153,,,,,,,,,,,,,,,,,,,,,
101.0625911,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.0877032,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.1171072,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.1425681,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.1679461,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.1975892,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.2140553,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.2402723,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.2654343,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.2939253,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.3173702,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.3458042,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.3706601,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.3973923,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.6989153,0.459,10.419,-1.072,,,,,,,,,,,,,,,,,,,,,
101.7223861,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.7500122,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.7779532,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.8293321,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.8540182,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.8915713,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.9170251,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.9448102,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.9711542,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
101.9965732,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
102.0217152,0.306,9.807,-1.072,,,,,,,,,,,,,,,,,,,,,
102.0497081,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.0598803,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.0743861,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.0996962,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.1310732,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.1541133,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.1788752,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.4239941,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.4588862,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.4895902,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.5040772,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.5338361,-0.153,9.96,-1.072,,,,,,,,,,,,,,,,,,,,,
102.5568793,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.5793083,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.6050482,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.6330762,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.6624763,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.6902073,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.7792261,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.7894032,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.8183162,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.8446102,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
102.8897092,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
103.0237722,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
103.0394333,-1.072,10.419,-1.838,,,,,,,,,,,,,,,,,,,,,
103.0703292,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.0997923,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.1329403,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.1524532,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.2075093,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.2285371,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.2549512,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.2748473,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.3044512,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.3319812,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.3849611,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.4202993,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.4450841,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.4604013,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.4711282,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.4992771,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.7509542,-0.153,9.96,-0.459,,,,,,,,,,,,,,,,,,,,,
103.7615752,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.7877352,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.8110433,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.8382521,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.8912122,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.9200661,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.9660032,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.9885533,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
103.9994392,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
104.0121482,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
104.0410812,-0.459,7.508,-1.072,,,,,,,,,,,,,,,,,,,,,
104.0696662,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.0970261,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.1286762,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.1431012,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.1740563,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.2160511,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.2262821,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.2485993,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.4539542,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.4815822,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.5080061,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.5348172,-0.612,6.435,0,,,,,,,,,,,,,,,,,,,,,
104.5594213,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.5871322,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.6116302,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.6357441,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.6523812,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.6624212,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.6792162,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.7061031,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.7315142,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.7557561,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.7796693,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.8040781,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.8303132,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.8545971,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.8796451,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.9086251,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.9254031,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
104.9358182,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
105.3025231,1.225,9.653,-0.153,,,,,,,,,,,,,,,,,,,,,
105.3155372,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.3327472,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.3533552,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.3829613,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.4012022,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.4338181,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.4674432,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.4938302,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.5160041,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.5410743,1.072,11.645,1.992,,,,,,,,,,,,,,,,,,,,,
105.5682781,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
105.5982592,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
105.6298301,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
105.6578882,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
105.6850071,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
105.7441301,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
105.7549172,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
105.7896152,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
106.0310881,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
106.0460522,-0.306,10.113,3.064,,,,,,,,,,,,,,,,,,,,,
106.0563903,0.612,11.032,1.685,,,,,,,,,,,,,,,,,,,,,
106.0670452,0.612,11.032,1.685,,,,,,,,,,,,,,,,,,,,,
106.0850463,0.612,11.032,1.685,,,,,,,,,,,,,,,,,,,,,
