time,deviceID,height,location,ax,ay,az,gx,gy,gz,mx,my,mz
1470429839981270986,1749368951,,,-0.090789794921875,9.764389038085938,-0.414154052734375,0.0546417236328125,-0.0307464599609375,0.0462646484375,1.15509033203125,-55.9356689453125,-10.6292724609375,
1470429839986306386,1749368951,,,-0.0611572265625,9.762832641601563,-0.45465087890625,0.061431884765625,-0.0330963134765625,0.0442352294921875,1.15509033203125,-55.9356689453125,-10.6292724609375,
1470429839981270986,1749368951,,,-0.0611572265625,9.762832641601563,-0.45465087890625,0.061431884765625,-0.0330963134765625,0.0442352294921875,1.4984130859375,-56.15386962890625,-10.0982666015625,
1470429839991341787,1749368951,,,-0.0806121826171875,9.76629638671875,-0.5350799560546875,0.0656585693359375,-0.0384674072265625,0.04193115234375,1.4984130859375,-56.15386962890625,-10.0982666015625,
1470429839996377187,1749368951,,,-0.052459716796875,9.755584716796875,-0.5653076171875,0.0677947998046875,-0.0420684814453125,0.0403594970703125,1.4984130859375,-56.15386962890625,-10.0982666015625,
1470429840001412587,1749368951,,,-0.06011962890625,9.727432250976563,-0.5368804931640625,0.0693511962890625,-0.04705810546875,0.041229248046875,1.4984130859375,-56.15386962890625,-10.0982666015625,
1470429840006447988,1749368951,,,-0.0706329345703125,9.741867065429688,-0.5388641357421875,0.0680694580078125,-0.0507049560546875,0.041656494140625,1.4984130859375,-56.15386962890625,-10.0982666015625,
1470429840001412587,1749368951,,,-0.0706329345703125,9.741867065429688,-0.5388641357421875,0.0680694580078125,-0.0507049560546875,0.041656494140625,1.27410888671875,-56.07757568359375,-10.02655029296875,
1470429840011483388,1749368951,,,-0.073699951171875,9.750579833984375,-0.63909912109375,0.065948486328125,-0.055206298828125,0.043365478515625,1.27410888671875,-56.07757568359375,-10.02655029296875,
1470429840016518789,1749368951,,,-0.047821044921875,9.77288818359375,-0.6568145751953125,0.063629150390625,-0.0557708740234375,0.043670654296875,1.27410888671875,-56.07757568359375,-10.02655029296875,
1470429840021554189,1749368951,,,-0.1108856201171875,9.79071044921875,-0.64300537109375,0.0594940185546875,-0.05279541015625,0.045501708984375,1.27410888671875,-56.07757568359375,-10.02655029296875,
