time,deviceID,height,location,ax,ay,az,gx,gy,gz,mx,my,mz
1470430514679583171,1749368951,,,0.0304718017578125,9.821884155273438,-1.1552886962890625,-0.0220489501953125,-0.013092041015625,0.0157623291015625,-1.06658935546875,-55.6060791015625,-4.73480224609375,
1470430514684618572,1749368951,,,0.026947021484375,9.821334838867188,-1.109893798828125,-0.0270538330078125,-0.018341064453125,0.01666259765625,-1.06658935546875,-55.6060791015625,-4.73480224609375,
1470430514689653972,1749368951,,,0.0017547607421875,9.820632934570313,-1.0720367431640625,-0.0292205810546875,-0.02056884765625,0.01666259765625,-1.06658935546875,-55.6060791015625,-4.73480224609375,
1470430514684618572,1749368951,,,0.0017547607421875,9.820632934570313,-1.0720367431640625,-0.0292205810546875,-0.02056884765625,0.01666259765625,-0.6134033203125,-55.14678955078125,-4.4677734375,
1470430514694689372,1749368951,,,0.0011749267578125,9.838027954101563,-1.1083221435546875,-0.0294952392578125,-0.0194854736328125,0.01666259765625,-0.6134033203125,-55.14678955078125,-4.4677734375,
1470430514699724773,1749368951,,,0.0021514892578125,9.88275146484375,-1.0756988525390625,-0.024658203125,-0.01953125,0.016387939453125,-0.6134033203125,-55.14678955078125,-4.4677734375,
1470430514704760173,1749368951,,,0.009521484375,9.87841796875,-1.04766845703125,-0.0212249755859375,-0.0237579345703125,0.0145263671875,-0.6134033203125,-55.14678955078125,-4.4677734375,
1470430514709795573,1749368951,,,-0.042144775390625,9.844253540039063,-1.05523681640625,-0.0168609619140625,-0.031005859375,0.0108642578125,-0.6134033203125,-55.14678955078125,-4.4677734375,
1470430514704760173,1749368951,,,-0.042144775390625,9.844253540039063,-1.05523681640625,-0.0168609619140625,-0.031005859375,0.0108642578125,0.39520263671875,-53.753662109375,-4.52728271484375,
1470430514714830974,1749368951,,,-0.0501861572265625,9.870864868164063,-1.055999755859375,-0.0126800537109375,-0.0390472412109375,0.008880615234375,0.39520263671875,-53.753662109375,-4.52728271484375,
1470430514719866374,1749368951,,,-0.0242767333984375,9.83984375,-1.09039306640625,-0.0107269287109375,-0.0453033447265625,0.00714111328125,0.39520263671875,-53.753662109375,-4.52728271484375,
1470430514724901775,1749368951,,,-0.0135040283203125,9.84637451171875,-1.103607177734375,-0.0055999755859375,-0.0485382080078125,0.004913330078125,0.39520263671875,-53.753662109375,-4.52728271484375,
1470430514729937175,1749368951,,,0.020050048828125,9.888534545898438,-1.117706298828125,-0.0037841796875,-0.05072021484375,0.0038604736328125,0.39520263671875,-53.753662109375,-4.52728271484375,
1470430514724901775,1749368951,,,0.020050048828125,9.888534545898438,-1.117706298828125,-0.0037841796875,-0.05072021484375,0.0038604736328125,0.8880615234375,-52.97088623046875,-4.73480224609375,
1470430514734972575,1749368951,,,0.027099609375,9.883285522460938,-1.141204833984375,9.46044921875E-4,-0.0490570068359375,7.171630859375E-4,0.8880615234375,-52.97088623046875,-4.73480224609375,
1470430514740007976,1749368951,,,-0.0237884521484375,9.8768310546875,-1.095733642578125,0.0091094970703125,-0.043792724609375,-0.0027618408203125,0.8880615234375,-52.97088623046875,-4.73480224609375,
1470430514745043376,1749368951,,,-0.0545501708984375,9.889389038085938,-1.0672149658203125,0.0072174072265625,-0.035797119140625,-0.0073089599609375,0.8880615234375,-52.97088623046875,-4.73480224609375,
1470430514750078777,1749368951,,,-0.0931396484375,9.863296508789063,-1.2091217041015625,0.0073394775390625,-0.022705078125,-0.0096282958984375,0.8880615234375,-52.97088623046875,-4.73480224609375,
1470430514745043376,1749368951,,,-0.0931396484375,9.863296508789063,-1.2091217041015625,0.0073394775390625,-0.022705078125,-0.0096282958984375,0.8880615234375,-54.13818359375,-4.17022705078125,
1470430514755114177,1749368951,,,-0.1054534912109375,9.795028686523438,-1.3492279052734375,0.0107421875,-0.01458740234375,-0.008544921875,0.8880615234375,-54.13818359375,-4.17022705078125,
