time,deviceID,height,location,ax,ay,az,gx,gy,gz,mx,my,mz
1470430842902104374,1749368951,,,-0.13031005859375,9.770278930664063,-0.45404052734375,0.0206756591796875,0.0426025390625,0.0307464599609375,19.40460205078125,-39.94293212890625,-11.4898681640625,
1470430842907139775,1749368951,,,-0.1338653564453125,9.772354125976563,-0.5176239013671875,0.0176849365234375,0.041595458984375,0.0438690185546875,19.40460205078125,-39.94293212890625,-11.4898681640625,
1470430842912175175,1749368951,,,-0.1459197998046875,9.748077392578125,-0.5455474853515625,0.0116729736328125,0.03814697265625,0.0589447021484375,19.40460205078125,-39.94293212890625,-11.4898681640625,
1470430842917210575,1749368951,,,-0.12445068359375,9.766937255859375,-0.551849365234375,0.0033111572265625,0.035247802734375,0.0735931396484375,19.40460205078125,-39.94293212890625,-11.4898681640625,
1470430842912175175,1749368951,,,-0.12445068359375,9.766937255859375,-0.551849365234375,0.0033111572265625,0.035247802734375,0.0735931396484375,18.975830078125,-39.105224609375,-11.21826171875,
1470430842922245976,1749368951,,,-0.0906219482421875,9.774826049804688,-0.4919281005859375,-0.0043487548828125,0.032196044921875,0.08837890625,18.975830078125,-39.105224609375,-11.21826171875,
1470430842927281376,1749368951,,,-0.0778045654296875,9.778594970703125,-0.470916748046875,-0.0106964111328125,0.03106689453125,0.1042327880859375,18.975830078125,-39.105224609375,-11.21826171875,
1470430842932316777,1749368951,,,-0.0287933349609375,9.825531005859375,-0.416290283203125,-0.01422119140625,0.029052734375,0.118377685546875,18.975830078125,-39.105224609375,-11.21826171875,
1470430842937352177,1749368951,,,0.03277587890625,9.871856689453125,-0.4098663330078125,-0.0157623291015625,0.025360107421875,0.129852294921875,18.975830078125,-39.105224609375,-11.21826171875,
1470430842932316777,1749368951,,,0.03277587890625,9.871856689453125,-0.4098663330078125,-0.0157623291015625,0.025360107421875,0.129852294921875,18.90869140625,-39.03656005859375,-10.8917236328125,
1470430842942387577,1749368951,,,0.1085662841796875,9.95068359375,-0.3746795654296875,-0.0174407958984375,0.022979736328125,0.1371307373046875,18.90869140625,-39.03656005859375,-10.8917236328125,
1470430842947422978,1749368951,,,0.159881591796875,10.008560180664063,-0.329315185546875,-0.0184783935546875,0.0234222412109375,0.141326904296875,18.90869140625,-39.03656005859375,-10.8917236328125,
1470430842952458378,1749368951,,,0.20465087890625,10.038177490234375,-0.3181610107421875,-0.0181884765625,0.0244903564453125,0.143768310546875,18.90869140625,-39.03656005859375,-10.8917236328125,
1470430842957493779,1749368951,,,0.24688720703125,10.102767944335938,-0.305145263671875,-0.014923095703125,0.025115966796875,0.1432647705078125,18.90869140625,-39.03656005859375,-10.8917236328125,
1470430842952458378,1749368951,,,0.24688720703125,10.102767944335938,-0.305145263671875,-0.014923095703125,0.025115966796875,0.1432647705078125,19.41070556640625,-39.1387939453125,-11.1846923828125,
1470430842962529179,1749368951,,,0.2816009521484375,10.142929077148438,-0.261932373046875,-0.0100860595703125,0.025115966796875,0.140106201171875,19.41070556640625,-39.1387939453125,-11.1846923828125,
1470430842967564579,1749368951,,,0.344879150390625,10.169326782226563,-0.2524261474609375,-0.003631591796875,0.0235137939453125,0.13153076171875,19.41070556640625,-39.1387939453125,-11.1846923828125,
1470430842972599980,1749368951,,,0.3506317138671875,10.193328857421875,-0.2823486328125,0.00445556640625,0.0202789306640625,0.1175079345703125,19.41070556640625,-39.1387939453125,-11.1846923828125,
1470430842977635380,1749368951,,,0.3368682861328125,10.224319458007813,-0.28680419921875,0.0137786865234375,0.01666259765625,0.1004180908203125,19.41070556640625,-39.1387939453125,-11.1846923828125,
