time,deviceID,height,location,ax,ay,az,gx,gy,gz,mx,my,mz
1470429977533283391,1749368951,,,-0.1045379638671875,9.820419311523438,-0.7526397705078125,-0.0052032470703125,-0.0286865234375,-0.0157623291015625,1.7852783203125,-55.73272705078125,-8.502197265625,
1470429977538318791,1749368951,,,-0.161224365234375,9.81365966796875,-0.8066558837890625,-0.0049285888671875,-0.031646728515625,-0.0187225341796875,1.7852783203125,-55.73272705078125,-8.502197265625,
1470429977528247990,1749368951,,,-0.161224365234375,9.81365966796875,-0.8066558837890625,-0.0049285888671875,-0.031646728515625,-0.0187225341796875,2.618408203125,-56.57196044921875,-8.85009765625,
1470429977543354191,1749368951,,,-0.14599609375,9.83514404296875,-0.86456298828125,-0.0029296875,-0.032562255859375,-0.019500732421875,2.618408203125,-56.57196044921875,-8.85009765625,
1470429977548389592,1749368951,,,-0.1266632080078125,9.810440063476563,-0.8014373779296875,-0.002166748046875,-0.032562255859375,-0.01849365234375,2.618408203125,-56.57196044921875,-8.85009765625,
1470429977553424992,1749368951,,,-0.10980224609375,9.788726806640625,-0.9050750732421875,-0.004302978515625,-0.03240966796875,-0.0173492431640625,2.618408203125,-56.57196044921875,-8.85009765625,
1470429977558460393,1749368951,,,-0.065460205078125,9.802444458007813,-0.958099365234375,-0.0057373046875,-0.0311431884765625,-0.016265869140625,2.618408203125,-56.57196044921875,-8.85009765625,
1470429977548389592,1749368951,,,-0.065460205078125,9.802444458007813,-0.958099365234375,-0.0057373046875,-0.0311431884765625,-0.016265869140625,2.47802734375,-55.86395263671875,-8.8958740234375,
1470429977563495793,1749368951,,,-0.0662841796875,9.806961059570313,-0.8995819091796875,-0.0091400146484375,-0.0290069580078125,-0.0150146484375,2.47802734375,-55.86395263671875,-8.8958740234375,
1470429977568531193,1749368951,,,-0.0655975341796875,9.839797973632813,-0.8098602294921875,-0.0134429931640625,-0.0264739990234375,-0.0130462646484375,2.47802734375,-55.86395263671875,-8.8958740234375,
1470429977573566594,1749368951,,,-0.0334930419921875,9.841629028320313,-0.8575592041015625,-0.0176849365234375,-0.0225982666015625,-0.011627197265625,2.47802734375,-55.86395263671875,-8.8958740234375,
1470429977578601994,1749368951,,,0.0244293212890625,9.822174072265625,-0.8354644775390625,-0.0213623046875,-0.02069091796875,-0.0088348388671875,2.47802734375,-55.86395263671875,-8.8958740234375,
1470429977568531193,1749368951,,,0.0244293212890625,9.822174072265625,-0.8354644775390625,-0.0213623046875,-0.02069091796875,-0.0088348388671875,1.8890380859375,-54.0557861328125,-8.6822509765625,
1470429977583637394,1749368951,,,0.073089599609375,9.818984985351563,-0.787933349609375,-0.022735595703125,-0.01953125,-0.0074615478515625,1.8890380859375,-54.0557861328125,-8.6822509765625,
