time,deviceID,height,location,ax,ay,az,gx,gy,gz,mx,my,mz
1470430306334846453,1749368951,,,0.2551727294921875,9.992340087890625,-0.23223876953125,0.018890380859375,-0.0522613525390625,-0.044464111328125,-12.85552978515625,-50.7843017578125,20.2117919921875,
1470430306339881853,1749368951,,,0.230804443359375,9.999221801757813,-0.309814453125,0.0175018310546875,-0.048095703125,-0.05633544921875,-12.85552978515625,-50.7843017578125,20.2117919921875,
1470430306344917253,1749368951,,,0.161590576171875,9.999038696289063,-0.4039306640625,0.0121002197265625,-0.0419158935546875,-0.0682525634765625,-12.85552978515625,-50.7843017578125,20.2117919921875,
1470430306339881853,1749368951,,,0.161590576171875,9.999038696289063,-0.4039306640625,0.0121002197265625,-0.0419158935546875,-0.0682525634765625,-12.48779296875,-51.63726806640625,20.33843994140625,
1470430306349952654,1749368951,,,0.0831298828125,9.984771728515625,-0.478668212890625,0.0015411376953125,-0.0366058349609375,-0.0776824951171875,-12.48779296875,-51.63726806640625,20.33843994140625,
1470430306354988054,1749368951,,,0.036376953125,9.963272094726563,-0.6435089111328125,-0.0131378173828125,-0.0340576171875,-0.084381103515625,-12.48779296875,-51.63726806640625,20.33843994140625,
1470430306360023455,1749368951,,,-0.0330657958984375,9.978286743164063,-0.779632568359375,-0.029510498046875,-0.0395050048828125,-0.090850830078125,-12.48779296875,-51.63726806640625,20.33843994140625,
1470430306365058855,1749368951,,,-0.144989013671875,9.92987060546875,-0.817230224609375,-0.0486907958984375,-0.0531158447265625,-0.092681884765625,-12.48779296875,-51.63726806640625,20.33843994140625,
1470430306360023455,1749368951,,,-0.144989013671875,9.92987060546875,-0.817230224609375,-0.0486907958984375,-0.0531158447265625,-0.092681884765625,-12.30621337890625,-51.81884765625,20.513916015625,
1470430306370094255,1749368951,,,-0.1990814208984375,9.8798828125,-0.782501220703125,-0.069183349609375,-0.0713043212890625,-0.0876007080078125,-12.30621337890625,-51.81884765625,20.513916015625,
1470430306375129656,1749368951,,,-0.242919921875,9.840927124023438,-0.74859619140625,-0.0912933349609375,-0.088592529296875,-0.0772247314453125,-12.30621337890625,-51.81884765625,20.513916015625,
1470430306380165056,1749368951,,,-0.3200225830078125,9.812164306640625,-0.72271728515625,-0.118438720703125,-0.1067657470703125,-0.062774658203125,-12.30621337890625,-51.81884765625,20.513916015625,
1470430306385200457,1749368951,,,-0.3448944091796875,9.779632568359375,-0.510498046875,-0.14862060546875,-0.1214141845703125,-0.043792724609375,-12.30621337890625,-51.81884765625,20.513916015625,
1470430306380165056,1749368951,,,-0.3448944091796875,9.779632568359375,-0.510498046875,-0.14862060546875,-0.1214141845703125,-0.043792724609375,-12.738037109375,-50.9490966796875,20.3033447265625,
1470430306390235857,1749368951,,,-0.3668212890625,9.73162841796875,-0.2176666259765625,-0.1767120361328125,-0.1304473876953125,-0.018341064453125,-12.738037109375,-50.9490966796875,20.3033447265625,
1470430306395271257,1749368951,,,-0.3445587158203125,9.75787353515625,0.0351715087890625,-0.197906494140625,-0.130828857421875,0.0103759765625,-12.738037109375,-50.9490966796875,20.3033447265625,
