Time, x, y, z,,,,
17.95423507,10.417969,-3.5590973,-5.364609,,,,
17.95912503,10.488312,-4.889847,-4.179489,,,,
17.96487402,10.488312,-4.889847,-4.179489,,,,
17.9733262,11.112747,-6.2325287,-2.6277924,,,,
17.97881412,11.279938,-6.6889343,-2.225357,,,,
17.98461317,11.437088,-7.058853,-1.8599854,,,,
17.98942613,11.096283,-7.0523376,-2.120575,,,,
17.99415516,10.426788,-6.753296,-2.273697,,,,
17.99838017,9.770035,-6.446396,-2.1877594,,,,
18.00388717,8.999847,-6.150406,-1.7202301,,,,
18.00878405,8.317429,-6.004608,-1.1632538,,,,
18.01316809,7.7564697,-5.993271,-0.59568787,,,,
18.0178542,7.3192596,-6.06015,-0.07632446,,,,
18.02340602,7.06781,-6.1489105,0.14778137,,,,
18.02876519,6.7093353,-6.233322,0.2814026,,,,
18.03669309,6.353012,-6.3554993,0.48921204,,,,
18.04172801,6.090439,-6.5949097,0.73812866,,,,
18.046638,6.134598,-6.8230286,0.73161316,,,,
18.05156206,6.134598,-6.8230286,0.73161316,,,,
18.05645107,6.3357544,-7.0912476,0.5987091,,,,
18.06112408,6.7364807,-7.7657776,0.1341095,,,,
18.06591701,7.000305,-8.148254,-0.06944275,,,,
18.07063006,7.000305,-8.148254,-0.06944275,,,,
18.0756781,7.2634277,-8.469147,-0.05747986,,,,
18.08959316,7.514282,-9.170975,-0.13873291,,,,
18.15025305,7.739105,-9.904678,-0.21118164,,,,
18.17834019,6.1473236,-5.1275177,-2.8020325,,,,
18.20437907,5.760849,-3.171585,-2.9958649,,,,
18.22407316,5.5469666,-2.6320038,-2.6953278,,,,
18.23410319,5.331833,-2.4676971,-3.0528412,,,,
18.24415921,5.7259827,-2.359726,-3.196457,,,,
18.25468301,5.7244873,-2.3184357,-3.157074,,,,
18.2632501,5.9513855,-2.3483734,-3.1228027,,,,
18.27442407,6.3224335,-2.601181,-3.117096,,,,
18.28725599,6.477768,-3.013031,-3.1036377,,,,
18.29718803,6.446884,-3.4354095,-3.1079407,,,,
18.30660318,6.477768,-4.034668,-3.3277435,,,,
18.31307816,6.134445,-4.488861,-3.3769379,,,,
18.31947302,5.944214,-4.88385,-3.5852966,,,,
18.32589315,5.4504395,-5.678772,-3.8213196,,,,
18.33092021,5.431488,-5.90921,-3.9887848,,,,
18.33687614,5.431488,-5.90921,-3.9887848,,,,
18.34384822,5.434311,-6.0467377,-4.126602,,,,
18.34889006,5.6443024,-5.6316376,-4.485855,,,,
18.35367202,5.6443024,-5.6316376,-4.485855,,,,
18.35894608,5.819687,-5.325699,-4.625229,,,,
18.36360001,6.093277,-4.871582,-5.016922,,,,
18.36819004,6.093277,-4.871582,-5.016922,,,,
18.37282108,6.2494965,-4.6857452,-5.0242157,,,,
18.37765812,6.374069,-4.540207,-5.1158447,,,,
18.38468002,6.5231323,-4.4661255,-5.141449,,,,
18.39730619,7.011383,-4.468033,-5.2187805,,,,
18.40178703,7.4762726,-4.5747833,-5.274658,,,,
18.415982,7.729355,-4.6226807,-5.272705,,,,
18.4290111,8.4938965,-5.1215363,-5.5159454,,,,
18.44311618,8.94162,-6.00531,-5.2863464,,,,
18.45243715,8.791916,-6.470154,-5.2175903,,,,
18.46341418,8.535278,-6.754257,-5.6129303,,,,
18.4727261,8.112091,-6.9930573,-6.8071747,,,,
18.48218011,8.044739,-6.9921722,-7.29541,,,,
18.51083516,8.176147,-6.361435,-9.031937,,,,
18.53500914,10.362289,-7.4044495,-5.304764,,,,
18.55493402,11.282928,-8.286179,-2.9447327,,,,
18.57500504,8.40831,-7.0371857,-0.5401306,,,,
18.58853601,6.333954,-5.702881,0.3490448,,,,
18.59723805,6.1642303,-5.053589,0.4597931,,,,
18.60935902,7.010788,-4.8753204,0.23873901,,,,
18.61846112,7.7212677,-4.8999023,0.19203186,,,,
18.62762116,9.716736,-4.7478027,-0.25309753,,,,
18.63624906,10.218979,-4.906143,-0.44197083,,,,
18.644495,10.849625,-5.357422,-0.545105,,,,
18.80946802,10.881058,-5.5400085,-0.65434265,,,,
18.82728504,5.72435,-3.0166016,-4.2522583,,,,
18.83991121,6.4255524,-2.961441,-3.01503,,,,
18.8481202,6.3951874,-3.0216522,-3.3008575,,,,
18.85945915,6.621933,-3.0737,-3.03508,,,,
18.86762904,6.9518127,-2.9898682,-3.0078583,,,,
18.87561606,7.5463104,-2.6477203,-3.3287506,,,,
18.88382219,7.690155,-2.6058044,-3.396698,,,,
18.89335202,7.7457733,-2.7960663,-3.3094788,,,,
18.90126108,8.004349,-3.1401672,-3.067093,,,,
18.91233515,8.009537,-3.517395,-2.7712708,,,,
18.92136716,8.010315,-3.747528,-2.6881409,,,,
18.930377,8.11058,-4.3466797,-3.0835724,,,,
18.93784403,8.11058,-4.3466797,-3.0835724,,,,
18.9454832,8.11058,-4.3466797,-3.0835724,,,,
18.9522941,8.11058,-4.3466797,-3.0835724,,,,
18.96172999,8.11058,-4.3466797,-3.0835724,,,,
18.96908211,8.11058,-4.3466797,-3.0835724,,,,
18.97570204,8.11058,-4.3466797,-3.0835724,,,,
18.98078512,8.11058,-4.3466797,-3.0835724,,,,
18.98568605,8.11058,-4.3466797,-3.0835724,,,,
18.99074506,8.11058,-4.3466797,-3.0835724,,,,
18.99577307,8.11058,-4.3466797,-3.0835724,,,,
19.00544905,8.11058,-4.3466797,-3.0835724,,,,
19.01518606,8.11058,-4.3466797,-3.0835724,,,,
19.060189,8.11058,-4.3466797,-3.0835724,,,,
19.06786703,10.272186,-5.0946045,-5.169739,,,,
19.07376408,10.60611,-5.7925262,-3.9431458,,,,
19.07959413,10.60611,-5.7925262,-3.9431458,,,,
19.08594202,11.05452,-6.4336243,-3.0924988,,,,
19.09109401,10.994812,-6.5177,-3.2988129,,,,
19.10199212,10.050812,-6.160736,-3.1811676,,,,
19.1078112,9.348404,-5.9393616,-2.4139557,,,,
19.11447,8.718567,-5.735794,-1.5084076,,,,
19.12101316,7.7820435,-5.701233,-0.14427185,,,,
19.1287701,7.372711,-5.79039,0.25456238,,,,
19.13665318,7.0176697,-5.8106384,0.5454254,,,,
19.14412021,6.4881287,-5.8946075,0.72787476,,,,
19.15179013,6.233673,-5.9010315,0.8019562,,,,
19.15734314,6.0723267,-6.229706,0.9118805,,,,
19.16348504,6.1339874,-6.472946,1.050415,,,,
19.16835307,6.2962494,-6.786209,1.0230255,,,,
19.17366003,6.544098,-7.167877,0.8501587,,,,
19.17897104,7.001663,-7.972534,0.39678955,,,,
19.18420004,7.001663,-7.972534,0.39678955,,,,
19.18938803,7.2200317,-8.380096,-0.026779175,,,,
19.19406222,7.2830048,-8.973648,-0.42518616,,,,
19.19874,7.2830048,-8.973648,-0.42518616,,,,
19.20341705,7.1933136,-9.195084,-0.37825012,,,,
19.20837211,7.3336334,-9.4652405,-0.29753113,,,,
19.21340918,7.5576935,-9.64888,-0.23648071,,,,
19.21814012,7.9308167,-9.80101,-0.26583862,,,,
19.22287821,8.03894,-9.808884,-0.4602356,,,,
19.22758817,7.862274,-9.548752,-0.6911926,,,,
19.23200916,7.6400146,-9.1819,-1.0450134,,,,
19.23695516,7.6400146,-9.1819,-1.0450134,,,,
19.24211811,7.2426147,-8.133514,-1.9630432,,,,
19.24767303,6.9712677,-7.531143,-2.356903,,,,
19.2524402,6.80513,-6.909256,-2.704895,,,,
19.25822901,6.5626526,-6.453644,-2.965332,,,,
19.26407503,6.3980255,-6.014801,-2.9889832,,,,
19.26877808,6.231735,-5.635971,-3.0874634,,,,
19.27382516,6.180542,-5.1460876,-3.1500244,,,,
19.27858519,6.043289,-4.693466,-3.3257446,,,,
19.28352403,5.9943542,-4.336746,-3.6457062,,,,
19.28807401,5.854553,-3.9314728,-3.7550201,,,,
19.29304122,5.7042847,-3.510147,-3.6328888,,,,
19.29776715,5.545471,-3.1135101,-3.2569122,,,,
19.30216621,5.38678,-2.868988,-3.0328064,,,,
19.30718707,5.38678,-2.868988,-3.0328064,,,,
19.42105221,5.323059,-2.5348816,-2.816269,,,,
19.45388721,5.5894775,-5.851364,-4.264801,,,,
19.46207999,5.5523834,-5.2385254,-4.942093,,,,
19.46893119,5.7131042,-5.051483,-5.0523834,,,,
19.47600101,6.031311,-4.6110077,-5.1818695,,,,
19.48526811,6.164261,-4.4389343,-5.162781,,,,
19.49524902,6.8611145,-4.1384735,-5.0178223,,,,
19.50324415,7.1584015,-4.1384735,-4.963913,,,,
19.51123308,7.496628,-4.2983246,-4.8099213,,,,
19.518687,7.678177,-4.421814,-4.847641,,,,
19.526659,7.8660736,-4.8264008,-5.0822906,,,,
19.53384708,8.298279,-5.4714813,-5.283783,,,,
19.54184317,8.548691,-5.773361,-5.2739105,,,,
19.54901408,8.69223,-6.2937927,-4.9667816,,,,
19.55617618,8.790588,-6.563553,-4.9841156,,,,
19.56251811,8.716919,-6.901169,-5.131424,,,,
19.56907319,8.356049,-7.3040924,-5.948349,,,,
19.57567905,8.153397,-7.357071,-6.606018,,,,
19.58483004,7.868744,-7.137863,-7.9573517,,,,
19.59179305,7.721115,-6.892517,-8.479248,,,,
19.59834813,7.7967224,-6.425644,-9.123383,,,,
19.60421919,7.868759,-6.2570343,-9.244537,,,,
19.60919308,8.257263,-5.9996643,-9.281967,,,,
19.61477708,8.543457,-5.8768005,-9.078033,,,,
19.61942004,8.999954,-5.8812866,-8.263794,,,,
19.62439417,8.999954,-5.8812866,-8.263794,,,,
19.62976121,10.332596,-6.8482666,-5.6202087,,,,
19.63523315,10.92836,-7.4953766,-4.583618,,,,
19.63984703,11.294754,-8.059341,-3.7479858,,,,
19.64528202,11.350891,-8.461365,-3.1623077,,,,
19.6502242,11.086151,-8.621506,-2.5970612,,,,
19.654886,10.643066,-8.537094,-2.0520172,,,,
19.65989803,9.908005,-8.190231,-1.4252777,,,,
19.66519403,9.061615,-7.6384583,-0.79281616,,,,
19.66999911,8.161179,-7.011627,-0.20953369,,,,
19.67444014,7.3865356,-6.4322815,0.19664001,,,,
19.67922114,7.3865356,-6.4322815,0.19664001,,,,
19.6845622,6.3785553,-5.7901306,0.69615173,,,,
19.68900203,6.116928,-5.5534973,0.7280121,,,,
19.69407104,6.116928,-5.5534973,0.7280121,,,,
19.69886803,6.043808,-5.2322845,0.65896606,,,,
19.70421719,6.245346,-5.180969,0.6434479,,,,
19.708683,6.675812,-5.15625,0.65138245,,,,
19.71347403,6.675812,-5.15625,0.65138245,,,,
19.71822022,7.2332,-5.280792,0.59690857,,,,
19.72320103,8.578171,-5.643158,0.7506256,,,,
19.72822117,8.578171,-5.643158,0.7506256,,,,
19.73312305,9.378235,-5.864502,0.7648468,,,,
19.73794102,10.199432,-5.971985,0.6193695,,,,
19.74269413,10.858322,-6.0467377,-0.074539185,,,,
19.74813413,10.858322,-6.0467377,-0.074539185,,,,
19.75386619,10.923981,-6.153061,-0.43499756,,,,
19.7593851,10.863235,-6.1362915,-1.055481,,,,
19.76445507,10.863235,-6.1362915,-1.055481,,,,
19.76923322,10.398956,-6.1307983,-1.3225098,,,,
19.77461599,9.426224,-6.1692505,-1.335083,,,,
19.77902817,9.163101,-6.1526337,-1.2529144,,,,
19.78395604,9.163101,-6.1526337,-1.2529144,,,,
19.78877806,9.0056305,-6.089035,-1.0366364,,,,
19.79353618,8.715561,-5.7088623,-0.78248596,,,,
19.79851221,8.715561,-5.7088623,-0.78248596,,,,
19.80355,8.581009,-5.574463,-0.76750183,,,,
19.8102281,8.398117,-5.4437866,-0.9805145,,,,
19.81584119,7.897461,-5.243973,-1.4153137,,,,
19.82172011,7.538452,-5.0822906,-1.6070557,,,,
19.82783412,7.2680664,-4.9512177,-1.770935,,,,
19.83409904,6.5895996,-4.7132263,-1.9158325,,,,
19.83862518,6.5895996,-4.7132263,-1.9158325,,,,
19.84354018,6.3430634,-4.5434723,-1.9049835,,,,
19.84961199,5.880432,-4.3956146,-2.1184845,,,,
19.85458206,5.880432,-4.3956146,-2.1184845,,,,
19.86081122,5.612381,-4.193115,-2.3619995,,,,
19.86637806,5.4539185,-4.0428314,-2.4357605,,,,
19.87116503,5.210205,-3.9468842,-2.54805,,,,
19.87667417,5.1087646,-3.8346252,-2.6713104,,,,
19.8814752,4.9229736,-3.7717743,-2.8488922,,,,
19.88600515,4.734665,-3.689972,-3.0782318,,,,
19.89081406,4.807892,-3.6924438,-3.2565918,,,,
19.89677404,4.7915497,-3.6023407,-3.4617004,,,,
19.90193914,4.7559357,-3.4845428,-3.5962067,,,,
19.90648817,4.769562,-3.3721466,-3.6975555,,,,
19.97891616,6.206131,-3.6406555,-2.088852,,,,
19.98624109,6.1280212,-3.5316467,-2.0597382,,,,
19.99267601,6.459793,-3.2277985,-2.5021515,,,,
20.00323009,6.6865845,-3.2622833,-2.7918549,,,,
20.01078915,7.10553,-3.371704,-3.3710938,,,,
20.01912617,7.244568,-3.49234,-3.4101715,,,,
20.02680301,7.6254883,-3.7021484,-3.464676,,,,
20.03500818,7.8884735,-3.808899,-3.5953064,,,,
20.04553722,8.30307,-4.0447845,-3.8571014,,,,
20.0527532,8.561401,-4.1568756,-4.1553955,,,,
20.05933618,9.02092,-4.2641296,-5.393265,,,,
20.06634115,9.177155,-4.385742,-5.7265167,,,,
20.07589506,9.477249,-4.843445,-5.411911,,,,
20.08223008,9.578293,-5.5523224,-5.5921326,,,,
20.08938908,9.454514,-5.728607,-5.519226,,,,
20.0955131,9.42923,-5.6932983,-5.100891,,,,
20.1005001,9.42923,-5.6932983,-5.100891,,,,
20.10877108,9.740845,-5.3586273,-4.8629,,,,
20.11404609,9.888397,-5.1618805,-4.925461,,,,
20.11901521,9.6779785,-5.0023956,-4.9239655,,,,
20.12416815,10.149185,-4.82135,-5.104553,,,,
20.12923121,10.312744,-4.6665344,-5.315216,,,,
20.13411712,10.303314,-4.4851227,-5.625946,,,,
20.13977121,10.332657,-4.2582245,-5.955826,,,,
20.14487218,10.438339,-4.102539,-6.293869,,,,
20.14958905,10.38324,-4.136688,-6.532074,,,,
20.15436815,10.38324,-4.136688,-6.532074,,,,
20.15940212,10.377853,-4.327362,-6.59433,,,,
20.16448711,10.4913025,-4.5640106,-6.4352417,,,,
20.16943621,10.433289,-4.947586,-6.1168365,,,,
20.17482614,10.445023,-5.3977203,-5.5923004,,,,
20.17956709,10.737381,-5.95372,-4.9158936,,,,
20.18461012,11.119186,-6.493149,-4.140869,,,,
20.189049,11.543579,-7.0402985,-3.6102295,,,,
20.19440602,11.792633,-7.378311,-3.328476,,,,
20.19923209,11.7829895,-7.501663,-3.272461,,,,
20.20381617,11.368546,-7.3021393,-3.1096191,,,,
20.20916819,10.651459,-6.8421936,-2.7409668,,,,
20.2141261,9.813843,-6.4711914,-2.0710144,,,,
20.21896314,9.069397,-6.1644745,-1.2177429,,,,
20.22352122,8.42131,-5.8681183,-0.47235107,,,,
20.22882318,7.7163544,-5.704529,0.06422424,,,,
20.23381113,7.155075,-5.6588593,0.33288574,,,,
20.23816108,6.75029,-5.6169434,0.44999695,,,,
20.24301313,6.75029,-5.6169434,0.44999695,,,,
20.24777602,6.091934,-5.4490356,0.49049377,,,,
20.2533121,5.7873383,-5.416092,0.5316467,,,,
20.25772308,5.746048,-5.496353,0.5370331,,,,
20.26229714,5.746048,-5.496353,0.5370331,,,,
20.26718115,6.1579437,-5.986664,0.3978424,,,,
20.27239918,6.438431,-6.362335,0.29725647,,,,
20.27774714,6.438431,-6.362335,0.29725647,,,,
20.28260612,6.7826843,-6.8071594,0.057785034,,,,
20.28782701,7.50531,-7.866562,-0.46203613,,,,
20.29223799,7.696594,-8.30481,-0.61006165,,,,
20.29718613,7.696594,-8.30481,-0.61006165,,,,
20.30223917,7.844467,-8.803528,-0.76153564,,,,
20.30713009,8.248199,-9.662308,-0.77656555,,,,
20.31191014,8.248199,-9.662308,-0.77656555,,,,
20.3168671,8.485825,-9.979233,-0.59181213,,,,
20.32160615,8.661987,-10.130829,-0.54481506,,,,
20.32686709,8.49147,-9.930969,-0.68374634,,,,
20.33170318,8.49147,-9.930969,-0.68374634,,,,
20.33667802,8.17543,-9.613602,-0.9910126,,,,
20.34141301,7.4301605,-8.528275,-1.6588287,,,,
20.34643601,7.4301605,-8.528275,-1.6588287,,,,
20.35130214,7.173477,-7.9120636,-1.9583282,,,,
20.36328315,6.8930054,-7.3896027,-2.2317047,,,,
20.3706572,6.593338,-6.150406,-2.5236511,,,,
20.37632822,6.1952972,-5.260498,-2.8305206,,,,
20.38072418,6.214813,-4.8197937,-3.1299896,,,,
20.38597106,6.212082,-4.3949585,-3.3048706,,,,
20.39085101,6.040146,-3.9946442,-3.3543396,,,,
20.39590906,5.957382,-3.6148224,-3.256897,,,,
20.40055322,6.066925,-3.3062897,-3.2742615,,,,
20.40761708,6.0109863,-2.9575043,-3.2569122,,,,
20.41333722,5.712036,-2.5162659,-3.1228027,,,,
20.419461,5.712036,-2.5162659,-3.1228027,,,,
20.42515515,5.463867,-2.2391357,-2.9258575,,,,
20.43106817,5.4655457,-2.216217,-2.7909698,,,,
20.43664717,5.6245117,-2.222641,-2.8500824,,,,
20.4422841,5.806198,-2.23732,-3.0392761,,,,
20.44760822,6.0186005,-2.1035004,-3.2223358,,,,
20.45243215,6.0186005,-2.1035004,-3.2223358,,,,
20.4573512,6.1139374,-1.9894562,-3.3034515,,,,
20.46213602,6.156143,-1.9400635,-3.426941,,,,
20.46724915,6.1807404,-1.8782501,-3.4615479,,,,
20.53805303,6.1148376,-1.8405304,-3.4303741,,,,
20.54718517,5.350296,-5.7010803,-3.9070892,,,,
20.55706309,5.3354034,-5.7526703,-4.1867523,,,,
20.56659221,5.505005,-5.501541,-4.3461,,,,
20.576133,5.7693787,-4.978897,-4.837158,,,,
20.58377217,6.1164246,-4.4583893,-5.138565,,,,
20.59033107,6.4917145,-4.1586914,-5.0699005,,,,
20.59740614,6.4917145,-4.1586914,-5.0699005,,,,
20.60312699,6.8166656,-4.0167084,-5.07695,,,,
20.61016416,7.179474,-3.9838562,-5.243973,,,,
20.61613106,7.179474,-3.9838562,-5.243973,,,,
20.62175011,7.4325714,-4.042679,-5.4026337,,,,
20.62741422,7.5800323,-4.140991,-5.4967957,,,,
20.63433312,7.7154846,-4.2641144,-5.61203,,,,
20.64446806,8.244492,-5.0903015,-5.700241,,,,
20.65239619,8.244492,-5.0903015,-5.700241,,,,
20.65963506,8.409042,-5.8517914,-5.6617126,,,,
20.66703414,8.432983,-5.9543304,-5.6026,,,,
20.67605018,8.632858,-6.0226746,-5.350067,,,,
20.6818962,8.599716,-6.2045746,-5.375992,,,,
20.68844818,8.558701,-6.2845154,-5.7678375,,,,
20.69487404,8.495178,-6.3701935,-6.3444977,,,,
20.70518517,8.305527,-6.413559,-7.570938,,,,
20.71172403,8.0772705,-6.1835175,-8.33696,,,,
20.71755122,8.264969,-6.1163025,-8.976776,,,,
20.72443913,8.233322,-5.8504486,-9.5408325,,,,
20.7294011,8.504532,-5.269272,-8.954498,,,,
20.73436402,8.504532,-5.269272,-8.954498,,,,
20.739367,8.953049,-5.370407,-8.12355,,,,
20.74436616,9.550964,-5.9568787,-6.9211884,,,,
20.74952411,10.953232,-7.674301,-4.790909,,,,
20.75482821,10.953232,-7.674301,-4.790909,,,,
20.75985002,11.225006,-8.320679,-4.1736603,,,,
20.76489805,11.24147,-8.729584,-3.7074127,,,,
20.77001118,11.24147,-8.729584,-3.7074127,,,,
20.7753272,10.7556305,-8.457474,-3.1533356,,,,
20.78116607,9.040237,-7.844055,-1.5739441,,,,
20.78648304,8.324036,-7.7091064,-0.92437744,,,,
20.79273008,7.855255,-7.494766,-0.4741516,,,,
20.79847502,7.3822784,-7.0878143,-0.19606018,,,,
20.80471705,6.9016266,-6.6352997,-0.023010254,,,,
20.81055116,6.403702,-6.151291,0.13951111,,,,
20.81443619,5.9647064,-5.4542694,0.42314148,,,,
20.81792616,5.9647064,-5.4542694,0.42314148,,,,
20.82420014,6.06073,-5.2995605,0.47703552,,,,
20.83008312,6.272293,-5.1814117,0.40711975,,,,
20.84276318,7.100586,-5.1155396,0.2926178,,,,
20.8499062,8.527283,-5.1230316,0.36460876,,,,
20.85679006,9.226456,-4.875839,0.14659119,,,,
20.86540603,9.94873,-4.9392395,-0.39154053,,,,
20.87233614,10.704025,-5.364914,-0.8864746,,,,
20.88873719,10.6297455,-5.442749,-0.9830475,,,,
20.90164613,9.641113,-5.3687744,-1.2411194,,,,
20.91195821,8.184525,-5.1969757,-1.125534,,,,
20.92264699,8.051758,-5.300995,-0.614563,,,,
20.9301021,7.847458,-5.164337,-0.545105,,,,
20.93806504,7.6585693,-5.0323334,-0.7100525,,,,
20.9450662,7.094406,-4.8910065,-1.3824921,,,,
20.95180511,6.8691864,-4.8652954,-1.6529999,,,,
20.95866512,6.229187,-4.8013763,-1.8775177,,,,
20.9645841,5.9649506,-4.7920837,-1.9452362,,,,
20.97121119,5.796921,-4.844055,-2.0762787,,,,
20.977391,5.5911407,-4.8369446,-2.2820587,,,,
20.98559712,5.3696136,-4.8331146,-2.5462494,,,,
20.99168419,5.2509155,-4.7276,-3.1383667,,,,
20.99694704,5.1403046,-4.4674683,-3.5691223,,,,
21.00183915,5.1403046,-4.4674683,-3.5691223,,,,
21.00676416,5.053787,-4.2568817,-3.802765,,,,
21.01170205,4.9860992,-4.125122,-3.8680267,,,,
21.01663922,4.8384094,-4.0477753,-3.8891296,,,,
21.02146815,4.884964,-4.003479,-3.9875946,,,,
21.02634501,4.874481,-3.9427032,-4.1348877,,,,
21.0312302,4.841736,-3.8329926,-4.2712555,,,,
21.03643321,4.949173,-3.6930542,-4.427948,,,,
21.09025811,5.113968,-3.5704193,-4.425995,,,,
21.10576915,6.474655,-3.0733948,-3.1590118,,,,
21.12264513,7.0673523,-2.961441,-3.2221832,,,,
21.14040302,7.5781097,-2.9619446,-3.2230377,,,,
21.15167712,8.03479,-3.5120544,-2.722992,,,,
21.15863918,8.03186,-3.6547394,-2.8114777,,,,
21.16667699,8.040085,-4.13385,-3.2875824,,,,
21.17480206,8.125549,-4.757538,-3.813095,,,,
21.18240117,8.17186,-5.100403,-4.1387787,,,,
21.18792819,8.245438,-5.452469,-4.360153,,,,
21.19408916,8.620392,-5.9393463,-5.0003204,,,,
21.20068907,8.718994,-6.0243073,-5.3043213,,,,
21.20641922,8.91568,-6.103546,-5.539276,,,,
21.2111411,9.088562,-6.144699,-5.712158,,,,
21.21585821,9.23613,-6.112091,-5.7830963,,,,
21.22187208,9.33429,-5.9804993,-5.733963,,,,
21.23209404,9.654938,-5.6519775,-5.326004,,,,
21.23787903,9.805206,-5.335861,-5.1134644,,,,
21.24408506,9.976608,-4.909561,-4.9294586,,,,
21.24875902,10.272186,-4.4089355,-4.9697723,,,,
21.2534871,10.529968,-4.0324554,-5.0328217,,,,
21.25812601,10.79245,-3.8106995,-5.1071777,,,,
21.26308321,11.109909,-3.583496,-4.962723,,,,
21.26780914,11.109909,-3.583496,-4.962723,,,,
21.27252101,11.2526245,-3.47641,-4.9397125,,,,
21.27732109,11.310928,-3.4380035,-5.0673523,,,,
21.28191422,11.189224,-3.332489,-5.344864,,,,
21.28678321,11.257935,-3.5049133,-5.6427,,,,
21.29145907,10.947449,-3.7094269,-5.7011414,,,,
21.29650401,10.814301,-4.074417,-5.5418396,,,,
21.3015952,11.087936,-4.74263,-5.083191,,,,
21.30645918,11.271408,-5.689102,-4.2422028,,,,
21.3120551,11.6545105,-6.598755,-3.4021454,,,,
21.31884908,11.781509,-7.1529083,-2.7833252,,,,
21.32995605,10.309433,-7.0701447,-2.1827087,,,,
21.33504008,9.511841,-6.8613434,-1.7679443,,,,
21.34032105,9.511841,-6.8613434,-1.7679443,,,,
21.3467071,8.173752,-6.412033,-0.6516876,,,,
21.35180305,7.728409,-6.2485657,-0.28959656,,,,
21.35862922,7.728409,-6.2485657,-0.28959656,,,,
21.36419105,6.953903,-5.922577,0.10128784,,,,
21.37012218,6.1720123,-5.7103577,0.24935913,,,,
21.42979216,6.5183563,-7.0840607,-0.1736145,,,,
21.43503212,7.754547,-10.162506,-1.1686554,,,,
21.4400711,7.7217255,-10.383194,-0.7128906,,,,
21.44554018,7.7217255,-10.383194,-0.7128906,,,,
21.45228004,7.6192474,-10.045334,-0.645874,,,,
21.45775508,7.3762817,-9.587814,-0.8483429,,,,
21.46331715,7.1803894,-9.03009,-1.1343384,,,,
21.4687941,6.9729156,-8.465103,-1.601059,,,,
21.47479819,6.7272644,-7.2192535,-2.4810638,,,,
21.48036002,6.7272644,-7.2192535,-2.4810638,,,,
21.48577308,6.7072296,-6.674942,-2.7409668,,,,
21.491091,6.1178284,-5.676239,-3.3197632,,,,
21.50209116,6.1178284,-5.676239,-3.3197632,,,,
21.51028799,5.810196,-4.567688,-3.941391,,,,
21.51751613,5.859787,-4.1115417,-3.817276,,,,
21.52434706,5.3929596,-3.5090942,-2.903061,,,,
21.53145408,5.4490204,-3.3509216,-2.592453,,,,
21.53804611,5.745743,-3.29953,-2.2571106,,,,
21.54480218,5.913681,-3.198227,-2.1832886,,,,
21.55123614,5.863968,-3.1057281,-2.0164032,,,,
21.55711221,5.804123,-2.8713531,-1.9568176,,,,
21.56273507,5.8512573,-2.7728577,-2.055313,,,,
21.56803512,5.8512573,-2.7728577,-2.055313,,,,
21.57471799,6.0106506,-2.5651093,-2.4962463,,,,
21.58090805,5.9994354,-2.209488,-2.85083,,,,
21.58688807,5.9994354,-2.209488,-2.85083,,,,
21.84557103,5.85141,-1.941864,-2.8455963,,,,
21.88324307,9.530853,-8.219803,-6.0779724,,,,
21.91516422,9.064606,-7.843521,-2.2274475,,,,
21.93261408,6.0539246,-5.7613983,-0.09069824,,,,
21.9396932,5.941223,-5.2427673,-0.07662964,,,,
21.9476292,6.1837006,-4.4098206,-0.13320923,,,,
21.95505404,6.666519,-4.228134,-0.2761383,,,,
21.9611051,8.12825,-4.2803802,-0.5831299,,,,
21.9708042,9.551346,-4.9342957,-0.89549255,,,,
21.97633218,10.330063,-5.338318,-1.003952,,,,
21.98151301,10.857712,-5.7435913,-1.0345459,,,,
21.98633002,11.262726,-6.044876,-0.9752655,,,,
21.99180817,11.262726,-6.044876,-0.9752655,,,,
21.99748014,11.382294,-6.4383698,-0.9253845,,,,
22.00211214,10.990463,-6.463669,-0.88830566,,,,
22.00979613,10.418869,-6.544937,-0.8812866,,,,
22.01480221,9.861221,-6.594452,-0.9004364,,,,
22.01942109,9.014236,-6.3492584,-0.7164154,,,,
22.02406811,9.014236,-6.3492584,-0.7164154,,,,
22.02865409,8.747208,-6.197174,-0.56851196,,,,
22.0334072,8.601074,-5.9516296,-0.4276123,,,,
22.03796815,8.5030365,-5.7286224,-0.29216003,,,,
22.04267715,8.31073,-5.5147705,-0.24905396,,,,
22.048887,8.31073,-5.5147705,-0.24905396,,,,
22.06060909,7.7545166,-4.994171,-0.5127716,,,,
22.07994102,6.3129272,-4.517044,-1.5801849,,,,
22.08768105,5.6060944,-4.588257,-2.16951,,,,
22.09223413,5.4631195,-4.5546265,-2.46904,,,,
22.09755014,5.2953033,-4.481552,-2.8059998,,,,
22.10241508,5.069809,-4.419876,-3.0515442,,,,
22.10924005,4.891403,-4.3210754,-3.2985077,,,,
22.12729906,4.5992126,-4.1711426,-3.492447,,,,
22.14805507,4.348526,-3.8453064,-3.7617035,,,,
22.16663622,4.587555,-3.9133606,-3.9274445,,,,
22.17695712,4.583359,-3.8641357,-3.653839,,,,
22.18381404,4.976593,-3.9939728,-3.4293365,,,,
22.19611501,5.319168,-4.0809937,-3.0329895,,,,
22.20413922,5.7729645,-4.1923676,-2.7773438,,,,
22.21345209,6.602066,-3.527649,-2.8314056,,,,
22.21997808,6.804825,-3.2548065,-2.7480164,,,,
22.22666906,7.310135,-3.257187,-2.5303802,,,,
