theta
8.73191671806e-05
-0.00263278322633
-0.00346574417386
-0.00346803155554
-0.00337359344658
-0.0034388205111
-0.00269607059389
-0.0014347461986
-0.000535733147859
0.000741539339929
0.00189122377262
0.00259672864134
0.00264403422648
0.00293683349261
0.00311220716361
0.00349428139009
0.00358269474378
0.00336205833034
0.00267671890344
0.00216932232145
0.00210759646887
0.00167100180106
0.00046249971726
5.12934650158e-06
-0.00109478737235
-0.0026360068448
-0.0045988953798
-0.00553520866517
-0.0050500393506
-0.00519930651167
-0.00584325193969
-0.00696513203413
-0.00743730400902
-0.00726972515053
-0.00696509947545
-0.00624544226646
-0.006036811226
-0.00642856795469
-0.00607907477496
-0.0051756626601
-0.00451947030275
-0.00443756542719
-0.00460794258333
-0.00466606785498
-0.00420676800769
-0.00394860460225
-0.00398477004342
-0.00412415739145
-0.00420653258624
-0.00361544846553
-0.00320448118941
-0.00339105285406
-0.00443831287264
-0.00505689729346
-0.00508231683982
-0.00520178445545
-0.00509449401103
-0.00498111089581
-0.0049826862043
-0.00540902351951
-0.00545774332237
-0.00526414964847
-0.0053129272022
-0.00546358000275
-0.00564042934027
-0.00525839435991
-0.00526364461322
-0.00510234010822
-0.00479348044807
-0.00545426960308
-0.00582884583497
-0.00568059261866
-0.00512414706697
-0.00481367041621
-0.00493923180136
-0.00485650970565
-0.00484535991988
-0.00531930801729
-0.00594565451982
-0.00659632641192
-0.00692012137874
-0.00721710034125
-0.00704142685704
-0.00643497904071
-0.00581678770425
-0.00522298109002
-0.00518691570042
-0.00540401460341
-0.00552606308327
-0.00562871779114
-0.0055363380169
-0.00535310957034
-0.00527716598846
-0.0051389530251
-0.00485134436047
-0.00497071029549
-0.00532900229619
-0.00546863556568
-0.00538597207122
-0.00536834325281
-0.00563656159746
-0.00583818353331
-0.00612681357865
-0.00648364176719
-0.00687583061923
-0.00725178266765
-0.00793604246544
-0.00885172614406
-0.0100129297633
-0.0114242016876
-0.012839979723
-0.0126209749815
-0.00970021691353
-0.00748323564405
-0.00686956838777
-0.00636775092281
-0.00613917558378
-0.00655118232967
-0.00755166844438
-0.00896486883163
-0.0102942495432
-0.0111193788391
-0.0121667678063
-0.0135176029824
-0.0173871408193
-0.0224707238282
-0.0272572320767
-0.0328275609811
-0.036239626999
-0.0385397953761
-0.0438078161313
-0.0446024575015
-0.0452777699131
-0.0466524859267
-0.0512077047624
-0.053569006525
-0.0554087735147
-0.0629505069213
-0.0769937708517
-0.0922182761826
-0.104406219554
-0.118677765491
-0.142361377495
-0.17057600539
-0.205148147957
-0.263709972653
-0.341399118919
-0.416356005674
-0.45755145671
-0.471549473792
-0.488634110541
-0.51795104646
-0.544079670603
-0.520734547083
-0.402188273302
-0.161366445012
0.321717443483
1.05630983386
1.33808766136
1.38804601582
1.400049099
1.7494507907
1.76981001842
1.77126541822
1.76468069173
1.75922222745
1.76295910463
1.77829250128
1.79688911642
1.80727261513
1.82361705645
1.85454948848
1.87381087373
1.88143335501
1.88968401887
1.90584956106
1.92672326241
1.93122346233
1.92882264801
1.9314612074
1.94047258663
1.96288387753
1.9768302003
2.00912799335
2.05775958682
2.08991759032
2.11532618395
2.17761839193
2.26084239327
2.32129583622
2.35390192042
2.41540668796
2.45191203747
2.47447110524
2.46440870516
2.45465758306
2.45744495827
2.45570532221
2.44155924048
2.42112404234
2.39861596927
2.38321244311
2.36954257888
2.35412778284
2.33515016285
2.32428809945
2.32398612772
2.33876415981
2.33574385821
2.31226576772
2.30402008857
2.30221942395
2.29090138951
2.27320525521
2.26519661752
2.264614337
2.2451259881
2.21663582036
2.22807485352
2.26452110531
2.30478312862
2.3230912791
2.33082277672
2.33516140978
2.35987502133
2.39036680723
2.40310680489
2.41095658029
2.42689285699
2.43298009655
2.43465535136
2.43850476114
2.43724677018
2.424177983
2.40525390987
2.38018868265
2.34543910825
2.32179360348
2.30067159994
2.30288485077
2.31112292248
2.32118291785
2.3424570707
2.37202090782
2.40497072939
2.40852890398
2.40963569654
2.4145233554
2.41471083053
2.43196350242
2.47526714881
2.54101409982
2.58737303922
2.61242189554
