Time, x, y, z,,,,,,,,,,,,,,,,,,
159.6066447,1.072,10.879,-1.072,,,,,,,,,,,,,,,,,,
159.6274007,1.072,10.879,-1.072,,,,,,,,,,,,,,,,,,
159.6504708,1.072,10.879,-1.072,,,,,,,,,,,,,,,,,,
159.6753476,1.072,10.879,-1.072,,,,,,,,,,,,,,,,,,
159.7019818,1.072,10.879,-1.072,,,,,,,,,,,,,,,,,,
159.7251387,1.072,10.879,-1.072,,,,,,,,,,,,,,,,,,
159.7509397,1.072,10.879,-1.072,,,,,,,,,,,,,,,,,,
160.0894538,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.1125138,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.1392806,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.1617957,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.1878408,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.2084368,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.2377768,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.2494498,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.2630308,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
160.2855397,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.3124316,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.3341528,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.3609198,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.3911937,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.4443708,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.4776388,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.5024908,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.5226317,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.5503896,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.8166829,-1.379,9.194,-0.766,,,,,,,,,,,,,,,,,,
160.8273109,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
160.8558959,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
160.8889528,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
160.9149319,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
160.9509388,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
160.9771,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.0024169,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.0300539,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.0619808,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.0814248,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.1091019,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.12894,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.1636318,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.1740738,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.1885849,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.2113939,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.2361938,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.2664469,-0.766,9.5,1.838,,,,,,,,,,,,,,,,,,
161.2987448,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.6061359,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.6205858,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.6342839,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.6658598,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.6877049,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.7336019,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.76395,-1.072,10.113,0.612,,,,,,,,,,,,,,,,,,
161.8084658,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
161.8400658,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.0007528,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.0291148,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.084607,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.1496722,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.2167622,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.2717873,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.3291563,-0.919,9.653,0,,,,,,,,,,,,,,,,,,
162.3723542,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.4104582,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.4588322,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.5461403,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.6092452,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.6614403,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.7208492,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.8018903,-1.072,9.96,-0.153,,,,,,,,,,,,,,,,,,
162.8470313,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
162.9037892,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
162.9568123,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
162.9987723,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
163.0674852,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
163.1357092,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
163.1942722,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
163.2314712,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
163.2695342,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
163.2937242,-0.306,10.266,0.153,,,,,,,,,,,,,,,,,,
163.3170344,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.3431803,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.3726102,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.4052423,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.4340273,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.4660522,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.4999873,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.5308963,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.5564293,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.5857214,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.6772353,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.6959924,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.7267002,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.7673482,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.8058392,-0.766,9.807,-0.459,,,,,,,,,,,,,,,,,,
163.8701993,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
163.9276422,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
163.9830433,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.0279142,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.0603322,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.1334833,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.1897613,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.2189793,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.2916953,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.3642823,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
164.3971194,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.4659735,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.5117854,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.5688686,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.6265814,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.6935384,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.7448665,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.7979523,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
164.8786914,-0.306,10.113,0.306,,,,,,,,,,,,,,,,,,
165.0419984,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.0735054,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.1161837,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.1438355,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.1764777,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.2054095,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.2334006,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.2567327,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.2899208,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.3192258,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.3631186,-0.459,9.96,-1.072,,,,,,,,,,,,,,,,,,
165.4314268,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.4697306,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.5069506,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.5348446,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.5743437,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.6066017,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.6357758,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.6680996,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.7898636,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.8495808,-0.153,9.653,-0.612,,,,,,,,,,,,,,,,,,
165.8692696,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
165.8952267,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
165.9233076,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
165.9468298,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
165.9694807,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
165.9952748,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.0230167,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.0472157,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.0730166,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.0983148,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.1359229,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.1930368,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.2243068,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.24277,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.2598369,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.5061049,-0.612,9.96,-0.153,,,,,,,,,,,,,,,,,,
166.5166011,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.549686,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.5713758,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.5963078,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.619674,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.6512058,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.6760058,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.7014909,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.7269409,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.7548549,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.7885098,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.8103919,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.8333747,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.8911579,-0.919,9.5,0.766,,,,,,,,,,,,,,,,,,
166.9128349,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
166.9383609,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
166.9715967,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
166.9889867,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.2383418,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.2563298,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.2786767,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.2997439,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.3105857,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.3207979,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.3342888,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.3629799,-0.612,9.96,0.612,,,,,,,,,,,,,,,,,,
167.3896039,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.4150679,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.4404769,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.4680297,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.4892778,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.5309348,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.549474,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.5603359,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.5865388,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.6073358,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.6298259,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.6444929,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.6764219,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
167.7072649,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
168.3697999,-0.306,10.113,-0.766,,,,,,,,,,,,,,,,,,
168.3799558,-0.766,9.653,0.459,,,,,,,,,,,,,,,,,,
168.4355629,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.4630008,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.4884637,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.5046118,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.5303417,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.5527127,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.5799597,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.6057847,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.6310897,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.6568947,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.6822088,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.7108746,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.7379496,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.7623597,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.8187788,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.8429926,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.9061797,-0.919,9.5,0.153,,,,,,,,,,,,,,,,,,
168.9416898,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
168.9698358,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.1930697,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.2090299,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.2221758,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.2442238,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.2744498,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.2993529,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.3472297,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.3700879,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.3985138,-0.766,10.113,0.306,,,,,,,,,,,,,,,,,,
169.4252198,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.4491088,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.4752278,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.5022287,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.5325687,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.5578599,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.5866258,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.6173098,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.6427047,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.6657329,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.9526198,-0.919,10.266,1.072,,,,,,,,,,,,,,,,,,
169.9635818,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
169.9833898,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.0104847,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.0471408,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.0842907,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.1078808,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.1332338,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.1606288,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.1849327,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.2156487,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.2420077,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.2997777,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.3449998,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.3716726,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.3991287,-0.919,9.653,1.072,,,,,,,,,,,,,,,,,,
170.4304776,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.6553538,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.6722486,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.7010958,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.7254708,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.7535636,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.7865887,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.8115888,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.8405876,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.8730638,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.9213116,-0.459,10.573,1.379,,,,,,,,,,,,,,,,,,
170.9321797,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
170.9499567,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
170.9881058,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.0163047,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.0509958,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.0906427,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.1304686,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.3493018,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.3731036,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.3980868,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.4202967,-0.459,9.807,0.153,,,,,,,,,,,,,,,,,,
171.4423208,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.4703188,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.4992967,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.5241947,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.5498667,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.5919147,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.6107857,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.6357627,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.6604667,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.6904776,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.7123907,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.7364957,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.7618077,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.7895167,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.8143828,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
171.8415027,-0.766,9.194,0.459,,,,,,,,,,,,,,,,,,
172.1804876,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.2034018,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.2311547,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.2506657,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.2757556,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.3074996,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.3305447,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.3544886,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.3754447,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.4106007,-1.225,10.879,1.225,,,,,,,,,,,,,,,,,,
172.4318316,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.4527688,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.4783406,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.5059316,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.5303528,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.5542338,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.5789328,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.6148567,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.6647987,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.7100127,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.9608748,-1.532,10.879,0.306,,,,,,,,,,,,,,,,,,
172.9713128,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
172.9948397,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.0233588,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.0779786,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.0943477,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.1189637,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.1625447,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.1870928,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.2139657,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.2439196,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.2687268,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.2789676,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.2910557,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.3153987,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.3329947,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.3580577,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.3836727,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.4116826,-2.298,9.653,-1.838,,,,,,,,,,,,,,,,,,
173.4410808,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.7221637,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.7329638,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.7506437,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.7796516,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.8017926,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.8401787,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.8909028,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.9286888,-1.072,9.807,0.153,,,,,,,,,,,,,,,,,,
173.9530838,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
173.9738598,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.0046027,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.0311437,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.0598447,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.0903368,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.1056798,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.1156328,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.1376777,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.1626828,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.1863387,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.2150638,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.4528098,-1.379,9.653,0.612,,,,,,,,,,,,,,,,,,
174.4670258,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.4928417,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.5173306,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.5431387,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.5658467,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.5906377,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.6164486,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.6454988,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.6656318,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.6765127,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.7000878,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.7240946,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.7537978,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.7776756,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.8025267,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.8275478,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.8535557,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.8788648,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.9028766,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
174.9401138,-2.298,10.879,-0.919,,,,,,,,,,,,,,,,,,
175.3011747,-1.838,9.653,-1.379,,,,,,,,,,,,,,,,,,
175.3203178,-1.838,9.653,-1.379,,,,,,,,,,,,,,,,,,
175.3459378,-1.838,9.653,-1.379,,,,,,,,,,,,,,,,,,
175.3720428,-1.838,9.653,-1.379,,,,,,,,,,,,,,,,,,
175.3966058,-1.838,9.653,-1.379,,,,,,,,,,,,,,,,,,
175.4207278,-1.838,9.653,-1.379,,,,,,,,,,,,,,,,,,
175.4498008,-1.838,9.653,-1.379,,,,,,,,,,,,,,,,,,
175.4749318,-1.072,9.653,-0.612,,,,,,,,,,,,,,,,,,
