Time, x, y, z,,,,,,,,,,,,,,,,,,
50.67044146,0.459,9.96,2.604,,,,,,,,,,,,,,,,,,
50.73533136,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
50.79397852,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
50.90328438,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
50.94826945,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
50.97280225,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.00485143,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.03565725,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.06808052,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.10030351,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.13234553,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.1670135,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.20161352,-5.669,11.032,4.75,,,,,,,,,,,,,,,,,,
51.2359086,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.25573859,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.27705846,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.30894957,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.33883057,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.36666045,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.52537951,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.54760346,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.57963047,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.61595855,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.66304049,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.7139195,1.379,12.258,-1.992,,,,,,,,,,,,,,,,,,
51.75449047,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
51.78943143,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
51.82858047,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
51.87369761,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
51.90967855,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
51.96327362,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
52.01733456,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
52.09761371,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
52.14423551,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
52.20440353,-0.919,11.645,0,,,,,,,,,,,,,,,,,,
52.25295772,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.30821957,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.35495652,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.40117063,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.45374455,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.50437273,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.56433453,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.57603063,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.62667455,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.6721517,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.72311272,-0.612,10.573,0.459,,,,,,,,,,,,,,,,,,
52.76806273,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
52.80846657,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
52.84851755,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
52.88764061,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
52.92603172,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
52.97934259,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
53.01675762,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
53.06716455,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
53.10661162,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
53.1496066,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
53.18143667,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
53.41454352,-0.306,10.573,-0.306,,,,,,,,,,,,,,,,,,
53.42773761,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.46628655,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.51087369,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.54102053,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.59363355,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.62640871,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.66846169,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.68625154,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.73217358,-1.532,9.194,0.153,,,,,,,,,,,,,,,,,,
53.75994863,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
53.80555071,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
53.84810556,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
53.8897015,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
53.92930569,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
53.96276464,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
53.98108067,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
54.00901951,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
54.04699053,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
54.17393173,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
54.20157851,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
54.25563373,-0.459,9.04,-0.459,,,,,,,,,,,,,,,,,,
54.31531157,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.37132062,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.41659154,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.45971264,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.5082127,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.53759254,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.5695876,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.61726464,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.65578164,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
54.73283257,-0.459,7.968,2.145,,,,,,,,,,,,,,,,,,
55.20620073,-0.612,9.5,1.379,,,,,,,,,,,,,,,,,,
55.24262966,-0.612,9.5,1.379,,,,,,,,,,,,,,,,,,
55.51046862,-2.758,9.347,1.379,,,,,,,,,,,,,,,,,,
55.53983773,-2.758,9.347,1.379,,,,,,,,,,,,,,,,,,
55.59347857,-2.758,9.347,1.379,,,,,,,,,,,,,,,,,,
55.63586964,-2.758,9.347,1.379,,,,,,,,,,,,,,,,,,
55.70874561,-2.758,9.347,1.379,,,,,,,,,,,,,,,,,,
55.7827145,-2.758,9.347,1.379,,,,,,,,,,,,,,,,,,
55.80871953,1.992,10.266,-0.612,,,,,,,,,,,,,,,,,,
55.86831059,1.992,10.266,-0.612,,,,,,,,,,,,,,,,,,
55.9161817,1.992,10.266,-0.612,,,,,,,,,,,,,,,,,,
55.95573153,1.992,10.266,-0.612,,,,,,,,,,,,,,,,,,
56.06904353,1.992,10.266,-0.612,,,,,,,,,,,,,,,,,,
56.10198058,1.992,10.266,-0.612,,,,,,,,,,,,,,,,,,
56.37197055,1.992,10.266,-0.612,,,,,,,,,,,,,,,,,,
56.38876261,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.42886771,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.49038567,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.52043857,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.57243361,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.58905758,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.6180066,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.66309155,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.69802655,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.74294461,1.532,10.726,-1.379,,,,,,,,,,,,,,,,,,
56.77700366,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
56.81678165,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
56.82933272,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
56.86015071,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
56.89888157,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
56.9274167,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
56.96532668,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
57.00486053,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
57.04643668,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
57.07960452,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
57.11311568,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
57.15607966,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
57.28729357,-1.072,10.266,-1.072,,,,,,,,,,,,,,,,,,
57.31026258,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.34215654,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.35334553,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.38401951,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.41857757,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.4499947,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.48859562,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.52519573,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.5668167,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.59806861,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.61634268,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.6456715,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.67261852,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.69909562,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.72571267,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.75352658,-0.153,9.96,1.685,,,,,,,,,,,,,,,,,,
57.78181972,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
57.98912252,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.0115055,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.03943457,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.06581463,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.09174766,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.11861552,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.15161361,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.17862357,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.20991673,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.24587859,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.27174462,-0.153,9.5,-0.612,,,,,,,,,,,,,,,,,,
58.2974285,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.3205377,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.3524567,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.37316169,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.40545763,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.43592466,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.47526659,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.71216454,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.74013556,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.77749671,-0.459,10.419,0.766,,,,,,,,,,,,,,,,,,
58.80735673,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
58.83787669,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
58.87308754,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
58.90335859,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
58.92923154,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
58.94217052,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
58.96587171,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
58.99449171,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.02775063,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.05863966,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.09120168,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.11728658,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.15275563,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.19680348,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.41394249,-0.919,9.96,2.145,,,,,,,,,,,,,,,,,,
59.44891063,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.4778556,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.50367967,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.52822152,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.56278649,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.59010068,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.61737958,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.64848462,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.68357268,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.70555869,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.73821655,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.77069465,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.79855767,-0.153,9.96,0.766,,,,,,,,,,,,,,,,,,
59.80887571,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
59.83698956,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
59.86986462,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
60.16750949,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
60.17941754,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
60.20809453,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
60.23220056,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
60.26741951,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
60.30204647,-0.459,10.266,0,,,,,,,,,,,,,,,,,,
60.33062857,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.37312763,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.40964478,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.43925971,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.47216577,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.50855178,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.5343687,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.5610897,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.57284183,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.58359379,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.59393782,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.6066708,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.61697167,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.62731284,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.63761777,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.64794487,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.65813869,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.95537589,-0.612,9.96,0.919,,,,,,,,,,,,,,,,,,
60.97515773,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
60.98510384,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
60.99492477,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.00497889,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.01736568,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.02761077,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.03739189,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.04739284,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.0574119,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.06762289,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.07775878,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.08753275,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.09788488,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.1081159,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.12118672,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.13143181,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.14146875,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.15138577,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.16157674,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.17155575,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.18178677,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.19185184,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.20229577,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.21237468,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.2249298,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.23507284,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.24640273,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.27645277,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.28701972,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.29699968,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.32717775,-0.919,9.96,1.072,,,,,,,,,,,,,,,,,,
61.3371787,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.34730982,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.35767673,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.36802482,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.37863969,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.38884973,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.39974975,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.4103279,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.4207158,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.44356083,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
61.45400571,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
62.10354089,-0.306,9.5,-0.153,,,,,,,,,,,,,,,,,,
62.11380385,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.12399172,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.13442086,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.14563488,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.15584182,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.16631769,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.17649387,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.18674182,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.19685077,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.20738577,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.2176299,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.22824978,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.23837089,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.25126981,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.26135468,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.2717657,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.28236674,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.2926948,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.30289673,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.31443571,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.32565474,-1.072,10.266,-0.153,,,,,,,,,,,,,,,,,,
62.3361597,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.3492658,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.36248278,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.37318086,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.38335775,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.39421176,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.40492391,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.41500186,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.42535376,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.43584274,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.44840073,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.45957088,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.46959375,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.4914329,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.50190376,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.51265072,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.5230689,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.53367375,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.54410481,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.55692576,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.5688939,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.57920288,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
62.5903859,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
63.30336474,-1.992,10.113,1.992,,,,,,,,,,,,,,,,,,
63.31410073,0.766,9.5,1.379,,,,,,,,,,,,,,,,,,
63.33569287,0.766,9.5,1.379,,,,,,,,,,,,,,,,,,
63.35194468,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.36230873,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.3877387,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.39788269,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.4084947,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.41869782,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.42900275,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.43958377,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.44982289,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.46030473,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.47348069,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.49017977,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.50629972,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.51665877,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.52793073,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.53819679,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.5481007,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.55837273,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.57300781,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.58377575,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.5944848,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.60530185,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.61566972,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.62639569,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.6368029,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.64696883,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.6575427,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.66781782,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.68120169,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.69175171,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.70246076,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.71309089,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.72352575,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.73424982,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.74500369,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.75579285,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.76613568,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.77906178,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.78968476,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
63.80028175,-0.306,10.726,1.225,,,,,,,,,,,,,,,,,,
64.4805839,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.49767684,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.51256274,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.52399777,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.53456282,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.5448737,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.55504488,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.56620573,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.57825469,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.5889008,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.6025977,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.61291479,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.62334274,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.63355683,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.64396786,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.65428971,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.66458868,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.67508077,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.68512773,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.69536971,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.70809888,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.71867274,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.72890686,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.73909091,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.75037383,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
64.76091479,-0.153,9.5,2.298,,,,,,,,,,,,,,,,,,
