Time, x, y, z,,,
5.123712063,None,None,None,,,
5.128409147,None,None,None,,,
5.132917166,None,None,None,,,
5.13748312,None,None,None,,,
5.141919136,None,None,None,,,
5.146377087,None,None,None,,,
5.150721073,None,None,None,,,
5.156870127,None,None,None,,,
5.161230087,None,None,None,,,
5.165807009,None,None,None,,,
5.17011714,None,None,None,,,
5.174384117,None,None,None,,,
5.178774118,None,None,None,,Lap1,Lap2
5.182947159,None,None,None,,20.11,04:26.9
5.187559128,None,None,None,,wait,481
5.19196105,None,None,None,,Total,
5.19652009,None,None,None,,481,
5.200791121,None,None,None,,,
5.20501399,None,None,None,,,
5.209414959,None,None,None,,,
5.213678122,None,None,None,,,
5.218448162,None,None,None,,,
5.221956015,None,None,None,,,
5.226055145,None,None,None,,,
5.229551077,None,None,None,,,
5.233076096,None,None,None,,,
5.23738718,None,None,None,,,
5.240902185,None,None,None,,,
5.244385958,None,None,None,,,
5.248059988,None,None,None,,,
5.252104998,None,None,None,,,
5.255834103,None,None,None,,,
5.259369135,None,None,None,,,
5.262849092,None,None,None,,,
5.267335176,None,None,None,,,
5.270845175,None,None,None,,,
5.274356127,None,None,None,,,
5.278759956,None,None,None,,,
5.282891989,None,None,None,,,
5.286471128,None,None,None,,,
5.290529966,None,None,None,,,
5.294057131,None,None,None,,,
5.298834085,None,None,None,,,
5.30372715,None,None,None,,,
5.307510138,None,None,None,,,
5.311571121,None,None,None,,,
5.315803051,None,None,None,,,
5.319904089,None,None,None,,,
5.324093103,None,None,None,,,
5.330105066,None,None,None,,,
5.334248066,None,None,None,,,
5.337895155,None,None,None,,,
5.342552185,None,None,None,,,
5.347887039,None,None,None,,,
5.352900982,-1.5504456,-9.521637,0.074295044,,,
5.357154131,-1.5409241,-9.526398,0.033828735,,,
5.362632036,-1.495697,-9.509735,0.1028595,,,
5.367063046,-1.5671082,-9.504974,0.10762024,,,
5.372117043,-1.5433044,-9.528778,0.10762024,,,
5.37737608,-1.5361633,-9.557343,0.12666321,,,
5.381782055,-1.5552063,-9.469269,0.15760803,,,
5.386711121,-1.5218811,-9.502594,0.100479126,,,
5.394267082,-1.5909119,-9.47403,0.100479126,,,
5.399064064,-1.6266174,-9.488312,0.014785767,,,
5.40416503,-1.6313782,-9.483551,0.0695343,,,
5.410488129,-1.6313782,-9.504974,0.04096985,,,
5.419833183,-1.6289978,-9.521637,0.012405396,,,
5.425354958,-1.5647278,-9.490692,0.13380432,,,
5.432790041,-1.5218811,-9.504974,0.052871704,,,
5.439172983,-1.5099792,-9.524017,0.12904358,,,
5.443818092,-1.5361633,-9.483551,0.026687622,,,
5.449532986,-1.4980774,-9.528778,0.0695343,,,
5.453691006,-1.5123596,-9.507355,0.10762024,,,
5.457980156,-1.5218811,-9.488312,0.024307251,,,
5.461446047,-1.5909119,-9.47641,0.11476135,,,
5.46502614,-1.5909119,-9.47641,0.11476135,,,
5.470129967,-1.5861511,-9.5121155,0.06239319,,,
5.473694086,-1.5694885,-9.488312,0.079055786,,,
5.477334976,-1.5456848,-9.526398,0.026687622,,,
5.481486082,-1.5385437,-9.516876,0.10523987,,,
5.485891104,-1.5385437,-9.516876,0.10523987,,,
5.490108013,-1.5456848,-9.516876,0.07191467,,,
5.493649006,-1.533783,-9.54306,0.1028595,,,
5.497462988,-1.5718689,-9.47879,0.11000061,,,
5.502151966,-1.5718689,-9.47879,0.11000061,,,
5.505805969,-1.5195007,-9.528778,0.11000061,,,
5.509369135,-1.5314026,-9.4930725,0.15522766,,,
5.513486147,-1.5480652,-9.531158,0.060012817,,,
5.517889023,-1.5528259,-9.559723,0.048110962,,,
5.522808075,-1.5575867,-9.54068,0.04573059,,,
5.528287172,-1.5742493,-9.526398,0.09333801,,,
5.534049988,-1.5242615,-9.47879,0.100479126,,,
5.538704157,-1.5813904,-9.5121155,0.15284729,,,
5.543751001,-1.5552063,-9.497833,0.13618469,,,
5.549297094,-1.5242615,-9.514496,0.014785767,,,
5.55413413,-1.5195007,-9.504974,0.100479126,,,
5.560106993,-1.5932922,-9.497833,0.06477356,,,
5.56619215,-1.5623474,-9.528778,0.11000061,,,
5.569890976,-1.5504456,-9.481171,0.1028595,,,
5.574099064,-1.5361633,-9.500214,0.100479126,,,
5.690159082,-1.5480652,-9.4930725,0.098098755,,,
5.69504118,-1.5456848,-9.488312,0.11714172,,,
5.700489044,-1.5361633,-9.516876,0.095718384,,,
5.706046104,-1.5433044,-9.547821,0.100479126,,,
5.710402012,-1.5504456,-9.528778,0.13618469,,,
5.71511817,-1.5504456,-9.528778,0.13618469,,,
5.71937108,-1.5266418,-9.504974,0.10523987,,,
5.724317074,-1.533783,-9.495453,0.0861969,,,
5.729609013,-1.5290222,-9.528778,0.08381653,,,
5.734590054,-1.5575867,-9.509735,0.100479126,,,
5.738907099,-1.5671082,-9.47879,0.08143616,,,
5.742450953,-1.5837708,-9.490692,0.09333801,,,
5.74750495,-1.6099548,-9.528778,0.21949768,,,
5.753786087,-1.559967,-9.54068,0.14094543,,,
5.759871006,-1.5480652,-9.452606,0.055252075,,,
5.765215158,-1.5718689,-9.516876,0.121902466,,,
5.773283958,-1.5361633,-9.497833,0.09333801,,,
5.779726028,-1.5290222,-9.507355,0.19807434,,,
5.78600502,-1.5052185,-9.504974,0.12666321,,,
5.793266058,-1.5242615,-9.524017,0.18379211,,,
5.803251028,-1.5480652,-9.519257,0.17189026,,,
5.810894012,-1.5361633,-9.507355,0.13618469,,,
5.818776131,-1.5885315,-9.519257,0.18379211,,,
5.826495171,-1.5956726,-9.47641,0.18617249,,,
5.835477114,-1.6242371,-9.500214,0.121902466,,,
5.843013048,-1.6599426,-9.466888,0.16474915,,,
5.849982023,-1.6313782,-9.462128,0.074295044,,,
5.856104136,-1.6123352,-9.502594,0.14094543,,,
5.861407042,-1.5718689,-9.519257,0.13380432,,,
5.867505074,-1.5623474,-9.502594,0.17189026,,,
5.872797012,-1.5075989,-9.521637,0.14570618,,,
5.877254009,-1.4814148,-9.566864,0.13380432,,,
5.883077145,-1.4885559,-9.502594,0.15522766,,,
5.887685061,-1.4695129,-9.545441,0.24330139,,,
5.891890049,-1.495697,-9.528778,0.1028595,,,
5.89673996,-1.4814148,-9.488312,0.21949768,,,
5.900722981,-1.5099792,-9.507355,0.19569397,,,
5.904504061,-1.51474,-9.497833,0.15046692,,,
5.908509016,-1.5480652,-9.471649,0.15522766,,,
5.91388607,-1.5361633,-9.47403,0.09095764,,,
5.917962074,-1.6028137,-9.471649,0.0861969,,,
5.924038172,-1.6194763,-9.47641,0.100479126,,,
5.928852081,-1.6575623,-9.462128,0.076675415,,,
5.93375802,-1.6575623,-9.462128,0.076675415,,,
