Time, x, y, z,,,
5.275588036,None,None,None,,,
5.280883074,None,None,None,,,
5.285650015,None,None,None,,,
5.290055037,None,None,None,,,
5.294543028,None,None,None,,,
5.299452066,None,None,None,,,
5.304774046,None,None,None,,,
5.309905052,None,None,None,,,
5.314546108,None,None,None,,,
5.318874121,None,None,None,,,
5.326097965,None,None,None,,,
5.332271099,None,None,None,,,
5.336486101,None,None,None,,Lap1,Lap2
5.341423988,None,None,None,,10.26,1:44:.83
5.346081972,None,None,None,,wait,192
5.350515127,None,None,None,,total,
5.355035067,None,None,None,,192,
5.359333038,None,None,None,,step_count,
5.363843918,None,None,None,,192,
5.368096113,None,None,None,,,
5.372443914,None,None,None,,,
5.376698971,None,None,None,,,
5.380918026,None,None,None,,,
5.385174036,None,None,None,,,
5.38944912,None,None,None,,,
5.393716097,None,None,None,,,
5.397892952,None,None,None,,,
5.402532101,None,None,None,,,
5.406768084,None,None,None,,,
5.41101408,None,None,None,,,
5.415230989,None,None,None,,,
5.419418097,None,None,None,,,
5.42364502,None,None,None,,,
5.427874088,None,None,None,,,
5.432105064,None,None,None,,,
5.436206102,None,None,None,,,
5.440310955,None,None,None,,,
5.444922924,None,None,None,,,
5.44968605,None,None,None,,,
5.454348087,None,None,None,,,
5.459367037,None,None,None,,,
5.463169098,None,None,None,,,
5.467710018,None,None,None,,,
5.471555948,None,None,None,,,
5.475497961,None,None,None,,,
5.48003006,None,None,None,,,
5.483834982,None,None,None,,,
5.488193989,None,None,None,,,
5.492191076,None,None,None,,,
5.49586606,None,None,None,,,
5.499603033,None,None,None,,,
5.503274918,None,None,None,,,
5.507529974,8.570892,-4.051544,0.14570618,,,
5.512115002,8.542328,-4.0586853,0.22425842,,,
5.516314983,8.530426,-4.0158386,0.2504425,,,
5.520283937,8.537567,-4.051544,0.21473694,,,
5.524439096,8.537567,-4.051544,0.21473694,,,
5.528582096,8.525665,-4.0658264,0.28138733,,,
5.532407045,8.511383,-4.0729675,0.22187805,,,
5.536243916,8.523285,-4.0801086,0.20045471,,,
5.540076971,8.544708,-4.0420227,0.26948547,,,
5.544403076,8.528046,-4.0729675,0.27424622,,,
5.548040152,8.528046,-4.0729675,0.27424622,,,
5.552391052,8.535187,-4.068207,0.22901917,,,
5.556370974,8.523285,-4.0277405,0.13618469,,,
5.56031394,8.523285,-4.049164,0.1933136,,,
5.565021992,8.525665,-4.068207,0.13142395,,,
5.568800926,8.525665,-4.068207,0.13142395,,,
5.573475122,8.532806,-4.0658264,0.18855286,,,
