Time, x, y, z
6.426545868,4.137,3.984,10.573
6.436226854,4.137,3.984,10.573
6.456960926,4.137,3.984,10.573
6.489523897,4.137,3.984,10.573
6.516346941,4.137,3.984,10.573
6.547991762,4.137,3.984,10.573
6.567389736,4.137,3.984,10.573
6.590005884,4.137,3.984,10.573
6.778397808,4.137,3.984,10.573
6.799646864,4.137,3.984,10.573
6.823379765,4.137,3.984,10.573
6.832978735,4.137,3.984,10.573
6.855887899,4.137,3.984,10.573
6.889967928,4.137,3.984,10.573
6.916099796,4.137,3.984,10.573
6.940734873,3.83,3.371,9.194
6.964690933,3.83,3.371,9.194
6.98871089,3.83,3.371,9.194
7.011137733,3.83,3.371,9.194
7.031909952,3.83,3.371,9.194
7.061336765,3.83,3.371,9.194
7.085324774,3.83,3.371,9.194
7.096451769,3.83,3.371,9.194
7.116067896,3.83,3.371,9.194
7.147181759,3.83,3.371,9.194
7.182440767,3.83,3.371,9.194
7.203943739,3.83,3.371,9.194
7.237649927,3.83,3.371,9.194
7.27181078,3.83,3.371,9.194
7.604155788,3.83,3.371,9.194
7.628727922,3.064,3.064,8.121
7.64891387,3.064,3.064,8.121
7.670279751,3.064,3.064,8.121
7.697295914,3.064,3.064,8.121
7.734049807,3.064,3.064,8.121
7.765833864,3.064,3.064,8.121
7.785828838,3.064,3.064,8.121
7.809972773,3.064,3.064,8.121
7.837721834,3.064,3.064,8.121
7.862305889,3.064,3.064,8.121
7.883935938,3.064,3.064,8.121
7.913128862,3.064,3.064,8.121
7.936916838,3.371,2.451,8.581
7.965082893,3.371,2.451,8.581
7.994835863,3.371,2.451,8.581
8.02083684,3.371,2.451,8.581
8.045621881,3.371,2.451,8.581
8.067266951,3.371,2.451,8.581
8.09088088,3.371,2.451,8.581
8.362575779,3.371,2.451,8.581
8.388987789,3.371,2.451,8.581
8.415179739,3.371,2.451,8.581
8.442846785,1.992,2.604,9.807
8.465932856,1.992,2.604,9.807
8.488028774,1.992,2.604,9.807
8.52113677,1.992,2.604,9.807
8.548910866,1.992,2.604,9.807
8.576481829,1.992,2.604,9.807
8.593068848,1.992,2.604,9.807
8.618505726,1.992,2.604,9.807
8.648342857,1.992,2.604,9.807
8.673849831,1.992,2.604,9.807
8.698788891,1.992,2.604,9.807
8.719379911,1.992,2.604,9.807
8.729709873,1.992,2.604,9.807
8.755722771,1.992,2.604,9.807
8.78696991,1.992,2.604,9.807
8.816188822,1.992,2.604,9.807
8.845313797,1.992,2.604,9.807
9.160298643,1.992,2.604,9.807
9.180690584,2.911,1.072,6.589
9.207892475,2.911,1.072,6.589
9.235902605,2.911,1.072,6.589
9.263638554,2.911,1.072,6.589
9.288235483,2.911,1.072,6.589
9.301973639,2.911,1.072,6.589
9.311613617,2.911,1.072,6.589
9.338265476,2.911,1.072,6.589
9.368817625,2.911,1.072,6.589
9.397468624,2.911,1.072,6.589
9.425620613,2.911,1.072,6.589
9.453713474,3.984,1.225,9.96
9.478218613,3.984,1.225,9.96
9.500129519,3.984,1.225,9.96
9.524013577,3.984,1.225,9.96
9.549759684,3.984,1.225,9.96
9.577887592,3.984,1.225,9.96
9.588199673,3.984,1.225,9.96
9.606745539,3.984,1.225,9.96
9.63051158,3.984,1.225,9.96
9.977109489,3.984,1.225,9.96
10.00308567,2.758,0,12.565
10.02236062,2.758,0,12.565
10.05153662,2.758,0,12.565
10.07708364,2.758,0,12.565
10.10349852,2.758,0,12.565
10.13069254,2.758,0,12.565
10.14880854,2.758,0,12.565
10.17146164,2.758,0,12.565
10.19324952,2.758,0,12.565
10.21955758,2.758,0,12.565
10.24915248,2.758,0,12.565
10.28053957,2.758,0,12.565
10.36044556,2.758,0,12.565
10.37200957,2.758,0,12.565
10.39772159,2.758,0,12.565
10.43573957,2.758,0,12.565
10.44911963,0.766,-1.685,10.573
10.45850855,0.766,-1.685,10.573
10.64623362,0.766,-1.685,10.573
10.67374855,0.766,-1.685,10.573
10.69955164,0.766,-1.685,10.573
10.72147566,0.766,-1.685,10.573
10.74546653,0.766,-1.685,10.573
10.76977354,0.766,-1.685,10.573
10.80710752,0.766,-1.685,10.573
10.84040148,0.766,-1.685,10.573
10.87012465,0.766,-1.685,10.573
10.89862449,0.766,-1.685,10.573
10.93175752,0.766,-1.685,10.573
10.95409948,-0.306,-0.153,10.266
10.97824366,-0.306,-0.153,10.266
11.00333244,-0.306,-0.153,10.266
11.02456147,-0.306,-0.153,10.266
11.05225951,-0.306,-0.153,10.266
11.07336266,-0.306,-0.153,10.266
11.09620149,-0.306,-0.153,10.266
11.11351664,-0.306,-0.153,10.266
11.12293751,-0.306,-0.153,10.266
11.33898861,-0.306,-0.153,10.266
11.35107452,-0.306,-0.153,10.266
11.37471659,-0.306,-0.153,10.266
11.39876563,-0.306,-0.153,10.266
11.43622548,-0.306,-0.153,10.266
11.46544153,0,-0.306,8.887
11.48489553,0,-0.306,8.887
11.52042157,0,-0.306,8.887
11.54560954,0,-0.306,8.887
11.57133157,0,-0.306,8.887
11.59133656,0,-0.306,8.887
11.61532647,0,-0.306,8.887
11.64309055,0,-0.306,8.887
11.66500551,0,-0.306,8.887
11.67978365,0,-0.306,8.887
11.71134765,0,-0.306,8.887
11.74119455,0,-0.306,8.887
11.76451451,0,-0.306,8.887
11.77588255,0,-0.306,8.887
11.78575046,0,-0.306,8.887
11.81777865,0,-0.306,8.887
12.13015062,0,-0.306,8.887
12.15557057,-0.306,0.153,9.96
12.17932159,-0.306,0.153,9.96
12.20300848,-0.306,0.153,9.96
12.22567946,-0.306,0.153,9.96
