Time, x, y, z
6.49195790291,-2.0064275,-9.402248,-0.35146913
6.50328087807,-2.0824695,-9.363329,-0.35087037
6.51335287094,-2.0830681,-9.363928,-0.35146913
6.52275300026,-2.0830681,-9.363928,-0.35146913
6.53245806694,-2.0824695,-9.401649,-0.35087037
6.54262185097,-2.1207898,-9.51661,-0.35087037
6.55070900917,-2.1213884,-9.517209,-0.35146913
6.5608420372,-2.2357507,-9.47829,-0.42751098
6.56944894791,-2.2363496,-9.4788885,-0.42810974
6.57771992683,-2.2357507,-9.401649,-0.38919067
6.75244903564,-2.274071,-9.363329,-0.38919067
6.77234792709,-2.15911,-9.439969,-0.35087037
6.78690695763,-2.1980293,-9.402248,-0.3131488
6.80143404007,-2.1980293,-9.402248,-0.3131488
6.81769205094,-2.1974304,-9.401649,-0.35087037
6.8392078972,-2.15911,-9.401649,-0.38919067
6.84961606027,-2.1974304,-9.439969,-0.35087037
6.85864997865,-2.15911,-9.401649,-0.35087037
6.86780596734,-2.159709,-9.402248,-0.35146913
6.87885404588,-2.15911,-9.401649,-0.35087037
6.88816286088,-2.1207898,-9.439969,-0.35087037
6.89719701768,-2.1213884,-9.440568,-0.35146913
6.90845895768,-2.1207898,-9.439969,-0.38919067
6.91755391122,-2.1213884,-9.440568,-0.38978943
6.92655802728,-2.1974304,-9.401649,-0.42751098
6.9374840355,-2.1974304,-9.401649,-0.38919067
6.94664002419,-2.1980293,-9.402248,-0.38978943
6.95634604455,-2.1974304,-9.401649,-0.35087037
6.9675469494,-2.15911,-9.401649,-0.38919067
6.97645903588,-2.159709,-9.402248,-0.38978943
6.98573685647,-2.15911,-9.401649,-0.38919067
6.99684597016,-2.15911,-9.401649,-0.38919067
7.00633789063,-2.159709,-9.402248,-0.38978943
7.01589084626,-2.15911,-9.439969,-0.38919067
7.0268478489,-2.159709,-9.440568,-0.38978943
7.03591204644,-2.15911,-9.401649,-0.38919067
7.04543496133,-2.15911,-9.439969,-0.38919067
7.05654407502,-2.159709,-9.440568,-0.38978943
7.06533385278,-2.1207898,-9.439969,-0.42751098
7.07281089784,-2.15911,-9.401649,-0.38919067
7.08120490075,-2.159709,-9.402248,-0.38978943
7.09084893228,-2.1207898,-9.401649,-0.38919067
7.0991199112,-2.1207898,-9.401649,-0.38919067
7.10848999978,-2.1213884,-9.402248,-0.38978943
7.11935497285,-2.1207898,-9.401649,-0.38919067
7.12878585816,-2.1207898,-9.401649,-0.38919067
7.13778902055,-2.1213884,-9.402248,-0.38978943
7.14874602319,-2.15911,-9.439969,-0.38919067
7.15762806893,-2.15911,-9.439969,-0.38919067
7.16669202805,-2.159709,-9.440568,-0.38978943
7.17749596597,-2.1207898,-9.401649,-0.38919067
7.1863470173,-2.1207898,-9.439969,-0.38919067
7.19550300599,-2.1213884,-9.440568,-0.38978943
7.20670391084,-2.1207898,-9.439969,-0.38919067
7.21589089395,-2.1213884,-9.440568,-0.38978943
7.22489405633,-2.1207898,-9.401649,-0.38919067
7.23313499452,-2.15911,-9.401649,-0.38919067
7.24061203958,-2.15911,-9.401649,-0.38919067
7.89090991975,-2.159709,-9.402248,-0.38978943
7.92701602937,-2.159709,-9.440568,-0.35146913
7.9427030182,-2.15911,-9.439969,-0.35087037
7.9525919056,-2.15911,-9.401649,-0.35087037
7.96220589639,-2.15911,-9.401649,-0.35087037
7.98198295594,-2.159709,-9.402248,-0.35146913
7.99770093919,-2.15911,-9.439969,-0.38919067
8.01000000001,-2.159709,-9.440568,-0.38978943
8.02168990136,-2.1207898,-9.439969,-0.38919067
