Time, step_count, frequency, a_variance
21.0695792198,1,0.0474617926427,0.00407422130892
21.5114232063,2,2.26324229938,0.150862218097
22.2529083729,3,1.34864464608,0.176893381836
23.3524052143,4,0.909506932916,0.675566799778
24.4177183151,5,0.938691169042,1.25093859529
25.4951182842,6,0.928160412734,1.50242506155
26.6307202816,7,0.880590208815,1.92847388044
27.6287063599,8,1.0020179858,2.31003621729
28.7193821907,9,0.916862711837,2.68164560421
29.8218082428,10,0.907090319665,2.94452033373
30.8793083668,11,0.945626366679,3.18199385432
32.0753711701,12,0.836076498046,3.60073151423
32.4657882691,13,2.56136322554,3.79420215267
33.5277441979,14,0.941658662924,3.82780181286
34.5949695206,15,0.937009250725,3.95564207288
35.6596725082,16,0.939229072877,4.04545406236
36.8420715618,17,0.845738160045,4.07619956108
37.8527846622,18,0.989400453572,4.07431513186
38.9123904991,19,0.943747160695,4.14166293198
40.0363035488,20,0.889748544399,4.26671607921
41.2666456604,21,0.812782063288,4.42490809647
41.627396574,22,2.77199575177,4.56255105605
42.7097296715,23,0.923929982695,4.79905288707
43.7780496597,24,0.936049134155,4.90665239749
44.8806595325,25,0.906939094826,4.95169761929
45.515574646,26,1.57501369682,4.96449331366
45.9478046417,27,2.31358306893,5.01980918139
47.0310945034,28,0.9231139655,5.27400292601
47.7553734302,29,1.38068355012,5.30748185385
48.6596915245,30,1.10580558584,5.44548046652
49.8119585037,31,0.867854427868,5.5678242588
50.2430276394,32,2.31981349919,5.67972038318
51.3321165562,33,0.918198674685,5.93772884898
52.4237086296,34,0.916093130695,6.03756455066
53.5310484886,35,0.903065117601,6.10300755036
54.6010405731,36,0.934586353001,6.22553747059
55.6892235184,37,0.918963125052,6.35704103793
56.7911314869,38,0.907516805911,6.40827379796
57.3326234722,39,1.84674940185,6.43340103433
58.4091994667,40,0.92887079511,6.47675140487
59.5435805225,41,0.881537993656,6.46918584536
60.590215435,42,0.955442999336,6.49885524111
61.8988675976,43,0.76414499484,6.57755744641
62.1998286152,44,3.32268945641,6.59490090118
62.9666225815,45,1.30413128423,6.63842791522
63.287239542,46,3.11898658873,6.63045572957
65.073596468,47,0.559798540519,6.67867878838
65.4730164909,48,2.50363011994,6.69374332251
66.2647274017,49,1.2630873042,6.67466822775
67.2301574421,50,1.03580783505,6.69033499612
68.4215193462,51,0.83937550506,6.61731745151
69.3505604934,52,1.07637858988,6.59394040399
69.6166375351,53,3.75830997627,6.55439991156
91.4484838867,54,0.0458046462904,4.97367667117
