Time, x, y, z,,,
9.741621971,None,None,None,,,
9.7535429,None,None,None,,,
9.760189056,None,None,None,,,
9.767081976,None,None,None,,,
9.773963928,None,None,None,,,
9.780630112,None,None,None,,,
9.789544106,None,None,None,,,
9.795526028,None,None,None,,,
9.801733971,None,None,None,,,
9.807992935,None,None,None,,,
9.81421113,None,None,None,,,
9.820410013,None,None,None,,,
9.826632977,None,None,None,,,
9.833346128,None,None,None,,,
9.838793993,None,None,None,,,
9.844429016,None,None,None,,Lap1,Lap2
9.850075006,7.1654205,-6.147934,-2.0116272,,15.4,01:43.5
9.855916023,7.162567,-6.08461,-1.9781952,,wait,189
9.861603975,7.174225,-6.1138763,-2.038559,,,
9.867317915,7.278122,-6.2252502,-2.0687866,,Total,
9.873305082,7.2427826,-6.242447,-2.0934906,,189,
9.878906965,7.317627,-6.376999,-1.9984436,,,
9.884159088,7.317627,-6.376999,-1.9984436,,,
9.88914299,7.225235,-6.2075653,-2.0690918,,,
9.893898964,7.229294,-6.2075653,-2.04245,,,
9.898482084,7.2032623,-6.169861,-1.9553375,,,
9.903275013,7.2032623,-6.169861,-1.9553375,,,
9.907886028,7.17334,-6.174347,-1.9580231,,,
9.912569046,7.113159,-6.185272,-1.9638672,,,
9.917050123,7.113159,-6.185272,-1.9638672,,,
9.921644926,7.0924683,-6.1884155,-1.9565125,,,
9.926265001,7.1338196,-6.1884155,-1.9655151,,,
9.930814981,7.1319733,-6.1884155,-1.9673462,,,
9.935458899,7.144745,-6.207123,-1.9920044,,,
9.939862013,7.1683655,-6.212631,-1.9490814,,,
9.944608927,7.1574707,-6.237213,-1.9454498,,,
9.949152946,7.1358337,-6.26178,-1.9700165,,,
9.953524113,7.1358337,-6.26178,-1.9700165,,,
9.957906008,7.1452026,-6.2244873,-1.949646,,,
9.962359905,7.1683655,-6.2153015,-1.9158325,,,
9.966826916,7.189499,-6.2003937,-1.9421692,,,
9.971174002,7.202072,-6.2069855,-1.8984375,,,
9.975946903,7.1210938,-6.183487,-1.9108887,,,
9.980340958,7.117279,-6.1692505,-1.91745,,,
9.984745026,7.0942993,-6.1533813,-1.8873901,,,
9.989145041,7.0942993,-6.1533813,-1.8873901,,,
9.993657112,7.1089783,-6.1905212,-1.8966675,,,
9.998076916,7.1260376,-6.2075653,-1.8890839,,,
10.00280309,7.1445923,-6.22554,-1.8966675,,,
10.00718403,7.1445923,-6.22554,-1.8966675,,,
10.01162004,7.1212463,-6.24588,-1.9541473,,,
10.01919794,7.1643524,-6.24588,-1.9747925,,,
10.02505493,7.1800995,-6.2773743,-1.9924622,,,
10.03006196,7.1643524,-6.2267303,-1.965805,,,
10.03623009,7.190384,-6.200699,-1.9541473,,,
10.04117298,7.202667,-6.169998,-1.9357147,,,
10.04671812,7.1643524,-6.18367,-1.9349823,,,
10.0513649,7.143997,-6.159073,-1.9146271,,,
10.05632305,7.110321,-6.1658173,-1.912384,,,
10.06158996,7.110321,-6.1658173,-1.912384,,,
10.06630898,7.0951385,-6.1383667,-1.8849335,,,
10.07129693,7.1326294,-6.1500854,-1.8966675,,,
10.07565999,7.1267853,-6.18692,-1.9150696,,,
10.07990098,7.1267853,-6.18692,-1.9150696,,,
10.08479595,7.111511,-6.159378,-1.9013062,,,
10.0893209,7.1571655,-6.2111664,-1.9277954,,,
10.09373093,7.1571655,-6.2111664,-1.9277954,,,
10.09818506,7.166275,-6.2420197,-1.9541473,,,
10.10275197,7.176178,-6.200241,-1.9394684,,,
